Line,Gen,is_cluster_id,min_dist,head_qend,tail_qstart,min_i,min_j,raw_dist,min_start_raw,min_end_raw,flank_dist,dir
L10-2,1,0,3095,2999,1,16007,16008,3096,120558,123654,3095,True
L10-2,1,1,3095,2999,1,16011,16014,3096,1313802,1316898,3095,True
L10-2,1,3,3094,2999,1,16016,16017,3095,2052470,2055565,3094,True
L10-2,1,4,3094,2999,1,16018,16019,3095,2116022,2119117,3094,True
L10-2,1,5,3095,2999,1,16020,16021,3096,2558287,2561383,3095,True
L10-2,1,6,3094,2999,1,16027,16030,3095,2800295,2803390,3094,True
L10-2,1,7,3095,2999,1,16034,16035,3096,3630256,3633352,3095,True
L10-2,1,8,13420,2999,1,16038,16040,13421,3766881,3780302,13420,True
L10-2,2,1,2949685,2325,1,16047,16049,2950360,133002,3082688,2949685,False
L10-2,2,2,2955011,2999,1,16050,16051,-2955012,3077862,122850,2955011,False
L10-2,2,3,3094,2999,1,16143,16144,3095,133003,136098,3094,True
L10-2,2,4,3095,2999,1,16169,16170,3096,174552,177648,3095,True
L10-2,2,5,3788,2999,1,16171,16172,3789,211554,215343,3788,True
L10-2,2,6,3094,2999,1,16173,16176,3095,669060,672155,3094,True
L10-2,2,7,3094,2999,1,16178,16181,3095,1283229,1286324,3094,True
L10-2,2,8,3094,2999,1,16182,16194,3095,1303404,1306499,3094,True
L10-2,2,9,3095,2999,1,16294,16296,3096,1918551,1921647,3095,True
L10-2,2,10,3094,2999,1,16297,16298,3095,2021900,2024995,3094,True
L10-2,2,11,3094,2999,1,16299,16300,3095,2085455,2088550,3094,True
L10-2,2,12,3790,2999,1,16301,16307,3791,2516875,2520666,3790,True
L10-2,2,13,3094,2999,1,16308,16309,3095,2527721,2530816,3094,True
L10-2,2,14,3095,2999,1,16314,16315,3096,2575573,2578669,3095,True
L10-2,2,15,53360,2999,1,16316,16319,53359,2722568,2775927,-53360,False
L10-2,2,16,3789,2999,1,16323,16324,3790,3074075,3077865,3789,True
L10-2,2,17,3094,2999,1,16325,16326,3095,3082691,3085786,3094,True
L10-2,2,18,3788,2999,1,16395,16396,3789,3502190,3505979,3788,True
L10-2,2,19,3093,2999,1,16397,16398,3094,3602796,3605890,3093,True
L10-2,2,20,13421,2999,1,16401,16403,13422,3739423,3752845,13421,True
L10-2,2,21,3094,2999,1,16407,16408,3095,3972716,3975811,3094,True
L10-3,1,0,5282,2604,1,16410,16412,5676,121070,126351,-5282,False
L10-3,1,1,3094,2999,1,16413,16416,3095,1283872,1286967,3094,True
L10-3,1,2,3094,2999,1,16417,16418,3095,1914345,1917440,3094,True
L10-3,1,3,3095,2999,1,16419,16420,3096,2020574,2023670,3095,True
L10-3,1,4,3095,1728,1,16421,16422,4367,2082859,2085955,3095,True
L10-3,1,5,3095,2999,1,16423,16424,3096,2528315,2531411,3095,True
L10-3,1,6,3094,2999,1,16429,16432,3095,2767220,2770315,3094,True
L10-3,1,7,3094,2999,1,16436,16437,3095,3582069,3585164,3094,True
L10-3,1,8,9296,2999,1,16440,16442,9297,3718697,3727994,9296,True
L10-3,1,9,3093,1743,1,16446,16447,4350,3960757,3963851,3093,True
L10-3,2,0,3885697,2999,2180,16449,16454,3887877,117977,4003675,3885697,True
L10-3,2,1,3670586,818,1,16514,16574,-3668406,3793355,122768,3670586,False
L10-3,2,2,5414,2999,1,16575,16576,5415,378741,384156,5414,True
L10-3,2,3,3095,2999,1,16577,16580,3096,1287017,1290113,3095,True
L10-3,2,5,43327,2999,1,16585,16586,43328,1911396,1954724,43327,False
L10-3,2,6,3095,2999,1,16587,16588,3096,1997021,2000117,3095,True
L10-3,2,7,3093,2999,1,16589,16590,3094,2059307,2062401,3093,True
L10-3,2,8,7,2998,1,16591,16593,-5,2289133,2289127,-7,True
L10-3,2,9,3095,2999,1,16597,16598,3096,2500884,2503980,3095,True
L10-3,2,10,3094,2999,1,16603,16606,3095,2739792,2742887,3094,True
L10-3,2,11,3095,2999,1,16610,16612,3096,3630251,3633347,3095,True
L10-3,2,12,9298,2999,1,16615,16617,9299,3771459,3780758,9298,True
L10-4,1,0,3090,774,354,16624,16625,5669,118319,121410,3090,True
L10-4,1,1,3094,2999,1,16626,16629,3095,1273131,1276226,3094,True
L10-4,1,2,3094,2999,1,16630,16631,3095,1920956,1924051,3094,True
L10-4,1,3,3094,2999,1,16632,16633,3095,2027184,2030279,3094,True
L10-4,1,4,3094,2999,1,16634,16635,3095,2090737,2093832,3094,True
L10-4,1,5,3095,2999,1,16636,16637,3096,2535420,2538516,3095,True
L10-4,1,6,3095,2999,1,16642,16645,3096,2774312,2777408,3095,True
L10-4,1,7,3094,2999,1,16649,16650,3095,3589141,3592236,3094,True
L10-4,1,8,6195,2999,1,16653,16655,6196,3725760,3731956,6195,True
L10-4,1,9,3093,2830,1,16659,16660,3263,3965798,3968892,3093,True
L10-4,2,0,3091,2999,1,16662,16663,3092,121407,124499,3091,True
L10-4,2,1,3090,2999,235,16664,16667,3325,1279248,1282339,3090,True
L10-4,2,2,3094,2999,1,16668,16669,3095,1444822,1447917,3094,True
L10-4,2,3,3101,2999,1,16672,16673,3102,1732785,1735887,3101,True
L10-4,2,4,3097,2668,1,16675,16676,3429,1934727,1937825,3097,True
L10-4,2,5,3094,2999,1,16677,16678,3095,2040944,2044039,3094,True
L10-4,2,6,3093,2999,1,16679,16680,3094,2104499,2107593,3093,True
L10-4,2,7,9298,2999,1,16681,16687,9299,2356545,2365844,9298,True
L10-4,2,8,3096,2999,1,16688,16694,3097,2470562,2473659,3096,True
L10-4,2,9,3094,2999,1,16710,16711,3095,2564620,2567715,3094,True
L10-4,2,10,3094,2999,1,16716,16719,3095,2803581,2806676,3094,True
L10-4,2,11,3092,2999,1,16723,16724,3093,3663855,3666948,3092,True
L10-4,2,12,8605,2732,1,16727,16729,8873,3805340,3813946,8605,True
L10-4,2,13,3093,2999,1,16733,16734,3094,4047792,4050886,3093,True
L11-1,1,0,3095,2999,1,16736,16741,3096,76795,79891,3095,True
L11-1,1,1,3095,2999,1,16742,16744,3096,164195,167291,3095,True
L11-1,1,2,3095,2999,1,16745,16746,3096,390333,393429,3095,True
L11-1,1,3,3094,2999,1,16747,16750,3095,1287033,1290128,3094,True
L11-1,1,4,3095,2999,1,16751,16752,3096,1433678,1436774,3095,True
L11-1,1,5,3094,2999,1,16753,16754,3095,1870288,1873383,3094,True
L11-1,1,6,3094,2999,1,16758,16759,3095,2138910,2142005,3094,True
L11-1,1,7,3095,2999,1,16760,16761,3096,2190145,2193241,3095,True
L11-1,1,8,3094,2999,1,16762,16763,3095,2463133,2466228,3094,True
L11-1,1,9,3095,2999,1,16784,16785,3096,2903954,2907050,3095,True
L11-1,1,10,3095,2999,1,16786,16787,3096,3673459,3676555,3095,True
L11-1,1,11,3095,2999,1,16788,16789,3096,3934241,3937337,3095,True
L11-1,2,0,3094,2999,1,16790,16796,3095,76786,79881,3094,True
L11-1,2,1,3092,2999,195,16797,16799,3287,164178,167271,3092,True
L11-1,2,2,3091,2999,1,16800,16801,3092,192639,195731,3091,True
L11-1,2,3,3093,2999,1,16803,16804,3094,390098,393192,3093,True
L11-1,2,4,3092,2999,1,16805,16806,3093,1001141,1004234,3092,True
L11-1,2,5,3094,2999,1,16808,16811,3095,1269171,1272266,3094,True
L11-1,2,6,3093,2999,1,16812,16813,3094,1415809,1418903,3093,True
L11-1,2,7,3094,2999,1,16814,16816,3095,1602709,1605804,3094,True
L11-1,2,8,3094,2999,1,16817,16818,3095,1852385,1855480,3094,True
L11-1,2,9,3093,2999,1,16822,16823,3094,2120992,2124086,3093,True
L11-1,2,10,3092,2999,1,16824,16825,3093,2172223,2175316,3092,True
L11-1,2,11,3093,2999,1,16826,16827,3094,2445175,2448269,3093,True
L11-1,2,12,3094,2999,1,16858,16859,3095,2885975,2889070,3094,True
L11-1,2,13,3094,2999,1,16860,16861,3095,3547836,3550931,3094,True
L11-1,2,15,3095,2822,1,16863,16898,3273,3744733,3747829,3095,True
L11-1,2,16,3093,2999,1,16899,16900,3094,3917945,3921039,3093,True
L11-2,1,0,3094,2999,1,16901,16906,3095,79896,82991,3094,True
L11-2,1,1,3094,2999,1,16907,16909,3095,167290,170385,3094,True
L11-2,1,2,3094,2999,1,16910,16911,3095,390317,393412,3094,True
L11-2,1,3,3094,2999,1,16912,16917,3095,1283899,1286994,3094,True
L11-2,1,4,3093,2999,1,16919,16920,3094,1433643,1436737,3093,True
L11-2,1,5,3094,2999,1,16921,16922,3095,1891064,1894159,3094,True
L11-2,1,6,76658,2999,1,16926,16929,76659,2162783,2239442,76658,True
L11-2,1,7,8,2999,1,16930,16931,-7,2287586,2287579,-8,True
L11-2,1,8,3094,2999,1,16932,16933,3095,2560571,2563666,3094,True
L11-2,1,9,3094,2999,1,16954,16955,3095,3001389,3004484,3094,True
L11-2,1,10,3093,2999,1,16956,16957,3094,3770882,3773976,3093,True
L11-2,1,11,3095,2999,1,16958,16959,3096,4028565,4031661,3095,True
L11-2,2,0,3093,2999,1,16960,16961,3094,42970,46064,3093,True
L11-2,2,1,3092,2999,1,16962,16968,3093,79886,82979,3092,True
L11-2,2,2,3093,2999,1,16969,16971,3094,167276,170370,3093,True
L11-2,2,3,3095,2999,1,16972,16973,3096,390298,393394,3095,True
L11-2,2,4,505217,2999,1,16974,16978,505216,1240717,1745933,-505217,True
L11-2,2,5,3092,2999,80,16981,16984,3172,1325561,1328654,3092,True
L11-2,2,6,3092,2999,1,16996,16997,3093,1457520,1460613,3092,True
L11-2,2,7,402674,2999,1,16998,16999,-402673,1728231,1325558,-402674,False
L11-2,2,8,3093,2999,1,17002,17005,3094,1745936,1749030,3093,True
L11-2,2,9,3095,2999,1,17006,17007,3096,1767975,1771071,3095,True
L11-2,2,10,3091,2999,188,17008,17009,3279,1914887,1917979,3091,True
L11-2,2,11,3094,2999,1,17013,17014,3095,2147104,2150199,3094,True
L11-2,2,12,36211,2999,1,17015,17016,-36210,2186409,2150199,-36211,True
L11-2,2,13,31163,2999,1,17017,17018,-31162,2186409,2155247,-31163,True
L11-2,2,14,32114,2999,1,17021,17022,32115,2186409,2218524,32114,True
L11-2,2,15,3092,2999,1,17023,17024,3093,2337562,2340655,3092,True
L11-2,2,16,3093,2999,1,17030,17031,3094,2539670,2542764,3093,True
L11-2,2,17,3094,2999,1,17063,17064,3095,2983554,2986649,3094,True
L11-2,2,18,3093,2999,1,17065,17067,3094,3323620,3326714,3093,True
L11-2,2,19,3093,2999,1,17070,17071,3094,3753013,3756107,3093,True
L11-2,2,20,3094,2999,1,17072,17073,3095,4013789,4016884,3094,True
L11-3,1,0,3095,2999,1,17074,17079,3096,76794,79890,3095,True
L11-3,1,1,3095,2999,1,17080,17082,3096,164194,167290,3095,True
L11-3,1,2,3095,2999,1,17083,17084,3096,387226,390322,3095,True
L11-3,1,3,3094,2999,1,17085,17088,3095,1280835,1283930,3094,True
L11-3,1,4,3095,2999,1,17089,17090,3096,1427484,1430580,3095,True
L11-3,1,5,3094,2999,1,17091,17092,3095,1860995,1864090,3094,True
L11-3,1,6,3094,2999,1,17096,17097,3095,2129620,2132715,3094,True
L11-3,1,7,3094,2999,1,17098,17099,3095,2180855,2183950,3094,True
L11-3,1,8,3092,2999,165,17100,17101,3257,2453840,2456933,3092,True
L11-3,1,9,3095,2999,1,17122,17123,3096,2894497,2897593,3095,True
L11-3,1,11,3094,2999,1,17125,17126,3095,3890508,3893603,3094,True
L11-3,2,0,3092,2999,1,17127,17133,3093,76778,79871,3092,True
L11-3,2,1,3095,2999,1,17134,17136,3096,164165,167261,3095,True
L11-3,2,2,3095,2999,1,17137,17138,3096,387189,390285,3095,True
L11-3,2,3,3091,2999,1,17139,17142,3092,1283861,1286953,3091,True
L11-3,2,4,3094,2999,1,17143,17144,3095,1433586,1436681,3094,True
L11-3,2,5,461198,2999,1579,17145,17146,-459619,1867044,1405847,-461198,False
L11-3,2,6,3093,2999,1,17149,17150,3094,2112731,2115825,3093,True
L11-3,2,7,3092,2999,1,17151,17152,3093,2163961,2167054,3092,True
L11-3,2,8,3094,2999,1,17153,17154,3095,2436909,2440004,3094,True
L11-3,2,9,3097,2999,1,17288,17289,3098,2877515,2880613,3097,True
L11-3,2,10,3092,2999,1,17290,17291,3093,3617802,3620895,3092,True
L11-3,2,11,3093,2999,1,17338,17339,3094,3873404,3876498,3093,True
L11-4,1,0,3094,2999,1,17340,17345,3095,76795,79890,3094,True
L11-4,1,1,3094,2999,1,17346,17348,3095,164194,167289,3094,True
L11-4,1,2,3094,2999,1,17349,17350,3095,390322,393417,3094,True
L11-4,1,3,3095,2999,1,17351,17354,3096,1290132,1293228,3095,True
L11-4,1,4,3095,2999,1,17355,17356,3096,1436775,1439871,3095,True
L11-4,1,5,3095,2999,1,17357,17358,3096,1873378,1876474,3095,True
L11-4,1,7,3095,2999,1,17363,17364,3096,2173230,2176326,3095,True
L11-4,1,8,1804918,2999,2905,17365,17366,-1802013,2446210,641293,-1804918,False
L11-4,1,9,3095,2999,1,17385,17386,3096,2889708,2892804,3095,True
L11-4,1,10,3094,2999,1,17387,17388,3095,3662311,3665406,3094,True
L11-4,1,11,3093,2999,1,17389,17390,3094,3919994,3923088,3093,True
L11-4,2,0,3092,2999,1,17391,17397,3093,76773,79866,3092,True
L11-4,2,1,3092,2999,1,17398,17400,3093,164161,167254,3092,True
L11-4,2,2,3094,2999,1,17402,17404,3095,306170,309265,3094,True
L11-4,2,3,3093,2999,1,17418,17420,3094,390249,393343,3093,True
L11-4,2,4,3092,2999,1,17421,17508,3093,496931,500024,3092,True
L11-4,2,5,3092,2999,1,17510,17511,3093,951740,954833,3092,True
L11-4,2,6,3092,2999,1,17707,17710,3093,1293018,1296111,3092,True
L11-4,2,7,3092,2999,1,17711,17712,3093,1439636,1442729,3092,True
L11-4,2,8,3094,2999,1,17713,17714,3095,1820055,1823150,3094,True
L11-4,2,9,3094,2808,1,17723,17724,3286,1880593,1883688,3094,True
L11-4,2,10,3093,2999,1,17728,17730,3094,2016349,2019443,3093,True
L11-4,2,11,3091,2999,1,17731,17732,3092,2137808,2140900,3091,True
L11-4,2,12,3093,2999,1,17819,17820,3094,2183503,2186597,3093,True
L11-4,2,13,4604,2999,1,17821,17822,4605,2459531,2464136,4604,True
L11-4,2,14,3092,2999,1,17823,17825,3093,2628899,2631992,3092,True
L11-4,2,15,3094,2999,1,17826,17827,3095,2829024,2832119,3094,True
L11-4,2,16,3094,2999,1,17828,17829,3095,2902961,2906056,3094,True
L11-4,2,17,3093,2999,1,17830,17831,3094,2960630,2963724,3093,True
L11-4,2,18,3091,2999,1,17833,17836,3092,3401008,3404100,3091,True
L11-4,2,19,3093,2999,1,17837,17838,3094,3675429,3678523,3093,True
L11-4,2,20,3093,2999,1,17839,17840,3094,4162242,4165336,3093,True
L11-4,2,21,3094,1526,1,17841,17842,4568,4221164,4224259,3094,True
