gene,synonyms,bnumber,strand,start,end
thrL,b0001;ECK0001;JW4367,b0001,True,189,255
ppiA,b3363;ECK3351;JW3326,b3363,True,2943650,2944223
tsgA,b3364;ECK3352;JW3327,b3364,True,2944493,2945675
nirB,b3365;ECK3353;JW3328,b3365,True,2945936,2948480
nirD,b3366;ECK3354;JW3329,b3366,True,2948476,2948803
nirC,b3367;ECK3355;JW3330,b3367,True,2948928,2949735
cysG,b3368;ECK3356;JW3331,b3368,True,2949753,2951127
yhfL,b3369;ECK3357;JW3332,b3369,True,2951373,2951541
frlA,b3370;ECK3358;JW3333,b3370,True,2951835,2953173
frlB,b3371;ECK3359;JW5700,b3371,True,2953193,2954216
frlC,b4474;ECK3360;JW5699,b4474,True,2954265,2955096
frlD,b3374;ECK3361;JW3337,b3374,True,2955092,2955878
frlR,b3375;ECK3362;JW5698,b3375,True,2955977,2956709
yhfS,b3376;ECK3363;JW3339,b3376,True,2956860,2957946
yhfT,b3377;ECK3364;JW3340,b3377,True,2957957,2959262
yhfU,b3378;ECK3365;JW5697,b3378,True,2959273,2959627
php,b3379;ECK3366;JW3342,b3379,True,2959637,2960516
yhfW,b3380;ECK3367;JW3343,b3380,True,2960512,2961739
yhfX,b3381;ECK3368;JW3344,b3381,True,2961738,2962902
yhfY,b3382;ECK3369;JW5696,b3382,True,2962985,2963348
yhfZ,b3383;ECK3370;JW5948,b3383,True,2963364,2964270
trpS,b3384;ECK3371;JW3347,b3384,True,2964559,2965564
gph,b3385;ECK3372;JW3348,b3385,True,2965556,2966315
rpe,b3386;ECK3373;JW3349,b3386,True,2966307,2966985
dam,b3387;ECK3374;JW3350,b3387,True,2967002,2967839
damX,b3388;ECK3375;JW3351,b3388,True,2967945,2969232
aroB,b3389;ECK3376;JW3352,b3389,True,2969323,2970412
aroK,b3390;ECK3377;JW5947,b3390,True,2970468,2970990
hofQ,b3391;ECK3378;JW3354,b3391,True,2971390,2972629
yrfA,b3392;ECK3379;JW5694,b3392,True,2972540,2972945
yrfB,b3393;ECK3380;JW3356,b3393,True,2972934,2973375
yrfC,b3394;ECK3381;JW3357,b3394,True,2973358,2973898
yrfD,b3395;ECK3382;JW5693,b3395,True,2973897,2974677
mrcA,b3396;ECK3383;JW3359,b3396,True,2974796,2977349
nudE,b3397;ECK3384;JW3360,b3397,True,2977514,2978075
yrfF,b3398;ECK3385;JW3361,b3398,True,2978394,2980530
yrfG,b3399;ECK3386;JW5865,b3399,True,2980594,2981263
hslR,b3400;ECK3387;JW3363,b3400,True,2981273,2981675
hslO,b3401;ECK3388;JW5692,b3401,True,2981699,2982578
yhgE,b3402;ECK3389;JW3365,b3402,True,2982640,2984365
pck,b3403;ECK3390;JW3366,b3403,True,2984743,2986366
envZ,b3404;ECK3391;JW3367,b3404,True,2986441,2987794
ompR,b3405;ECK3392;JW3368,b3405,True,2987790,2988510
greB,b3406;ECK3393;JW3369,b3406,True,2988737,2989214
yhgF,b3407;ECK3394;JW3370,b3407,True,2989310,2991632
feoA,b3408;ECK3395;JW3371,b3408,True,2992088,2992316
feoB,b3409;ECK3396;JW3372,b3409,True,2992332,2994654
yhgG,b3410;ECK3397;JW3373,b3410,True,2994653,2994890
yhgA,b3411;ECK3398;JW3374,b3411,True,2995092,2995971
bioH,b3412;ECK3399;JW3375,b3412,True,2995999,2996770
gntX,b3413;ECK3400;JW5691,b3413,True,2996807,2997491
gntY,b3414;ECK3401;JW3377,b3414,True,2997549,2998125
gntT,b3415;ECK3402;JW5690,b3415,True,2998484,2999801
malQ,b3416;ECK3403;JW3379,b3416,True,2999911,3001996
malP,b3417;ECK3404;JW5689,b3417,True,3002005,3004399
malT,b3418;ECK3405;JW3381,b3418,True,3005010,3007716
rtcA,b4475;ECK3406;JW5688,b4475,True,3007758,3008775
rtcB,b3421;ECK3407;JW3384,b3421,True,3008778,3010005
rtcR,b3422;ECK3408;JW3385,b3422,True,3010193,3011792
glpG,b3424;ECK3410;JW5687,b3424,True,3012547,3013378
glpE,b3425;ECK3411;JW3388,b3425,True,3013422,3013749
glpD,b3426;ECK3412;JW3389,b3426,True,3013938,3015444
yzgL,b3427;ECK3413;JW3390,b3427,True,3015649,3015931
glgP,b3428;ECK3414;JW3391,b3428,True,3016059,3018507
glgA,b3429;ECK3415;JW3392,b3429,True,3018525,3019959
glgC,b3430;ECK3416;JW3393,b3430,True,3019958,3021254
glgX,b3431;ECK3417;JW3394,b3431,True,3021271,3023245
glgB,b3432;ECK3418;JW3395,b3432,True,3023241,3025428
asd,b3433;ECK3419;JW3396,b3433,True,3025700,3026804
yhgN,b3434;ECK3420;JW3397,b3434,True,3026996,3027590
gntU,b4476;ECK3421;JW5686,b4476,True,3027646,3028987
gntK,b3437;ECK3422;JW3400,b3437,True,3028990,3029518
gntR,b3438;ECK3423;JW5946,b3438,True,3029656,3030652
yhhW,b3439;ECK3424;JW3402,b3439,True,3030875,3031571
yhhX,b3440;ECK3425;JW3403,b3440,True,3031693,3032731
ryhB,b4451;ECK3426;JWR0219,b4451,True,3032848,3032942
ggt,b3447;ECK3431;JW3412,b3447,True,3033097,3034840
yhhA,b3448;ECK3432;JW3413,b3448,True,3034959,3035400
ugpQ,b3449;ECK3433;JW3414,b3449,True,3035386,3036130
ugpC,b3450;ECK3434;JW3415,b3450,True,3036126,3037197
ugpE,b3451;ECK3435;JW3416,b3451,True,3037198,3038044
ugpA,b3452;ECK3436;JW3417,b3452,True,3038040,3038928
ugpB,b3453;ECK3437;JW3418,b3453,True,3039025,3040342
livF,b3454;ECK3438;JW3419,b3454,True,3040740,3041454
livG,b3455;ECK3439;JW3420,b3455,True,3041455,3042223
livM,b3456;ECK3440;JW3421,b3456,True,3042219,3043497
livH,b3457;ECK3441;JW3422,b3457,True,3043493,3044420
livK,b3458;ECK3442;JW3423,b3458,True,3044467,3045577
yhhK,b3459;ECK3443;JW3424,b3459,True,3046000,3046384
livJ,b3460;ECK3444;JW3425,b3460,True,3046571,3047675
rpoH,b3461;ECK3445;JW3426,b3461,True,3047945,3048800
ftsX,b3462;ECK3446;JW3427,b3462,True,3049044,3050103
ftsE,b3463;ECK3447;JW3428,b3463,True,3050095,3050764
ftsY,b3464;ECK3448;JW3429,b3464,True,3050766,3052260
yhhF,b3465;ECK3449;JW3430,b3465,True,3052409,3053006
yhhL,b3466;ECK3450;JW5683,b3466,True,3052995,3053265
yhhM,b3467;ECK3451;JW3432,b3467,True,3053267,3053627
yhhN,b3468;ECK3452;JW3433,b3468,True,3053767,3054394
zntA,b3469;ECK3453;JW3434,b3469,True,3054467,3056666
yhhP,b3470;ECK3454;JW3435,b3470,True,3056767,3057013
yhhQ,b3471;ECK3455;JW3436,b3471,True,3057233,3057899
dcrB,b3472;ECK3456;JW5682,b3472,True,3057971,3058529
yhhS,b3473;ECK3457;JW5945,b3473,True,3058532,3059750
yhhT,b3474;ECK3458;JW5680,b3474,True,3059881,3060931
acpT,b3475;ECK3459;JW3440,b3475,True,3060985,3061573
nikA,b3476;ECK3460;JW3441,b3476,True,3061683,3063258
nikB,b3477;ECK3461;JW3442,b3477,True,3063257,3064202
nikC,b3478;ECK3462;JW3443,b3478,True,3064198,3065032
nikD,b3479;ECK3463;JW3444,b3479,True,3065031,3065796
nikE,b3480;ECK3464;JW3445,b3480,True,3065792,3066599
nikR,b3481;ECK3465;JW3446,b3481,True,3066604,3067006
yhhJ,b3485;ECK3470;JW5677,b3485,True,3067007,3068132
rbbA,b3486;ECK3471;JW5676,b3486,True,3068131,3070867
yhiI,b3487;ECK3472;JW3454,b3487,True,3070863,3071931
yhiJ,b3488;ECK3473;JW3455,b3488,True,3072296,3073919
yhiK,b3489;ECK3474;JW5674,b3489,True,3074180,3074573
yhiL,b3490;ECK3475;JW3457,b3490,True,3074548,3075787
yhiM,b3491;ECK3476;JW5944,b3491,True,3076169,3077222
yhiN,b3492;ECK3477;JW3459,b3492,True,3077536,3078739
pitA,b3493;ECK3478;JW3460,b3493,True,3078970,3080470
yhiO,b3494;ECK3479;JW3461,b3494,True,3080713,3081049
uspA,b3495;ECK3480;JW3462,b3495,True,3081439,3081874
yhiP,b3496;ECK3481;JW3463,b3496,True,3082190,3083660
yhiQ,b3497;ECK3482;JW5672,b3497,True,3083708,3084461
prlC,b3498;ECK3483;JW3465,b3498,True,3084468,3086511
yhiR,b3499;ECK3484;JW3466,b3499,True,3086713,3087556
gor,b3500;ECK3485;JW3467,b3500,True,3087627,3088980
arsR,b3501;ECK3486;JW3468,b3501,True,3089856,3090210
arsB,b3502;ECK3487;JW3469,b3502,True,3090263,3091553
arsC,b3503;ECK3488;JW3470,b3503,True,3091565,3091991
slp,b3506;ECK3490;JW3474,b3506,True,3092867,3093434
yhiF,b3507;ECK3491;JW3475,b3507,True,3093589,3094120
yhiD,b3508;ECK3492;JW5670,b3508,True,3094161,3094809
hdeB,b3509;ECK3493;JW5669,b3509,True,3094872,3095199
hdeA,b3510;ECK3494;JW3478,b3510,True,3095314,3095647
hdeD,b3511;ECK3495;JW3479,b3511,True,3095901,3096474
gadE,b3512;ECK3496;JW3480,b3512,True,3097272,3097800
mdtE,b3513;ECK3497;JW3481,b3513,True,3098138,3099296
mdtF,b3514;ECK3498;JW3482,b3514,True,3099320,3102434
gadW,b3515;ECK3499;JW3483,b3515,True,3102796,3103525
gadY,b4452;ECK3500;JWR0255,b4452,True,3103770,3103875
gadX,b3516;ECK3501;JW3484,b3516,True,3103892,3104717
gadA,b3517;ECK3502;JW3485,b3517,True,3105086,3106487
yhjA,b3518;ECK3503;JW3486,b3518,True,3106697,3108095
treF,b3519;ECK3504;JW3487,b3519,True,3108498,3110148
yhjB,b3520;ECK3505;JW3488,b3520,True,3110198,3110801
yhjC,b3521;ECK3506;JW3489,b3521,True,3111248,3112220
yhjD,b3522;ECK3507;JW3490,b3522,True,3112268,3113282
yhjE,b3523;ECK3508;JW3491,b3523,True,3113692,3115015
yhjG,b3524;ECK3509;JW3492,b3524,True,3115196,3117272
yhjH,b3525;ECK3510;JW3493,b3525,True,3117326,3118094
kdgK,b3526;ECK3511;JW5668,b3526,True,3118325,3119255
yhjJ,b3527;ECK3512;JW3495,b3527,True,3119350,3120847
dctA,b3528;ECK3513;JW3496,b3528,True,3121067,3122354
yhjK,b3529;ECK3514;JW5943,b3529,True,3122536,3124486
bcsC,b3530;ECK3515;JW5942,b3530,True,3124606,3128080
bcsZ,b3531;ECK3516;JW3499,b3531,True,3128061,3129168
bcsB,b3532;ECK3517;JW3500,b3532,True,3129174,3131514
bcsA,b3533;ECK3518;JW5665,b3533,True,3131524,3134143
yhjQ,b3534;ECK3519;JW5941,b3534,True,3134139,3134868
yhjR,b3535;ECK3520;JW3503,b3535,True,3134903,3135092
bcsE,b3536;ECK3521;JW3504,b3536,True,3135364,3136936
bcsF,b3537;ECK3522;JW5663,b3537,True,3136932,3137124
bcsG,b3538;ECK3523;JW3506,b3538,True,3137120,3138800
ldrD,b4453;ECK3524;JW5966,b4453,True,3138886,3138994
rdlD,b4454;ECK3525;JWR0256,b4454,True,3139042,3139106
yhjV,b3539;ECK3526;JW3508,b3539,True,3139469,3140741
dppF,b3540;ECK3527;JW3509,b3540,True,3140770,3141775
dppD,b3541;ECK3528;JW3510,b3541,True,3141771,3142755
dppC,b3542;ECK3529;JW3511,b3542,True,3142765,3143668
dppB,b3543;ECK3530;JW3512,b3543,True,3143677,3144697
dppA,b3544;ECK3531;JW3513,b3544,True,3145004,3146612
proK,b3545;ECK3532;JWR0080,b3545,True,3147522,3147599
eptB,b3546;ECK3533;JW5660,b3546,True,3147690,3149382
yhjX,b3547;ECK3534;JW3516,b3547,True,3149705,3150914
yhjY,b3548;ECK3535;JW5659,b3548,True,3151142,3151841
tag,b3549;ECK3536;JW3518,b3549,True,3151998,3152562
yiaC,b3550;ECK3537;JW3519,b3550,True,3152558,3152999
bisC,b3551;ECK3538;JW5940,b3551,True,3152967,3155247
yiaD,b3552;ECK3539;JW5657,b3552,True,3155453,3156113
tiaE,b3553;ECK3540;JW5656,b3553,True,3156216,3157191
yiaF,b3554;ECK3541;JW5655,b3554,True,3157240,3157951
yiaG,b3555;ECK3542;JW3524,b3555,True,3158384,3158675
cspA,b3556;ECK3543;JW3525,b3556,True,3158955,3159168
glyS,b3559;ECK3547;JW3530,b3559,True,3159791,3161861
glyQ,b3560;ECK3548;JW3531,b3560,True,3161870,3162782
ysaB,b4553;ECK3549;JW3532,b4553,True,3162876,3163176
yiaH,b3561;ECK3550;JW3533,b3561,True,3163350,3164346
yiaA,b3562;ECK3551;JW3534,b3562,True,3164387,3164825
yiaB,b3563;ECK3552;JW5654,b3563,True,3164870,3165212
xylB,b3564;ECK3553;JW3536,b3564,True,3165380,3166835
xylA,b3565;ECK3554;JW3537,b3565,True,3166906,3168229
xylF,b3566;ECK3555;JW3538,b3566,True,3168594,3169587
xylG,b3567;ECK3556;JW3539,b3567,True,3169664,3171206
xylH,b3568;ECK3557;JW3540,b3568,True,3171183,3172365
xylR,b3569;ECK3558;JW3541,b3569,True,3172442,3173621
bax,b3570;ECK3559;JW5653,b3570,True,3173816,3174641
malS,b3571;ECK3560;JW3543,b3571,True,3174960,3176991
avtA,b3572;ECK3561;JW5652,b3572,True,3177168,3178422
yiaI,b3573;ECK3562;JW3545,b3573,True,3178572,3179046
yiaJ,b3574;ECK3563;JW3546,b3574,True,3179147,3179996
yiaK,b3575;ECK3564;JW3547,b3575,True,3180196,3181195
yiaL,b3576;ECK3565;JW3548,b3576,True,3181206,3181674
yiaM,b3577;ECK3566;JW3549,b3577,True,3181791,3182265
yiaN,b3578;ECK3567;JW5651,b3578,True,3182267,3183545
yiaO,b3579;ECK3568;JW3551,b3579,True,3183557,3184544
lyxK,b3580;ECK3569;JW3552,b3580,True,3184547,3186044
sgbH,b3581;ECK3570;JW3553,b3581,True,3186040,3186703
sgbU,b3582;ECK3571;JW5650,b3582,True,3186695,3187556
sgbE,b3583;ECK3572;JW3555,b3583,True,3187549,3188245
yiaT,b3584;ECK3573;JW3556,b3584,True,3188591,3189332
yiaU,b3585;ECK3574;JW3557,b3585,True,3189455,3190430
yiaV,b3586;ECK3575;JW3558,b3586,True,3190426,3191563
yiaW,b3587;ECK3576;JW3559,b3587,True,3191568,3191892
aldB,b3588;ECK3577;JW3561,b3588,True,3192436,3193975
yiaY,b3589;ECK3578;JW5648,b3589,True,3194139,3195291
selB,b3590;ECK3579;JW3563,b3590,True,3195480,3197325
selA,b3591;ECK3580;JW3564,b3591,True,3197321,3198713
yibF,b3592;ECK3581;JW3565,b3592,True,3198810,3199419
yibH,b3597;ECK3586;JW3571,b3597,True,3199456,3200593
yibI,b3598;ECK3587;JW3572,b3598,True,3200595,3200958
mtlA,b3599;ECK3588;JW3573,b3599,True,3201494,3203408
mtlD,b3600;ECK3589;JW3574,b3600,True,3203637,3204786
mtlR,b3601;ECK3590;JW3575,b3601,True,3204785,3205373
yibT,b4554;ECK3591;JW3576,b4554,True,3205384,3205594
yibL,b3602;ECK3592;JW3577,b3602,True,3205878,3206241
lldP,b3603;ECK3593;JW3578,b3603,True,3206612,3208268
lldR,b3604;ECK3594;JW3579,b3604,True,3208267,3209044
lldD,b3605;ECK3595;JW3580,b3605,True,3209040,3210231
yibK,b3606;ECK3596;JW3581,b3606,True,3210428,3210902
cysE,b3607;ECK3597;JW3582,b3607,True,3210954,3211776
gpsA,b3608;ECK3598;JW3583,b3608,True,3211855,3212875
secB,b3609;ECK3599;JW3584,b3609,True,3212874,3213342
grxC,b3610;ECK3600;JW3585,b3610,True,3213404,3213656
yibN,b3611;ECK3601;JW3586,b3611,True,3213797,3214229
gpmI,b3612;ECK3602;JW3587,b3612,True,3214473,3216018
envC,b3613;ECK3603;JW5646,b3613,True,3216051,3217311
yibQ,b3614;ECK3604;JW5645,b3614,True,3217314,3218274
yibD,b3615;ECK3605;JW3590,b3615,True,3218260,3219295
tdh,b3616;ECK3606;JW3591,b3616,True,3219533,3220559
kbl,b3617;ECK3607;JW3592,b3617,True,3220568,3221765
htrL,b3618;ECK3608;JW5644,b3618,True,3222039,3222897
rfaD,b3619;ECK3609;JW3594,b3619,True,3223200,3224133
rfaF,b3620;ECK3610;JW3595,b3620,True,3224142,3225189
rfaC,b3621;ECK3611;JW3596,b3621,True,3225192,3226152
rfaL,b3622;ECK3612;JW3597,b3622,True,3226161,3227421
rfaK,b3623;ECK3613;JW3598,b3623,True,3227452,3228526
rfaZ,b3624;ECK3614;JW3599,b3624,True,3228558,3229410
rfaY,b3625;ECK3615;JW3600,b3625,True,3229480,3230179
rfaI,b3627;ECK3617;JW3602,b3627,True,3231251,3232271
rfaB,b3628;ECK3618;JW3603,b3628,True,3232270,3233380
rfaS,b3629;ECK3619;JW3604,b3629,True,3233393,3234329
rfaP,b3630;ECK3620;JW3605,b3630,True,3234365,3235163
rfaG,b3631;ECK3621;JW3606,b3631,True,3235155,3236280
rfaQ,b3632;ECK3622;JW3607,b3632,True,3236276,3237311
kdtA,b3633;ECK3623;JW3608,b3633,True,3237752,3239030
coaD,b3634;ECK3624;JW3609,b3634,True,3239037,3239517
mutM,b3635;ECK3625;JW3610,b3635,True,3239555,3240365
rpmG,b3636;ECK3626;JW3611,b3636,True,3240462,3240630
rpmB,b3637;ECK3627;JW3612,b3637,True,3240650,3240887
yicR,b3638;ECK3628;JW5643,b3638,True,3241103,3241772
dfp,b3639;ECK3629;JW5642,b3639,True,3241943,3243164
dut,b3640;ECK3630;JW3615,b3640,True,3243144,3243600
ttk,b3641;ECK3631;JW5641,b3641,True,3243706,3244303
pyrE,b3642;ECK3632;JW3617,b3642,True,3244339,3244981
rph,b3643;ECK3633;JW3618,b3643,True,3245075,3245762
yicC,b3644;ECK3634;JW3619,b3644,True,3245888,3246752
dinD,b3645;ECK3635;JW3620,b3645,True,3246972,3247797
yicG,b3646;ECK3636;JW3621,b3646,True,3248086,3248704
ligB,b3647;ECK3637;JW3622,b3647,True,3248700,3250383
gmk,b3648;ECK3638;JW3623,b3648,True,3250640,3251264
rpoZ,b3649;ECK3639;JW3624,b3649,True,3251318,3251594
spoT,b3650;ECK3640;JW3625,b3650,True,3251612,3253721
trmH,b3651;ECK3641;JW3626,b3651,True,3253727,3254417
recG,b3652;ECK3642;JW3627,b3652,True,3254422,3256504
gltS,b3653;ECK3643;JW3628,b3653,True,3256672,3257878
yicE,b3654;ECK3644;JW3629,b3654,True,3258157,3259549
yicH,b3655;ECK3645;JW3630,b3655,True,3259669,3261379
yicI,b3656;ECK3646;JW3631,b3656,True,3261431,3263750
yicJ,b3657;ECK3647;JW5939,b3657,True,3263759,3265142
selC,b3658;ECK3648;JWR0081,b3658,True,3265434,3265529
setC,b3659;ECK3649;JW3633,b3659,True,3266165,3267350
yicL,b3660;ECK3650;JW3634,b3660,True,3267460,3268384
nlpA,b3661;ECK3651;JW3635,b3661,True,3268387,3269206
yicS,b4555;ECK3652;JW5965,b4555,True,3269427,3269721
yicM,b3662;ECK3653;JW5938,b3662,True,3269761,3271117
yicN,b3663;ECK3654;JW5637,b3663,True,3271162,3271615
yicO,b3664;ECK3655;JW5636,b3664,True,3271667,3273002
ade,b3665;ECK3656;JW3640,b3665,True,3273176,3274943
uhpT,b3666;ECK3657;JW3641,b3666,True,3274988,3276380
uhpC,b3667;ECK3658;JW3642,b3667,True,3276517,3277837
uhpB,b3668;ECK3659;JW3643,b3668,True,3277846,3279349
uhpA,b3669;ECK3660;JW3644,b3669,True,3279348,3279939
ilvN,b3670;ECK3661;JW3645,b3670,True,3280014,3280305
ilvB,b3671;ECK3662;JW3646,b3671,True,3280308,3281997
ivbL,b3672;ECK3663;JW3647,b3672,True,3282102,3282201
emrD,b3673;ECK3664;JW5634,b3673,True,3283134,3284319
yidF,b3674;ECK3665;JW3650,b3674,True,3284326,3284824
yidG,b3675;ECK3666;JW3651,b3675,True,3284820,3285183
yidH,b3676;ECK3667;JW3652,b3676,True,3285172,3285520
yidI,b3677;ECK3668;JW3653,b3677,True,3285627,3286077
yidJ,b3678;ECK3669;JW3654,b3678,True,3286123,3287617
yidK,b3679;ECK3670;JW3655,b3679,True,3287613,3289329
yidL,b3680;ECK3671;JW3656,b3680,True,3289465,3290389
ysdC,b4556;ECK3672;JW5937,b4556,True,3290385,3290562
glvG,b3681;ECK3673;JW3658,b3681,True,3290561,3291200
glvB,b3682;ECK3674;JW3659,b3682,True,3291199,3291685
glvC,b3683;ECK3675;JW3660,b3683,True,3291709,3292816
yidP,b3684;ECK3676;JW3661,b3684,True,3293111,3293828
yidE,b3685;ECK3677;JW3662,b3685,True,3293824,3295486
ibpB,b3686;ECK3678;JW3663,b3686,True,3295681,3296110
ibpA,b3687;ECK3679;JW3664,b3687,True,3296221,3296635
yidQ,b3688;ECK3680;JW5633,b3688,True,3296940,3297273
yidR,b3689;ECK3681;JW5860,b3689,True,3297274,3298489
cbrA,b3690;ECK3682;JW5631,b3690,True,3298589,3299654
dgoT,b3691;ECK3683;JW5859,b3691,True,3299650,3300943
dgoD,b4478;ECK3684;JW5629,b4478,True,3301062,3302211
dgoA,b4477;ECK3685;JW5628,b4477,True,3302207,3302825
dgoK,b3693;ECK3686;JW3670,b3693,True,3302808,3303687
dgoR,b4479;ECK3687;JW5627,b4479,True,3303683,3304373
yidX,b3696;ECK3688;JW5858,b3696,True,3304650,3305307
yidA,b3697;ECK3689;JW3674,b3697,True,3305352,3306165
yidB,b3698;ECK3690;JW3675,b3698,True,3306279,3306678
gyrB,b3699;ECK3691;JW5625,b3699,True,3306917,3309332
recF,b3700;ECK3692;JW3677,b3700,True,3309360,3310434
dnaN,b3701;ECK3693;JW3678,b3701,True,3310433,3311534
dnaA,b3702;ECK3694;JW3679,b3702,True,3311538,3312942
rpmH,b3703;ECK3695;JW3680,b3703,True,3313548,3313689
rnpA,b3704;ECK3696;JW3681,b3704,True,3313705,3314065
yidD,b4557;ECK3697;JW3682,b4557,True,3314028,3314286
yidC,b3705;ECK3698;JW3683,b3705,True,3314288,3315935
trmE,b3706;ECK3699;JW3684,b3706,True,3316040,3317405
tnaC,b3707;ECK3700;JW3685,b3707,True,3317647,3317722
tnaA,b3708;ECK3701;JW3686,b3708,True,3317942,3319358
tnaB,b3709;ECK3702;JW5622,b3709,True,3319448,3320696
mdtL,b3710;ECK3703;JW3688,b3710,True,3320827,3322003
yidZ,b3711;ECK3704;JW3689,b3711,True,3321977,3322937
yieE,b3712;ECK3705;JW3690,b3712,True,3323081,3323843
yieF,b3713;ECK3706;JW3691,b3713,True,3323864,3324431
yieG,b3714;ECK3707;JW3692,b3714,True,3324484,3325822
yieH,b3715;ECK3708;JW3693,b3715,True,3325986,3326652
yieI,b3716;ECK3709;JW3694,b3716,True,3326718,3327186
cbrC,b3717;ECK3710;JW3695,b3717,True,3327234,3327822
yieK,b3718;ECK3711;JW5613,b3718,True,3327883,3328606
yieL,b3719;ECK3712;JW5612,b3719,True,3328620,3329817
bglH,b3720;ECK3713;JW3698,b3720,True,3329816,3331433
bglB,b3721;ECK3714;JW3699,b3721,True,3331501,3332914
bglF,b3722;ECK3715;JW3700,b3722,True,3332932,3334810
bglG,b3723;ECK3716;JW3701,b3723,True,3334943,3335780
phoU,b3724;ECK3717;JW3702,b3724,True,3336065,3336791
pstB,b3725;ECK3718;JW3703,b3725,True,3336805,3337579
pstA,b3726;ECK3719;JW3704,b3726,True,3337761,3338652
pstC,b3727;ECK3720;JW3705,b3727,True,3338651,3339611
pstS,b3728;ECK3721;JW3706,b3728,True,3339697,3340738
glmS,b3729;ECK3722;JW3707,b3729,True,3341051,3342881
glmU,b3730;ECK3723;JW3708,b3730,True,3343042,3344413
atpC,b3731;ECK3724;JW3709,b3731,True,3344765,3345185
atpD,b3732;ECK3725;JW3710,b3732,True,3345205,3346588
atpG,b3733;ECK3726;JW3711,b3733,True,3346614,3347478
atpA,b3734;ECK3727;JW3712,b3734,True,3347528,3349070
atpH,b3735;ECK3728;JW3713,b3735,True,3349082,3349616
atpF,b3736;ECK3729;JW3714,b3736,True,3349630,3350101
atpE,b3737;ECK3730;JW3715,b3737,True,3350162,3350402
atpB,b3738;ECK3731;JW3716,b3738,True,3350448,3351264
atpI,b3739;ECK3732;JW5611,b3739,True,3351272,3351653
gidB,b3740;ECK3733;JW3718,b3740,True,3352269,3352893
gidA,b3741;ECK3734;JW3719,b3741,True,3352956,3354846
mioC,b3742;ECK3736;JW3720,b3742,True,3355224,3355668
asnC,b3743;ECK3737;JW3721,b3743,True,3355757,3356216
asnA,b3744;ECK3738;JW3722,b3744,True,3356367,3357360
yieM,b3745;ECK3739;JW5610,b3745,True,3357364,3358816
yieN,b3746;ECK3740;JW3725,b3746,True,3358809,3360306
trkD,b3747;ECK3741;JW5609,b3747,True,3360528,3362397
rbsD,b3748;ECK3742;JW5857,b3748,True,3362563,3362983
rbsA,b3749;ECK3743;JW3728,b3749,True,3362990,3364496
rbsC,b3750;ECK3744;JW3729,b3750,True,3364500,3365466
rbsB,b3751;ECK3745;JW3730,b3751,True,3365490,3366381
rbsK,b3752;ECK3746;JW3731,b3752,True,3366506,3367436
rbsR,b3753;ECK3747;JW3732,b3753,True,3367439,3368432
hsrA,b3754;ECK3748;JW3733,b3754,True,3368397,3369825
yieP,b3755;ECK3749;JW5608,b3755,True,3369847,3370540
rrsC,b3756;ECK3750;JWR0082,b3756,True,3371020,3372562
gltU,b3757;ECK3751;JWR0083,b3757,True,3372647,3372723
rrlC,b3758;ECK3752;JWR0084,b3758,True,3372916,3375820
rrfC,b3759;ECK3753;JWR0085,b3759,True,3375912,3376032
aspT,b3760;ECK3754;JWR0086,b3760,True,3376084,3376161
trpT,b3761;ECK3755;JWR0087,b3761,True,3376169,3376245
hdfR,b4480;ECK3756;JW5607,b4480,True,3376340,3377180
yifE,b3764;ECK3757;JW3737,b3764,True,3377298,3377637
yifB,b3765;ECK3758;JW3738,b3765,True,3377661,3379212
ilvL,b3766;ECK3759;JW3739,b3766,True,3379534,3379633
ilvG,b3767;ECK3760;JW3740,b3767,True,3379772,3380756
ilvG,b4488;ECK3760;JW3740+JW3741,b4488,True,3379825,3381470
ilvG,b3768;ECK3760;JW3741,b3768,True,3380835,3381417
ilvM,b3769;ECK3761;JW3742,b3769,True,3381413,3381677
ilvE,b3770;ECK3762;JW5606,b3770,True,3381696,3382626
ilvD,b3771;ECK3763;JW5605,b3771,True,3382690,3384541
ilvA,b3772;ECK3764;JW3745,b3772,True,3384543,3386088
ilvY,b3773;ECK3765;JW3746,b3773,True,3386139,3387033
ilvC,b3774;ECK3766;JW3747,b3774,True,3387182,3388658
ppiC,b3775;ECK3767;JW3748,b3775,True,3388744,3389026
yifO,b3776;ECK3768;JW3749,b3776,True,3389224,3389500
yifN,b3777;ECK3769;JW3750,b3777,True,3389454,3389673
rep,b3778;ECK3770;JW5604,b3778,True,3389889,3391911
gpp,b3779;ECK3771;JW5603,b3779,True,3391957,3393442
rhlB,b3780;ECK3772;JW3753,b3780,True,3393577,3394843
trxA,b3781;ECK3773;JW5856,b3781,True,3394973,3395303
rhoL,b3782;ECK3774;JW3755,b3782,True,3395443,3395545
rho,b3783;ECK3775;JW3756,b3783,True,3395629,3396889
rfe,b3784;ECK3776;JW3758,b3784,True,3397128,3398232
wzzE,b3785;ECK3777;JW5601,b3785,True,3398243,3399290
rffE,b3786;ECK3778;JW5600,b3786,True,3399345,3400476
rffD,b3787;ECK3779;JW5599,b3787,True,3400472,3401735
rffG,b3788;ECK3780;JW5598,b3788,True,3401734,3402802
rffH,b3789;ECK3781;JW3763,b3789,True,3402820,3403702
rffC,b3790;ECK3782;JW5597,b3790,True,3403808,3404354
rffA,b3791;ECK3783;JW3765,b3791,True,3404358,3405489
