gene,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qlen,line,gen_id,duplicated
glmS,100.0,1829,0,0,1,1829,3966156,3967984,0.0,3378,1829,L09-1,3,False
aspS,100.0,1772,0,0,1,1772,2270167,2271938,0.0,3273,1772,L09-1,3,False
ftsI,100.0,1766,0,0,1,1766,715263,717028,0.0,3262,1766,L09-1,3,False
yejM,99.943,1760,1,0,1,1760,2510077,2511836,0.0,3245,1760,L09-1,3,False
msbA,100.0,1748,0,0,1,1748,1468788,1470535,0.0,3229,1748,L09-1,3,False
dnaG,100.0,1745,0,0,1,1745,3340736,3342480,0.0,3223,1745,L09-1,3,False
argS,100.0,1733,0,0,1,1733,2281477,2283209,0.0,3201,1733,L09-1,3,False
proS,100.0,1718,0,0,1,1718,838085,839802,0.0,3173,1718,L09-1,3,False
rpsA,100.0,1673,0,0,1,1673,1464162,1465834,0.0,3090,1673,L09-1,3,False
glnS,100.0,1664,0,0,1,1664,1213642,1215305,0.0,3073,1664,L09-1,3,False
groL,100.0,1646,0,0,1,1646,453106,454751,0.0,3040,1646,L09-1,3,False
yidC,99.939,1646,0,1,1,1646,3953524,3955168,0.0,3033,1646,L09-1,3,False
pyrG,100.0,1637,0,0,1,1637,3072671,3074307,0.0,3024,1637,L09-1,3,False
lnt,100.0,1538,0,0,1,1538,1196895,1198432,0.0,2841,1538,L09-1,3,False
mviN,100.0,1535,0,0,1,1535,1610208,1611742,0.0,2835,1535,L09-1,3,False
ftsY,99.933,1493,0,1,1,1493,3713883,3715374,0.0,2750,1493,L09-1,3,False
nusA,100.0,1487,0,0,1,1487,3445655,3447141,0.0,2747,1487,L09-1,3,False
murE,100.0,1487,0,0,1,1487,717016,718502,0.0,2747,1487,L09-1,3,False
murC,100.0,1475,0,0,1,1475,724615,726089,0.0,2724,1475,L09-1,3,False
der,100.0,1472,0,0,1,1472,2832905,2834376,0.0,2719,1472,L09-1,3,False
dnaB,100.0,1415,0,0,1,1415,342625,344039,0.0,2614,1415,L09-1,3,False
gltX,100.0,1415,0,0,1,1415,2723083,2724497,0.0,2614,1415,L09-1,3,False
dnaA,100.0,1403,0,0,1,1403,3950774,3952176,0.0,2591,1403,L09-1,3,False
asnS,100.0,1400,0,0,1,1400,1489750,1491149,0.0,2586,1400,L09-1,3,False
cysS,99.928,1385,1,0,1,1385,1087212,1088596,0.0,2553,1385,L09-1,3,False
glmU,100.0,1370,0,0,1,1370,3968147,3969516,0.0,2531,1370,L09-1,3,False
ffh,100.0,1361,0,0,1,1361,2943447,2944807,0.0,2514,1361,L09-1,3,False
murF,100.0,1358,0,0,1,1358,718500,719857,0.0,2508,1358,L09-1,3,False
pssA,100.0,1355,0,0,1,1355,2919744,2921098,0.0,2503,1355,L09-1,3,False
yaeL,100.0,1352,0,0,1,1352,817577,818928,0.0,2497,1352,L09-1,3,False
accC,100.0,1349,0,0,1,1349,3533145,3534493,0.0,2492,1349,L09-1,3,False
glmM,99.925,1337,1,0,1,1337,3452349,3453685,0.0,2464,1337,L09-1,3,False
secY,100.0,1331,0,0,1,1331,3569991,3571321,0.0,2459,1331,L09-1,3,False
mukF,100.0,1322,0,0,1,1322,1476486,1477807,0.0,2442,1322,L09-1,3,False
murD,100.0,1316,0,0,1,1316,720937,722252,0.0,2431,1316,L09-1,3,False
eno,100.0,1298,0,0,1,1298,3071285,3072582,0.0,2398,1298,L09-1,3,False
tilS,99.923,1298,0,1,1,1298,833362,834658,0.0,2390,1298,L09-1,3,False
serS,100.0,1292,0,0,1,1292,1441594,1442885,0.0,2386,1292,L09-1,3,False
hemL,99.844,1280,1,1,1,1280,794640,795918,0.0,2351,1280,L09-1,3,False
kdtA,100.0,1277,0,0,1,1277,3877077,3878353,0.0,2359,1277,L09-1,3,False
tyrS,99.922,1274,0,1,1,1274,2035179,2036451,0.0,2346,1274,L09-1,3,False
hisS,100.0,1274,0,0,1,1274,2836322,2837595,0.0,2353,1274,L09-1,3,False
folC,100.0,1268,0,0,1,1268,2653466,2654733,0.0,2342,1268,L09-1,3,False
ftsA,100.0,1262,0,0,1,1262,727832,729093,0.0,2331,1262,L09-1,3,False
murA,100.0,1259,0,0,1,1259,3464849,3466107,0.0,2326,1259,L09-1,3,False
rho,100.0,1259,0,0,1,1259,40666,41924,0.0,2326,1259,L09-1,3,False
hemA,100.0,1256,0,0,1,1256,1702728,1703983,0.0,2320,1256,L09-1,3,False
ftsW,100.0,1244,0,0,1,1244,722253,723496,0.0,2298,1244,L09-1,3,False
lolE,100.0,1244,0,0,1,1244,1648093,1649336,0.0,2298,1244,L09-1,3,False
cca,100.0,1238,0,0,1,1238,3331520,3332757,0.0,2287,1238,L09-1,3,False
fabB,100.0,1220,0,0,1,1220,2662177,2663396,0.0,2254,1220,L09-1,3,False
dfp,99.918,1220,0,1,1,1220,3881268,3882486,0.0,2246,1220,L09-1,3,False
lolC,100.0,1199,0,0,1,1199,1646200,1647398,0.0,2215,1199,L09-1,3,False
dxr,100.0,1196,0,0,1,1196,814554,815749,0.0,2209,1196,L09-1,3,False
obgE,100.0,1172,0,0,1,1172,3460198,3461369,0.0,2165,1172,L09-1,3,False
pgk,100.0,1163,0,0,1,1163,3234427,3235589,0.0,2148,1163,L09-1,3,False
metK,100.0,1154,0,0,1,1154,3249673,3250826,0.0,2132,1154,L09-1,3,False
ftsZ,100.0,1151,0,0,1,1151,729155,730305,0.0,2126,1151,L09-1,3,False
lpxB,100.0,1148,0,0,1,1148,824379,825526,0.0,2121,1148,L09-1,3,False
nrdB,100.0,1130,0,0,1,1130,2569187,2570316,0.0,2087,1130,L09-1,3,False
dapE,100.0,1127,0,0,1,1127,2788636,2789762,0.0,2082,1127,L09-1,3,False
ispG,100.0,1118,0,0,1,1118,2837707,2838824,0.0,2065,1118,L09-1,3,False
mrdB,100.0,1112,0,0,1,1112,1173939,1175050,0.0,2054,1112,L09-1,3,False
trmU,100.0,1106,0,0,1,1106,1663440,1664545,0.0,2043,1106,L09-1,3,False
ribD,100.0,1103,0,0,1,1103,973355,974457,0.0,2037,1103,L09-1,3,False
mreC,100.0,1103,0,0,1,1103,3526103,3527205,0.0,2037,1103,L09-1,3,False
asd,99.909,1103,0,1,1,1103,3688820,3689921,0.0,2030,1103,L09-1,3,False
yjgP,100.0,1100,0,0,1,1100,568173,569272,0.0,2032,1100,L09-1,3,False
dnaN,100.0,1100,0,0,1,1100,3949669,3950768,0.0,2032,1100,L09-1,3,False
prfB,100.0,1098,0,0,1,1098,3198152,3199249,0.0,2028,1098,L09-1,3,False
prfA,100.0,1082,0,0,1,1082,1704026,1705107,0.0,1999,1082,L09-1,3,False
yjgQ,100.0,1082,0,0,1,1082,569273,570354,0.0,1999,1082,L09-1,3,False
mraY,100.0,1082,0,0,1,1082,719852,720933,0.0,1999,1082,L09-1,3,False
fbaA,100.0,1079,0,0,1,1079,3233133,3234211,0.0,1993,1079,L09-1,3,False
degS,100.0,1067,0,0,1,1067,3509428,3510494,0.0,1971,1067,L09-1,3,False
murG,100.0,1067,0,0,1,1067,723494,724560,0.0,1971,1067,L09-1,3,False
ftsX,100.0,1058,0,0,1,1058,3712161,3713218,0.0,1954,1058,L09-1,3,False
rsgA,100.0,1052,0,0,1,1052,472536,473587,0.0,1943,1052,L09-1,3,False
mreB,100.0,1043,0,0,1,1043,3527272,3528314,0.0,1927,1043,L09-1,3,False
holA,100.0,1031,0,0,1,1031,1179311,1180341,0.0,1905,1031,L09-1,3,False
murB,100.0,1028,0,0,1,1028,250373,251400,0.0,1899,1028,L09-1,3,False
lpxD,100.0,1025,0,0,1,1025,822002,823026,0.0,1893,1025,L09-1,3,False
gpsA,100.0,1019,0,0,1,1019,3851179,3852197,0.0,1882,1019,L09-1,3,False
ygjD,100.0,1013,0,0,1,1013,3339159,3340171,0.0,1871,1013,L09-1,3,False
holB,100.0,1004,0,0,1,1004,1626539,1627542,0.0,1855,1004,L09-1,3,False
trpS,100.0,1004,0,0,1,1004,3627681,3628684,0.0,1855,1004,L09-1,3,False
gapA,100.0,995,0,0,1,995,2181988,2182982,0.0,1838,995,L09-1,3,False
rpoA,100.0,989,0,0,1,989,3567265,3568253,0.0,1827,989,L09-1,3,False
zipA,100.0,986,0,0,1,986,2734072,2735057,0.0,1821,986,L09-1,3,False
lpxK,100.0,986,0,0,1,986,1470533,1471518,0.0,1821,986,L09-1,3,False
pheS,99.898,983,1,0,1,983,2117181,2118163,0.0,1810,983,L09-1,3,False
thiL,100.0,977,0,0,1,977,975533,976509,0.0,1805,977,L09-1,3,False
hemB,100.0,974,0,0,1,974,938565,939538,0.0,1799,974,L09-1,3,False
lepB,100.0,974,0,0,1,974,2901353,2902326,0.0,1799,974,L09-1,3,False
ispB,100.0,971,0,0,1,971,3463324,3464294,0.0,1794,971,L09-1,3,False
secF,100.0,971,0,0,1,971,969406,970376,0.0,1794,971,L09-1,3,False
psd,100.0,968,0,0,1,968,471472,472439,0.0,1788,968,L09-1,3,False
birA,100.0,965,0,0,1,965,251398,252362,0.0,1783,965,L09-1,3,False
hemH,100.0,962,0,0,1,962,1037952,1038913,0.0,1777,962,L09-1,3,False
accA,100.0,959,0,0,1,959,829652,830610,0.0,1772,959,L09-1,3,False
ftsN,99.896,959,0,1,1,959,200700,201657,0.0,1764,959,L09-1,3,False
coaA,100.0,950,0,0,1,950,252392,253341,0.0,1755,950,L09-1,3,False
ispH,100.0,950,0,0,1,950,650135,651084,0.0,1755,950,L09-1,3,False
prsA,100.0,947,0,0,1,947,1699942,1700888,0.0,1749,947,L09-1,3,False
fmt,100.0,947,0,0,1,947,3561439,3562385,0.0,1749,947,L09-1,3,False
hemC,100.0,941,0,0,1,941,68169,69109,0.0,1738,941,L09-1,3,False
ribF,99.894,941,0,1,1,941,645267,646206,0.0,1731,941,L09-1,3,False
fabD,100.0,929,0,0,1,929,1620506,1621434,0.0,1716,929,L09-1,3,False
lpxC,100.0,917,0,0,1,917,730407,731323,0.0,1694,917,L09-1,3,False
accD,100.0,914,0,0,1,914,2654804,2655717,0.0,1688,914,L09-1,3,False
glyQ,100.0,911,0,0,1,911,3801198,3802108,0.0,1683,911,L09-1,3,False
era,100.0,905,0,0,1,905,2899499,2900403,0.0,1672,905,L09-1,3,False
ispA,100.0,899,0,0,1,899,980101,980999,0.0,1661,899,L09-1,3,False
dapA,100.0,878,0,0,1,878,2795911,2796788,0.0,1622,878,L09-1,3,False
uppS,100.0,878,0,0,1,878,2947844,2948721,0.0,1622,878,L09-1,3,False
lgt,100.0,875,0,0,1,875,3129795,3130669,0.0,1616,875,L09-1,3,False
ubiA,100.0,872,0,0,1,872,331327,332198,0.0,1611,872,L09-1,3,False
folD,100.0,866,0,0,1,866,1092559,1093424,0.0,1600,866,L09-1,3,False
murI,100.0,857,0,0,1,857,243746,244602,0.0,1583,857,L09-1,3,False
cdsA,99.883,857,1,0,1,857,816708,817564,0.0,1578,857,L09-1,3,False
kdsA,100.0,854,0,0,1,854,1707179,1708032,0.0,1578,854,L09-1,3,False
rpoH,100.0,854,0,0,1,854,3711062,3711915,0.0,1578,854,L09-1,3,False
tsf,100.0,851,0,0,1,851,811890,812740,0.0,1572,851,L09-1,3,False
ispE,100.0,851,0,0,1,851,1701040,1701890,0.0,1572,851,L09-1,3,False
prmC,100.0,833,0,0,1,833,1705108,1705940,0.0,1539,833,L09-1,3,False
ftsQ,100.0,830,0,0,1,830,727005,727834,0.0,1533,830,L09-1,3,False
nadE,100.0,827,0,0,1,827,2141678,2142504,0.0,1528,827,L09-1,3,False
dapD,100.0,824,0,0,1,824,806157,806980,0.0,1522,824,L09-1,3,False
dapB,99.878,821,0,1,1,821,652232,653051,0.0,1509,821,L09-1,3,False
rplB,100.0,821,0,0,1,821,3577768,3578588,0.0,1517,821,L09-1,3,False
suhB,100.0,803,0,0,1,803,2860462,2861264,0.0,1483,803,L09-1,3,False
map,100.0,794,0,0,1,794,809746,810539,0.0,1467,794,L09-1,3,False
lpxA,100.0,788,0,0,1,788,823591,824378,0.0,1456,788,L09-1,3,False
fabI,100.0,788,0,0,1,788,1792154,1792941,0.0,1456,788,L09-1,3,False
trmD,100.0,767,0,0,1,767,2941585,2942351,0.0,1417,767,L09-1,3,False
ispU,99.869,761,0,1,1,761,815935,816694,0.0,1399,761,L09-1,3,False
kdsB,100.0,746,0,0,1,746,1473019,1473764,0.0,1378,746,L09-1,3,False
hda,100.0,746,0,0,1,746,2815098,2815843,0.0,1378,746,L09-1,3,False
hemD,100.0,740,0,0,1,740,67432,68171,0.0,1367,740,L09-1,3,False
dnaC,100.0,737,0,0,1,737,587633,588369,0.0,1362,737,L09-1,3,False
yfiO,100.0,737,0,0,1,737,2933160,2933896,0.0,1362,737,L09-1,3,False
plsC,100.0,737,0,0,1,737,3299296,3300032,0.0,1362,737,L09-1,3,False
fabG,99.864,734,1,0,1,734,1621448,1622181,0.0,1351,734,L09-1,3,False
rpsB,100.0,725,0,0,1,725,810908,811632,0.0,1339,725,L09-1,3,False
yhbG,100.0,725,0,0,1,725,3473557,3474281,0.0,1339,725,L09-1,3,False
pyrH,100.0,725,0,0,1,725,812888,813612,0.0,1339,725,L09-1,3,False
lpxH,99.861,722,0,1,1,722,1085820,1086540,0.0,1327,722,L09-1,3,False
ispD,99.859,710,0,1,1,710,3036430,3037138,0.0,1304,710,L09-1,3,False
lolD,100.0,701,0,0,1,701,1647392,1648092,0.0,1295,701,L09-1,3,False
rpsC,100.0,701,0,0,1,701,3576407,3577107,0.0,1295,701,L09-1,3,False
yeaZ,100.0,695,0,0,1,695,2208346,2209040,0.0,1284,695,L09-1,3,False
mukE,100.0,677,0,0,1,677,1477816,1478492,0.0,1251,677,L09-1,3,False
folE,100.0,668,0,0,1,668,2464588,2465255,0.0,1234,668,L09-1,3,False
ftsE,100.0,668,0,0,1,668,3713212,3713879,0.0,1234,668,L09-1,3,False
can,100.0,662,0,0,1,662,765858,766519,0.0,1223,662,L09-1,3,False
ribB,100.0,653,0,0,1,653,3320364,3321016,0.0,1206,653,L09-1,3,False
adk,100.0,644,0,0,1,644,1037072,1037715,0.0,1190,644,L09-1,3,False
ribC,100.0,641,0,0,1,641,2061826,2062466,0.0,1184,641,L09-1,3,False
nadD,100.0,641,0,0,1,641,1178668,1179308,0.0,1184,641,L09-1,3,False
tmk,100.0,641,0,0,1,641,1625901,1626541,0.0,1184,641,L09-1,3,False
rplC,100.0,629,0,0,1,629,3579522,3580150,0.0,1162,629,L09-1,3,False
lolB,99.839,623,1,0,1,623,1701891,1702513,0.0,1146,623,L09-1,3,False
gmk,100.0,623,0,0,1,623,3889881,3890503,0.0,1151,623,L09-1,3,False
rpsD,100.0,620,0,0,1,620,3568280,3568899,0.0,1146,620,L09-1,3,False
coaE,100.0,620,0,0,1,620,736448,737067,0.0,1146,620,L09-1,3,False
lolA,100.0,614,0,0,1,614,1439535,1440148,0.0,1134,614,L09-1,3,False
lexA,100.0,608,0,0,1,608,335426,336033,0.0,1123,608,L09-1,3,False
rplD,100.0,605,0,0,1,605,3578906,3579510,0.0,1118,605,L09-1,3,False
yihA,100.0,596,0,0,1,596,128458,129053,0.0,1101,596,L09-1,3,False
grpE,100.0,593,0,0,1,593,2947128,2947720,0.0,1096,593,L09-1,3,False
ribA,100.0,590,0,0,1,590,1780476,1781065,0.0,1090,590,L09-1,3,False
pth,100.0,584,0,0,1,584,1696943,1697526,0.0,1079,584,L09-1,3,False
rlpB,100.0,581,0,0,1,581,1180342,1180922,0.0,1074,581,L09-1,3,False
yrbK,100.0,575,0,0,1,575,3472449,3473023,0.0,1062,575,L09-1,3,False
yrdC,99.825,572,0,1,1,572,3558069,3558639,0.0,1050,572,L09-1,3,False
kdsC,100.0,566,0,0,1,566,3471886,3472451,0.0,1046,566,L09-1,3,False
efp,100.0,566,0,0,1,566,457779,458344,0.0,1046,566,L09-1,3,False
yhbN,100.0,557,0,0,1,557,3472993,3473549,0.0,1029,557,L09-1,3,False
frr,100.0,557,0,0,1,557,813905,814461,0.0,1029,557,L09-1,3,False
pgsA,100.0,548,0,0,1,548,2296919,2297466,0.0,1013,548,L09-1,3,False
nusG,100.0,545,0,0,1,545,256059,256603,0.0,1007,545,L09-1,3,False
hemG,100.0,545,0,0,1,545,112950,113494,0.0,1007,545,L09-1,3,False
orn,100.0,545,0,0,1,545,473683,474227,0.0,1007,545,L09-1,3,False
infC,100.0,542,0,0,1,542,2119319,2119860,0.0,1002,542,L09-1,3,False
rplE,100.0,539,0,0,1,539,3574124,3574662,0.0,996,539,L09-1,3,False
rpsG,100.0,539,0,0,1,539,3588590,3589128,0.0,996,539,L09-1,3,False
dnaT,100.0,539,0,0,1,539,588373,588911,0.0,996,539,L09-1,3,False
ssb,100.0,536,0,0,1,536,352435,352970,0.0,990,536,L09-1,3,False
rplF,100.0,533,0,0,1,533,3572832,3573364,0.0,985,533,L09-1,3,False
fldA,100.0,530,0,0,1,530,1218484,1219013,0.0,979,530,L09-1,3,False
ppa,100.0,530,0,0,1,530,531081,531610,0.0,979,530,L09-1,3,False
fabA,100.0,518,0,0,1,518,1518114,1518631,0.0,957,518,L09-1,3,False
secM,100.0,512,0,0,1,512,731554,732065,0.0,946,512,L09-1,3,False
def,100.0,509,0,0,1,509,3560915,3561423,0.0,941,509,L09-1,3,False
rpsE,100.0,503,0,0,1,503,3571951,3572453,0.0,929,503,L09-1,3,False
rplJ,100.0,497,0,0,1,497,258312,258808,0.0,918,497,L09-1,3,False
lspA,99.798,494,0,1,1,494,649066,649558,0.0,905,494,L09-1,3,False
mreD,100.0,488,0,0,1,488,3525615,3526102,0.0,902,488,L09-1,3,False
folA,100.0,479,0,0,1,479,673677,674155,0.0,885,479,L09-1,3,False
ispF,100.0,479,0,0,1,479,3035951,3036429,0.0,885,479,L09-1,3,False
coaD,100.0,479,0,0,1,479,3878362,3878840,0.0,885,479,L09-1,3,False
folK,99.791,479,0,1,1,479,784206,784683,0.0,878,479,L09-1,3,False
accB,100.0,470,0,0,1,470,3532664,3533133,0.0,869,470,L09-1,3,False
ribE,100.0,470,0,0,1,470,974546,975015,0.0,869,470,L09-1,3,False
yjeE,100.0,461,0,0,1,461,477551,478011,0.0,852,461,L09-1,3,False
fabZ,100.0,455,0,0,1,455,823132,823586,0.0,841,455,L09-1,3,False
dut,100.0,452,0,0,4,455,3882471,3882922,0.0,835,455,L09-1,3,False
rplO,100.0,434,0,0,1,434,3571330,3571763,0.0,802,434,L09-1,3,False
rplM,100.0,428,0,0,1,428,3502349,3502776,0.0,791,428,L09-1,3,False
nusB,100.0,419,0,0,1,419,975036,975454,0.0,774,419,L09-1,3,False
yqgF,100.0,416,0,0,1,416,3255758,3256173,0.0,769,416,L09-1,3,False
rplP,100.0,410,0,0,1,410,3575984,3576393,0.0,758,410,L09-1,3,False
rpsI,100.0,392,0,0,1,392,3501941,3502332,0.0,725,392,L09-1,3,False
rpsH,100.0,392,0,0,1,392,3573378,3573769,0.0,725,392,L09-1,3,False
rpsK,100.0,389,0,0,1,389,3568934,3569322,0.0,719,389,L09-1,3,False
rplQ,100.0,383,0,0,1,383,3566841,3567223,0.0,708,383,L09-1,3,False
secE,100.0,383,0,0,1,383,255674,256056,0.0,708,383,L09-1,3,False
acpS,100.0,380,0,0,1,380,2897636,2898015,0.0,702,380,L09-1,3,False
rnpB,99.468,376,0,1,1,376,3399838,3400211,0.0,682,376,L09-1,3,False
rpsL,100.0,374,0,0,1,374,3589226,3589599,0.0,691,374,L09-1,3,False
rplN,100.0,371,0,0,1,371,3575003,3575373,0.0,686,371,L09-1,3,False
folB,100.0,368,0,0,1,368,3333850,3334217,0.0,680,368,L09-1,3,False
ftsL,100.0,365,0,0,1,365,714882,715246,0.0,675,365,L09-1,3,False
rplL,100.0,365,0,0,1,365,258876,259240,0.0,675,365,L09-1,3,False
rnpA,100.0,359,0,0,1,359,3952941,3953299,0.0,664,359,L09-1,3,False
rplT,100.0,356,0,0,1,356,2118616,2118971,0.0,658,356,L09-1,3,False
rpsM,100.0,356,0,0,1,356,3569340,3569695,0.0,658,356,L09-1,3,False
rplR,100.0,353,0,0,1,353,3572469,3572821,0.0,652,353,L09-1,3,False
rplS,100.0,347,0,0,1,347,2941197,2941543,0.0,641,347,L09-1,3,False
yadR,100.0,344,0,0,1,344,797647,797990,0.0,636,344,L09-1,3,False
rplV,100.0,332,0,0,1,332,3577126,3577457,1.58e-176,614,332,L09-1,3,False
yceQ,100.0,320,0,0,1,320,1615280,1615599,7.1e-170,592,320,L09-1,3,False
rplX,100.0,314,0,0,1,314,3574678,3574991,1.5100000000000002e-166,580,314,L09-1,3,False
ftsB,100.0,311,0,0,1,311,3037158,3037468,6.94e-165,575,311,L09-1,3,False
rpsJ,100.0,311,0,0,1,311,3580184,3580494,6.94e-165,575,311,L09-1,3,False
rplU,100.0,311,0,0,1,311,3462755,3463065,6.94e-165,575,311,L09-1,3,False
rpsN,100.0,305,0,0,1,305,3573804,3574108,1.47e-161,564,305,L09-1,3,False
rplW,100.0,302,0,0,1,302,3578607,3578908,6.77e-160,558,302,L09-1,3,False
groS,100.0,293,0,0,1,293,452769,453061,6.6e-155,542,293,L09-1,3,False
rpsS,100.0,278,0,0,1,278,3577473,3577750,1.36e-146,514,278,L09-1,3,False
rpmA,100.0,257,0,0,1,257,3462477,3462733,5.89e-135,475,257,L09-1,3,False
rpsQ,100.0,254,0,0,1,254,3575539,3575792,2.71e-133,470,254,L09-1,3,False
rpsP,100.0,248,0,0,1,248,2942950,2943197,5.7e-130,459,248,L09-1,3,False
acpP,100.0,236,0,0,1,236,1622393,1622628,2.53e-123,436,236,L09-1,3,False
rpmB,100.0,236,0,0,1,236,3879975,3880210,2.53e-123,436,236,L09-1,3,False
rpsR,100.0,227,0,0,1,227,507797,508023,2.44e-118,420,227,L09-1,3,False
infA,100.0,218,0,0,1,218,1428392,1428609,2.35e-113,403,218,L09-1,3,False
rpmC,100.0,191,0,0,1,191,3575793,3575983,2.09e-98,353,191,L09-1,3,False
csrA,100.0,185,0,0,1,185,2984620,2984804,4.36e-95,342,185,L09-1,3,False
rpmD,100.0,179,0,0,1,179,3571768,3571946,9.09e-92,331,179,L09-1,3,False
rpmH,100.0,140,0,0,1,140,3952784,3952923,3.28e-70,259,140,L09-1,3,False
ffs,100.0,113,0,0,1,113,1016345,1016457,2.6e-55,209,113,L09-1,3,False
serV,100.0,92,0,0,1,92,2984212,2984303,9.63e-44,171,92,L09-1,3,False
serT,100.0,87,0,0,1,87,1533780,1533866,5.4e-41,161,87,L09-1,3,False
leuU,100.0,86,0,0,1,86,3451688,3451773,1.91e-40,159,86,L09-1,3,False
leuZ,100.0,86,0,0,1,86,2296465,2296550,1.91e-40,159,86,L09-1,3,False
leuW,100.0,84,0,0,1,84,1204515,1204598,2.3999999999999998e-39,156,84,L09-1,3,False
argU,100.0,76,0,0,1,76,1100407,1100482,5.89e-35,141,76,L09-1,3,False
proM,100.0,76,0,0,1,76,61080,61155,5.89e-35,141,76,L09-1,3,False
hisR,100.0,76,0,0,1,76,60855,60930,5.89e-35,141,76,L09-1,3,False
argX,100.0,76,0,0,1,76,60721,60796,5.89e-35,141,76,L09-1,3,False
trpT,100.0,75,0,0,1,75,21210,21284,2.08e-34,139,75,L09-1,3,False
thrU,100.0,75,0,0,1,75,253704,253778,2.08e-34,139,75,L09-1,3,False
glyT,100.0,74,0,0,1,74,253989,254062,7.36e-34,137,74,L09-1,3,False
cysT,100.0,73,0,0,1,73,2296564,2296636,2.6e-33,135,73,L09-1,3,False
mukB,100.0,4460,0,0,1,4460,1474646,1479105,0.0,8237,4460,L09-2,1,False
rpoC,100.0,4223,0,0,1,4223,259585,263807,0.0,7799,4223,L09-2,1,False
rpoB,100.0,4028,0,0,1,4028,255480,259507,0.0,7439,4028,L09-2,1,False
ftsK,100.0,3989,0,0,1,3989,1431545,1435533,0.0,7367,3989,L09-2,1,False
dnaE,100.0,3482,0,0,1,3482,822306,825787,0.0,6431,3482,L09-2,1,False
rne,99.969,3185,1,0,1,3185,1608125,1611309,0.0,5877,3185,L09-2,1,False
valS,100.0,2855,0,0,1,2855,559069,561923,0.0,5273,2855,L09-2,1,False
ileS,99.929,2816,1,1,1,2816,642389,645203,0.0,5188,2816,L09-2,1,False
polA,100.0,2786,0,0,1,2786,121211,123996,0.0,5145,2786,L09-2,1,False
secA,100.0,2705,0,0,1,2705,728269,730973,0.0,4996,2705,L09-2,1,False
infB,100.0,2672,0,0,1,2672,3434047,3436718,0.0,4935,2672,L09-2,1,False
alaS,99.962,2630,0,1,1,2630,2976103,2978731,0.0,4850,2630,L09-2,1,False
gyrA,100.0,2627,0,0,1,2627,2553377,2556003,0.0,4852,2627,L09-2,1,False
topA,99.961,2597,0,1,1,2597,1774935,1777530,0.0,4789,2597,L09-2,1,False
leuS,100.0,2582,0,0,1,2582,1177096,1179677,0.0,4769,2582,L09-2,1,False
yaeT,100.0,2432,0,0,1,2432,815108,817539,0.0,4492,2432,L09-2,1,False
plsB,99.959,2423,0,1,1,2423,328273,330694,0.0,4468,2423,L09-2,1,False
gyrB,100.0,2414,0,0,1,2414,3937594,3940007,0.0,4458,2414,L09-2,1,False
pheT,100.0,2387,0,0,1,2387,2116764,2119150,0.0,4409,2387,L09-2,1,False
imp,99.958,2354,1,0,1,2354,674748,677101,0.0,4342,2354,L09-2,1,False
nrdA,100.0,2285,0,0,1,2285,2561449,2563733,0.0,4220,2285,L09-2,1,False
parC,100.0,2258,0,0,1,2258,3291345,3293602,0.0,4170,2258,L09-2,1,False
priA,100.0,2198,0,0,1,2198,198849,201046,0.0,4060,2198,L09-2,1,False
yrfF,99.953,2135,1,0,1,2135,3632953,3635087,0.0,3938,2135,L09-2,1,False
fusA,99.953,2114,1,0,1,2114,3577886,3579999,0.0,3899,2114,L09-2,1,False
spoT,100.0,2108,0,0,1,2108,3882294,3884401,0.0,3893,2108,L09-2,1,False
glyS,100.0,2069,0,0,1,2069,3790567,3792635,0.0,3821,2069,L09-2,1,False
metG,99.951,2033,1,0,1,2033,2414789,2416821,0.0,3749,2033,L09-2,1,False
ligA,99.95,2015,0,1,1,2015,2726780,2728793,0.0,3714,2015,L09-2,1,False
ftsH,100.0,1934,0,0,1,1934,3445706,3447639,0.0,3572,1934,L09-2,1,False
dnaX,99.896,1931,0,2,1,1931,1028139,1030067,0.0,3554,1931,L09-2,1,False
thrS,99.948,1928,1,0,1,1928,2121849,2123776,0.0,3555,1928,L09-2,1,False
mrdA,99.947,1901,1,0,1,1901,1171212,1173112,0.0,3506,1901,L09-2,1,False
parE,100.0,1892,0,0,1,1892,3301136,3303027,0.0,3494,1892,L09-2,1,False
dxs,100.0,1862,0,0,1,1862,974364,976225,0.0,3439,1862,L09-2,1,False
secD,100.0,1847,0,0,1,1847,963698,965544,0.0,3411,1847,L09-2,1,False
rpoD,100.0,1841,0,0,1,1841,3333760,3335600,0.0,3400,1841,L09-2,1,False
glmS,100.0,1829,0,0,1,1829,3971726,3973554,0.0,3378,1829,L09-2,1,False
aspS,100.0,1772,0,0,1,1772,2272148,2273919,0.0,3273,1772,L09-2,1,False
ftsI,100.0,1766,0,0,1,1766,711403,713168,0.0,3262,1766,L09-2,1,False
yejM,100.0,1760,0,0,1,1760,2504860,2506619,0.0,3251,1760,L09-2,1,False
msbA,100.0,1748,0,0,1,1748,1464942,1466689,0.0,3229,1748,L09-2,1,False
dnaG,99.943,1745,0,1,1,1745,3331821,3333564,0.0,3216,1745,L09-2,1,False
argS,100.0,1733,0,0,1,1733,2283458,2285190,0.0,3201,1733,L09-2,1,False
proS,99.942,1718,0,1,1,1718,834238,835954,0.0,3166,1718,L09-2,1,False
rpsA,100.0,1673,0,0,1,1673,1460316,1461988,0.0,3090,1673,L09-2,1,False
