,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight
4330,L09-4,2,distance_3_prime,55877,55877,12,0.8780008746958861,331.3643174107349
3017,L03-4,2,distance_3_prime,56156,56156,12,0.4236004073370966,331.787917818072
2437,L01-2,2,distance_3_prime,56212,56212,12,0.6580884971292823,332.44600631520126
3221,L04-3,2,distance_3_prime,56293,56293,12,0.20149289124264927,332.6474992064439
3287,L04-4,2,distance_3_prime,56399,56399,12,0.35673743911952605,333.0042366455634
3024,L03-4,2,distance_3_prime,56863,56863,12,0.4289335059906212,333.43317015155407
3694,L06-3,2,distance_3_prime,56923,56923,12,0.45436168620603645,333.8875318377601
3217,L04-3,2,distance_3_prime,57311,57311,12,0.20513667933859403,334.0926685170987
4410,L10-2,2,distance_3_prime,57474,57474,12,0.3278564461016872,334.42052496320036
1875,L09-2,2,distance_5_prime,57946,57946,12,0.8471069799172812,335.26763194311764
3640,L06-2,2,distance_3_prime,58071,58071,12,0.35501236693761,335.62264431005525
438,L02-4,2,distance_5_prime,58356,58356,12,0.48725081582810903,336.1098951258834
3271,L04-4,2,distance_3_prime,58364,58364,12,0.36916654367581014,336.4790616695592
4700,L11-4,2,distance_3_prime,59856,59856,12,0.42930941427433245,336.9083710838335
540,L03-2,2,distance_5_prime,59980,59980,12,0.45553507777057684,337.36390616160406
3126,L04-2,1,distance_3_prime,60110,60110,8,0.5116533933425901,337.8755595549467
3257,L04-4,1,distance_3_prime,60110,60110,8,0.5116533933425901,338.3872129482893
3066,L04-1,1,distance_3_prime,60110,60110,8,0.5116533933425901,338.8988663416319
3187,L04-3,1,distance_3_prime,60110,60110,8,0.5116533933425901,339.4105197349745
3140,L04-2,2,distance_3_prime,60112,60112,12,0.5283704359138135,339.9388901708883
3280,L04-4,2,distance_3_prime,60315,60315,12,0.3815070948154083,340.3203972657037
1381,L06-4,2,distance_5_prime,61072,61072,12,0.4561929886372549,340.776590254341
3459,L05-3,2,distance_3_prime,61469,61469,12,0.520069067288432,341.2966593216294
3757,L06-4,2,distance_3_prime,61540,61540,12,0.45968883482998213,341.7563481564594
649,L03-4,2,distance_5_prime,61762,61762,12,0.46588803258696776,342.2222361890464
551,L03-2,2,distance_5_prime,62043,62043,12,0.4712031148736229,342.69343930392
1139,L05-4,2,distance_5_prime,62250,62250,12,0.3478834297114803,343.0413227336315
4504,L10-4,2,distance_3_prime,62254,62254,12,0.6002550317343363,343.6415777653658
4459,L10-3,2,distance_3_prime,62257,62257,12,0.5313689355536889,344.1729467009195
4392,L10-2,1,distance_3_prime,62258,62258,8,0.49700240286747505,344.66994910378696
4490,L10-4,1,distance_3_prime,62258,62258,8,0.49700240286747505,345.1669515066544
4353,L10-1,1,distance_3_prime,62258,62258,8,0.49700240286747505,345.66395390952187
4445,L10-3,1,distance_3_prime,62258,62258,8,0.49700240286747505,346.1609563123893
4365,L10-1,2,distance_3_prime,62258,62258,12,0.6263154497280866,346.7872717621174
4414,L10-2,2,distance_3_prime,62260,62260,12,0.35515785110295167,347.1424296132204
2795,L02-4,2,distance_3_prime,62363,62363,12,0.5207077700234485,347.6631373832438
3345,L05-1,2,distance_3_prime,62500,62500,12,0.41290487387407726,348.0760422571179
1195,L06-1,2,distance_5_prime,62546,62546,12,0.6102599502881967,348.6863022074061
4595,L11-2,2,distance_3_prime,62712,62712,12,0.5200057490961757,349.20630795650226
4690,L11-4,2,distance_3_prime,62712,62712,12,0.44979370469079016,349.656101661193
4533,L11-1,1,distance_3_prime,62714,62714,8,0.558712397505955,350.21481405869895
4582,L11-2,1,distance_3_prime,62714,62714,8,0.558712397505955,350.7735264562049
4677,L11-4,1,distance_3_prime,62714,62714,8,0.558712397505955,351.3322388537108
4651,L11-3,2,distance_3_prime,62714,62714,12,0.865524086422678,352.1977629401335
4639,L11-3,1,distance_3_prime,62714,62714,8,0.558712397505955,352.7564753376394
4546,L11-1,2,distance_3_prime,62716,62716,12,0.6692103927006741,353.4256857303401
3912,L07-3,2,distance_3_prime,62723,62723,12,0.6060466494463519,354.03173237978643
313,L02-2,2,distance_5_prime,63250,63250,12,0.40586368755233715,354.43759606733875
1471,L07-2,1,distance_5_prime,63683,63683,8,0.43192448460010463,354.8695205519389
1519,L07-3,1,distance_5_prime,63683,63683,8,0.43192448460010463,355.301445036539
1721,L08-3,1,distance_5_prime,63683,63683,8,0.41209534756369326,355.7135403841027
1622,L08-1,1,distance_5_prime,63683,63683,8,0.41209534756369326,356.1256357316664
1422,L07-1,1,distance_5_prime,63683,63683,8,0.43192448460010463,356.55756021626655
1767,L08-4,1,distance_5_prime,63683,63683,8,0.41209534756369326,356.96965556383026
1667,L08-2,1,distance_5_prime,63683,63683,8,0.41209534756369326,357.38175091139396
1569,L07-4,1,distance_5_prime,63683,63683,8,0.42725070947917854,357.8090016208731
1438,L07-1,2,distance_5_prime,63685,63685,12,0.5840178028299896,358.3930194237031
1782,L08-4,2,distance_5_prime,63686,63686,12,0.5994681727262031,358.99248759642927
1682,L08-2,2,distance_5_prime,63687,63687,12,0.6446237493315429,359.6371113457608
1486,L07-2,2,distance_5_prime,63687,63687,12,0.5428690561853462,360.1799804019461
1736,L08-3,2,distance_5_prime,63687,63687,12,0.6466637220707617,360.82664412401687
1637,L08-1,2,distance_5_prime,63687,63687,12,0.7830866305031672,361.60973075452006
1535,L07-3,2,distance_5_prime,63689,63689,12,0.6153804036252842,362.22511115814535
1584,L07-4,2,distance_5_prime,63689,63689,12,0.5759058859699292,362.80101704411527
1135,L05-4,2,distance_5_prime,64212,64212,12,0.35884804479732646,363.15986508891257
4397,L10-2,2,distance_3_prime,64229,64229,12,0.3663898750159249,363.52625496392847
1090,L05-3,2,distance_5_prime,64386,64386,12,0.5447488484672435,364.0710038123957
1538,L07-3,2,distance_5_prime,64696,64696,12,0.6251103109318938,364.6961141233276
1625,L08-1,1,distance_5_prime,64700,64700,8,0.41867639695634556,365.114790520284
1670,L08-2,1,distance_5_prime,64700,64700,8,0.41867639695634556,365.53346691724033
1572,L07-4,1,distance_5_prime,64700,64700,8,0.4340737858345689,365.9675407030749
1522,L07-3,1,distance_5_prime,64700,64700,8,0.4388221998590953,366.406362902934
1785,L08-4,2,distance_5_prime,64700,64700,12,0.6090128250382398,367.01537572797224
1770,L08-4,1,distance_5_prime,64700,64700,8,0.41867639695634556,367.4340521249286
1425,L07-1,1,distance_5_prime,64700,64700,8,0.4388221998590953,367.8728743247877
1441,L07-1,2,distance_5_prime,64700,64700,12,0.593325772836623,368.4662000976243
1474,L07-2,1,distance_5_prime,64700,64700,8,0.4388221998590953,368.9050222974834
1724,L08-3,1,distance_5_prime,64700,64700,8,0.41867639695634556,369.32369869443977
1490,L07-2,2,distance_5_prime,64701,64701,12,0.5515124091925838,369.87521110363235
1587,L07-4,2,distance_5_prime,64701,64701,12,0.5850568658346087,370.46026796946694
1640,L08-1,2,distance_5_prime,64702,64702,12,0.7955669315058949,371.25583490097284
1739,L08-3,2,distance_5_prime,64703,64703,12,0.6569799615171776,371.91281486249
1685,L08-2,2,distance_5_prime,64705,64705,12,0.6549276885470737,372.56774255103704
2176,L11-1,2,distance_5_prime,64774,64774,12,0.6911702592128558,373.2589128102499
4558,L11-1,2,distance_3_prime,64807,64807,12,0.691522385352264,373.95043519560215
1373,L06-4,2,distance_5_prime,65003,65003,12,0.48555660270479895,374.43599179830693
2921,L03-2,2,distance_3_prime,65046,65046,12,0.4940102478937135,374.9300020462006
3903,L07-3,2,distance_3_prime,65132,65132,12,0.6293230612652423,375.5593251074659
1272,L06-2,2,distance_5_prime,65478,65478,12,0.4002944630252764,375.95961957049116
3213,L04-3,2,distance_3_prime,65632,65632,12,0.23492053075937608,376.19454010125054
3283,L04-4,2,distance_3_prime,65636,65636,12,0.41516371840013494,376.6097038196507
3149,L04-2,2,distance_3_prime,65637,65637,12,0.5769338950970684,377.18663771474775
3264,L04-4,1,distance_3_prime,65637,65637,8,0.558698948242016,377.74533666298976
3133,L04-2,1,distance_3_prime,65637,65637,8,0.558698948242016,378.30403561123177
3073,L04-1,1,distance_3_prime,65637,65637,8,0.558698948242016,378.8627345594738
3194,L04-3,1,distance_3_prime,65637,65637,8,0.558698948242016,379.4214335077158
2547,L01-4,2,distance_3_prime,65753,65753,12,0.6570454289961154,380.0784789367119
3351,L05-1,2,distance_3_prime,65759,65759,12,0.43443538561736716,380.51291432232927
1151,L05-4,2,distance_5_prime,66278,66278,12,0.37039386272156616,380.88330818505085
4408,L10-2,2,distance_3_prime,66514,66514,12,0.3794244990083798,381.26273268405924
1027,L05-2,2,distance_5_prime,67073,67073,12,0.44573391843307864,381.7084666024923
3334,L05-1,1,distance_3_prime,67379,67379,8,0.4754781623815896,382.1839447648739
3448,L05-3,1,distance_3_prime,67379,67379,8,0.47515291699245177,382.65909768186634
3499,L05-4,1,distance_3_prime,67379,67379,8,0.4754781623815896,383.13457584424793
3384,L05-2,1,distance_3_prime,67379,67379,8,0.47515291699245177,383.6097287612404
2804,L02-4,2,distance_3_prime,67520,67520,12,0.5637667949262102,384.1734955561666
1892,L09-3,1,distance_5_prime,67567,67567,8,0.7335846762263823,384.90708023239296
1856,L09-2,1,distance_5_prime,67567,67567,8,0.7996071017541369,385.7066873341471
1201,L06-1,2,distance_5_prime,67567,67567,12,0.6592497371714032,386.3659370713185
1812,L09-1,1,distance_5_prime,67567,67567,8,0.7335846762263823,387.0995217475449
1942,L09-4,1,distance_5_prime,67567,67567,8,0.7996071017541369,387.899128849299
2324,L11-4,2,distance_5_prime,67568,67568,12,0.48462273629524344,388.38375158559427
1023,L05-2,2,distance_5_prime,67569,67569,12,0.4490300886288774,388.83278167422316
2114,L10-4,1,distance_5_prime,67569,67569,8,0.5393998419376212,389.37218151616077
2016,L10-2,1,distance_5_prime,67569,67569,8,0.5393998419376212,389.9115813580984
2069,L10-3,1,distance_5_prime,67569,67569,8,0.5393998419376212,390.450981200036
1977,L10-1,1,distance_5_prime,67569,67569,8,0.5393998419376212,390.9903810419736
1680,L08-2,2,distance_5_prime,67570,67570,12,0.6839264958677965,391.6743075378414
2032,L10-2,2,distance_5_prime,67570,67570,12,0.38544837775500235,392.0597559155964
1374,L06-4,2,distance_5_prime,67570,67570,12,0.5047314684670441,392.56448738406345
840,L04-3,2,distance_5_prime,67570,67570,12,0.24185732970823745,392.8063447137717
1906,L09-3,2,distance_5_prime,67571,67571,12,0.6749607935191937,393.48130550729087
1780,L08-4,2,distance_5_prime,67571,67571,12,0.6360371808448053,394.1173426881357
428,L02-4,2,distance_5_prime,67572,67572,12,0.5642009755147197,394.6815436636504
530,L03-2,1,distance_5_prime,67572,67572,8,0.6821578648495173,395.3637015284999
582,L03-3,1,distance_5_prime,67572,67572,8,0.6821578648495173,396.0458593933494
638,L03-4,1,distance_5_prime,67572,67572,8,0.6821578648495173,396.7280172581989
489,L03-1,1,distance_5_prime,67572,67572,8,0.6821578648495173,397.4101751230484
1636,L08-1,2,distance_5_prime,67573,67573,12,0.8308683543421815,398.2410434773906
2179,L11-1,2,distance_5_prime,67573,67573,12,0.7210369581281116,398.9620804355187
2283,L11-3,2,distance_5_prime,67573,67573,12,0.9325837786114684,399.89466421413016
1435,L07-1,2,distance_5_prime,67573,67573,12,0.619672371682985,400.51433658581317
1483,L07-2,2,distance_5_prime,67573,67573,12,0.5759933853629846,401.0903299711762
1954,L09-4,2,distance_5_prime,67573,67573,12,1.0617812893645884,402.1521112605408
2081,L10-3,2,distance_5_prime,67573,67573,12,0.5767414601116247,402.7288527206524
1734,L08-3,2,distance_5_prime,67573,67573,12,0.6861213071975063,403.4149740278499
1620,L08-1,1,distance_5_prime,67574,67574,8,0.4372741707562302,403.8522481986061
2271,L11-3,1,distance_5_prime,67574,67574,8,0.602009623833074,404.45425782243916
1988,L10-1,2,distance_5_prime,67574,67574,12,0.6797944071432703,405.13405222958244
907,L04-4,2,distance_5_prime,67574,67574,12,0.42742204136709605,405.56147427094953
1517,L07-3,1,distance_5_prime,67574,67574,8,0.458314858319606,406.01978912926916
1531,L07-3,2,distance_5_prime,67574,67574,12,0.6529183280405557,406.6727074573097
1469,L07-2,1,distance_5_prime,67574,67574,8,0.458314858319606,407.1310223156293
2227,L11-2,2,distance_5_prime,67574,67574,12,0.5603212860285907,407.6913436016579
2214,L11-2,1,distance_5_prime,67574,67574,8,0.602009623833074,408.29335322549093
1825,L09-1,2,distance_5_prime,67574,67574,12,0.9112698405563222,409.20462306604725
1866,L09-2,2,distance_5_prime,67574,67574,12,0.9878577824341692,410.1924808484814
498,L03-1,2,distance_5_prime,67574,67574,12,0.6636667948896328,410.85614764337106
1420,L07-1,1,distance_5_prime,67574,67574,8,0.458314858319606,411.3144625016907
1719,L08-3,1,distance_5_prime,67574,67574,8,0.4372741707562302,411.7517366724469
2165,L11-1,1,distance_5_prime,67574,67574,8,0.602009623833074,412.35374629627995
1765,L08-4,1,distance_5_prime,67574,67574,8,0.4372741707562302,412.79102046703616
1665,L08-2,1,distance_5_prime,67574,67574,8,0.4372741707562302,413.2282946377924
2309,L11-4,1,distance_5_prime,67574,67574,8,0.602009623833074,413.83030426162543
1567,L07-4,1,distance_5_prime,67574,67574,8,0.4533555178359375,414.28365977946135
275,L02-2,1,distance_5_prime,67575,67575,8,0.6124356381803661,414.89609541764173
1362,L06-4,1,distance_5_prime,67575,67575,8,0.7383561400609424,415.6344515577027
1306,L06-3,1,distance_5_prime,67575,67575,8,0.7383561400609424,416.3728076977636
1581,L07-4,2,distance_5_prime,67575,67575,12,0.6110449252526805,416.9838526230163
411,L02-4,1,distance_5_prime,67575,67575,8,0.6124356381803661,417.59628826119666
2124,L10-4,2,distance_5_prime,67575,67575,12,0.6515602815794612,418.2478485427761
592,L03-3,2,distance_5_prime,67575,67575,12,0.5637494307931354,418.81159797356923
650,L03-4,2,distance_5_prime,67575,67575,12,0.5097371167071071,419.32133509027636
544,L03-2,2,distance_5_prime,67575,67575,12,0.51321745382372,419.83455254410006
1186,L06-1,1,distance_5_prime,67575,67575,8,0.7383561400609424,420.572908684161
344,L02-3,1,distance_5_prime,67575,67575,8,0.6124356381803661,421.1853443223414
1241,L06-2,1,distance_5_prime,67575,67575,8,0.7383561400609424,421.92370046240234
208,L02-1,1,distance_5_prime,67575,67575,8,0.6124356381803661,422.5361361005827
293,L02-2,2,distance_5_prime,67575,67575,12,0.4336164219185642,422.96975252250127
893,L04-4,1,distance_5_prime,67576,67576,8,0.5752036218352831,423.54495614433654
762,L04-2,1,distance_5_prime,67576,67576,8,0.5752036218352831,424.1201597661718
702,L04-1,1,distance_5_prime,67576,67576,8,0.5752036218352831,424.6953633880071
823,L04-3,1,distance_5_prime,67576,67576,8,0.5752036218352831,425.27056700984235
1138,L05-4,2,distance_5_prime,67716,67716,12,0.378430109660122,425.6489971195025
2384,L01-1,2,distance_3_prime,68099,68099,12,0.6590162030690025,426.3080133225715
2440,L01-2,2,distance_3_prime,68102,68102,12,0.7972878181082044,427.1053011406797
2539,L01-4,2,distance_3_prime,68102,68102,12,0.6805181178880576,427.7858192585678
3696,L06-3,2,distance_3_prime,68104,68104,12,0.5436088800199551,428.3294281385878
2486,L01-3,2,distance_3_prime,68104,68104,12,0.46243554320253455,428.79186368179035
2428,L01-2,1,distance_3_prime,68106,68106,8,0.7177287624748395,429.5095924442652
2372,L01-1,1,distance_3_prime,68106,68106,8,0.7177287624748395,430.22732120674004
2475,L01-3,1,distance_3_prime,68106,68106,8,0.7177287624748395,430.9450499692149
2529,L01-4,1,distance_3_prime,68106,68106,8,0.7177287624748395,431.66277873168974
4449,L10-3,2,distance_3_prime,68327,68327,12,0.5831769160026488,432.24595564769237
2963,L03-3,2,distance_3_prime,68464,68464,12,0.571165978983666,432.81712162667606
3028,L03-4,2,distance_3_prime,68636,68636,12,0.5177405363271772,433.3348621630032
2861,L03-1,1,distance_3_prime,68637,68637,8,0.6929093318190422,434.0277714948223
2954,L03-3,1,distance_3_prime,68637,68637,8,0.6929093318190422,434.72068082664134
2902,L03-2,1,distance_3_prime,68637,68637,8,0.6929093318190422,435.4135901584604
2874,L03-1,2,distance_3_prime,68637,68637,12,0.674106872478168,436.08769703093856
2918,L03-2,2,distance_3_prime,68637,68637,12,0.5212831132534025,436.60898014419195
2970,L03-3,2,distance_3_prime,68637,68637,12,0.5726092442670876,437.18158938845903
3010,L03-4,1,distance_3_prime,68637,68637,8,0.6929093318190422,437.8744987202781
2233,L11-2,2,distance_5_prime,68934,68934,12,0.5715983592963991,438.4460970795745
2285,L11-3,2,distance_5_prime,68938,68938,12,0.9514223214881299,439.3975194010626
2182,L11-1,2,distance_5_prime,68940,68940,12,0.7356235166908679,440.13314291775345
309,L02-2,2,distance_5_prime,69037,69037,12,0.44299780865692806,440.57614072641036
3689,L06-3,2,distance_3_prime,69059,69059,12,0.5512317286106261,441.127372455021
2311,L11-4,1,distance_5_prime,69133,69133,8,0.6158985900561149,441.7432710450771
2167,L11-1,1,distance_5_prime,69133,69133,8,0.6158985900561149,442.35916963513324
2216,L11-2,1,distance_5_prime,69133,69133,8,0.6158985900561149,442.9750682251894
2273,L11-3,1,distance_5_prime,69133,69133,8,0.6158985900561149,443.5909668152455
972,L05-1,2,distance_5_prime,70277,70277,12,0.46428345313997643,444.05525026838546
1126,L05-4,1,distance_5_prime,70286,70286,8,0.4959921952114517,444.5512424635969
961,L05-1,1,distance_5_prime,70286,70286,8,0.4959921952114517,445.04723465880835
3515,L05-4,2,distance_3_prime,70351,70351,12,0.3931557777290337,445.44039043653737
3212,L04-3,2,distance_3_prime,70556,70556,12,0.2525452975417256,445.6929357340791
1087,L05-3,2,distance_5_prime,70667,70667,12,0.5978903313551811,446.29082606543426
1253,L06-2,2,distance_5_prime,70672,70672,12,0.4320475624014529,446.7228736278357
1011,L05-2,1,distance_5_prime,70674,70674,8,0.4983890716027922,447.2212626994385
1075,L05-3,1,distance_5_prime,70674,70674,8,0.4983890716027922,447.7196517710413
777,L04-2,2,distance_5_prime,70677,70677,12,0.6212343175918384,448.3408860886331
368,L02-3,2,distance_5_prime,70783,70783,12,0.5274329776942116,448.86831906632733
225,L02-1,2,distance_5_prime,70914,70914,12,0.5739108266852267,449.44222989301255
2545,L01-4,2,distance_3_prime,71300,71300,12,0.7124745500193608,450.1547044430319
2327,L11-4,2,distance_5_prime,72038,72038,12,0.5166832328504136,450.67138767588233
1390,L06-4,2,distance_5_prime,72575,72575,12,0.5421176013614877,451.2135052772438
3513,L05-4,2,distance_3_prime,72854,72854,12,0.4071437652722921,451.6206490425161
974,L05-1,2,distance_5_prime,72863,72863,12,0.4813678052013902,452.1020168477175
962,L05-1,1,distance_5_prime,72869,72869,8,0.5142198342893788,452.6162366820069
1012,L05-2,1,distance_5_prime,72869,72869,8,0.5138680881034591,453.13010477011034
1127,L05-4,1,distance_5_prime,72869,72869,8,0.5142198342893788,453.64432460439974
1076,L05-3,1,distance_5_prime,72869,72869,8,0.5138680881034591,454.1581926925032
3394,L05-2,2,distance_3_prime,73651,73651,12,0.48944804655397367,454.6476407390571
1100,L05-3,2,distance_5_prime,74019,74019,12,0.6262505049963796,455.2738912440535
3219,L04-3,2,distance_3_prime,75240,75240,12,0.2693110180146187,455.5432022620681
3135,L04-2,1,distance_3_prime,75248,75248,8,0.6405073122981737,456.1837095743663
3152,L04-2,2,distance_3_prime,75248,75248,12,0.6614123396600118,456.84512191402627
3075,L04-1,1,distance_3_prime,75248,75248,8,0.6405073122981737,457.4856292263244
3266,L04-4,1,distance_3_prime,75248,75248,8,0.6405073122981737,458.1261365386226
3196,L04-3,1,distance_3_prime,75248,75248,8,0.6405073122981737,458.76664385092073
2131,L10-4,2,distance_5_prime,75400,75400,12,0.7270091784105271,459.49365302933126
2436,L01-2,2,distance_3_prime,75470,75470,12,0.8835469095272706,460.37719993885855
3692,L06-3,2,distance_3_prime,75746,75746,12,0.6046076328261412,460.98180757168467
1321,L06-3,2,distance_5_prime,76800,76800,12,0.6130207034173111,461.594828275102
2868,L03-1,2,distance_3_prime,76981,76981,12,0.7560560798147042,462.3508843549167
1196,L06-1,2,distance_5_prime,77216,77216,12,0.7533948185567967,463.10427917347346
4396,L10-2,2,distance_3_prime,77478,77478,12,0.4419678764496384,463.5462470499231
4271,L09-3,2,distance_3_prime,77982,77982,12,0.7789553595508986,464.325202409474
4356,L10-1,2,distance_3_prime,78252,78252,12,0.7872150819512711,465.1124174914253
2911,L03-2,2,distance_3_prime,78350,78350,12,0.5950512394685676,465.7074687308938
4003,L08-1,2,distance_3_prime,78513,78513,12,0.9653850961843888,466.6728538270782
3987,L08-1,1,distance_3_prime,78699,78699,8,0.509264509490996,467.1821183365692
3787,L07-1,1,distance_3_prime,78699,78699,8,0.5337692164870316,467.71588755305623
4086,L08-3,1,distance_3_prime,78699,78699,8,0.509264509490996,468.22515206254724
3884,L07-3,1,distance_3_prime,78699,78699,8,0.5337692164870316,468.75892127903427
4132,L08-4,1,distance_3_prime,78699,78699,8,0.509264509490996,469.2681857885253
3836,L07-2,1,distance_3_prime,78699,78699,8,0.5337692164870316,469.8019550050123
3934,L07-4,1,distance_3_prime,78699,78699,8,0.5279933983214025,470.32994840333373
4032,L08-2,1,distance_3_prime,78699,78699,8,0.509264509490996,470.83921291282473
4047,L08-2,2,distance_3_prime,78702,78702,12,0.7966017918867443,471.6358147047115
3802,L07-1,2,distance_3_prime,78704,78704,12,0.7217482476867632,472.35756295239827
4101,L08-3,2,distance_3_prime,78704,78704,12,0.7991430210538608,473.1567059734521
4147,L08-4,2,distance_3_prime,78705,78705,12,0.7408400988351571,473.8975460722873
3948,L07-4,2,distance_3_prime,78705,78705,12,0.7116876188237102,474.609233691111
3850,L07-2,2,distance_3_prime,78706,78706,12,0.6708912640903772,475.28012495520136
3898,L07-3,2,distance_3_prime,78706,78706,12,0.7604787333406337,476.040603688542
660,L03-4,2,distance_5_prime,78746,78746,12,0.5940030927446223,476.6346067812866
550,L03-2,2,distance_5_prime,78747,78747,12,0.5980663682760855,477.2326731495627
602,L03-3,2,distance_5_prime,78748,78748,12,0.6569610088952694,477.88963415845797
534,L03-2,1,distance_5_prime,78748,78748,8,0.7949826487475551,478.68461680720554
586,L03-3,1,distance_5_prime,78748,78748,8,0.7949826487475551,479.4795994559531
506,L03-1,2,distance_5_prime,78748,78748,12,0.7734103762389204,480.25300983219205
493,L03-1,1,distance_5_prime,78748,78748,8,0.7949826487475551,481.0479924809396
642,L03-4,1,distance_5_prime,78748,78748,8,0.7949826487475551,481.8429751296872
3390,L05-2,2,distance_3_prime,78906,78906,12,0.5243701723179297,482.3673453020051
2387,L01-1,2,distance_3_prime,80355,80355,12,0.777621506888643,483.14496680889374
3339,L05-1,2,distance_3_prime,80357,80357,12,0.5308767511983876,483.6758435600921
3454,L05-3,2,distance_3_prime,80369,80369,12,0.6799757742749027,484.355819334367
3378,L05-2,1,distance_3_prime,80374,80374,8,0.5667929258426412,484.9226122602097
3328,L05-1,1,distance_3_prime,80374,80374,8,0.5671808994383692,485.48979315964806
3493,L05-4,1,distance_3_prime,80374,80374,8,0.5671808994383692,486.05697405908643
3442,L05-3,1,distance_3_prime,80374,80374,8,0.5667929258426412,486.6237669849291
1318,L06-3,2,distance_5_prime,80640,80640,12,0.6436717385881766,487.2674387235173
548,L03-2,2,distance_5_prime,80878,80878,12,0.6142508506156837,487.88168957413296
1149,L05-4,2,distance_5_prime,81348,81348,12,0.45461238940031323,488.3363019635333
379,L02-3,2,distance_5_prime,82247,82247,12,0.612855913374904,488.9491578769082
2663,L02-2,2,distance_3_prime,82459,82459,12,0.5291243290415522,489.47828220594977
1024,L05-2,2,distance_5_prime,82667,82667,12,0.5493639144679276,490.02764612041767
2910,L03-2,2,distance_3_prime,82933,82933,12,0.6298581294556059,490.6575042498733
3512,L05-4,2,distance_3_prime,83433,83433,12,0.4662643886123363,491.1237686384856
597,L03-3,2,distance_5_prime,84200,84200,12,0.7024447217577804,491.8262133602434
546,L03-2,2,distance_5_prime,84436,84436,12,0.6412730881399871,492.4674864483834
502,L03-1,2,distance_5_prime,84436,84436,12,0.8292741216044786,493.2967605699879
653,L03-4,2,distance_5_prime,84440,84440,12,0.6369545265963465,493.93371509658425
640,L03-4,1,distance_5_prime,84444,84444,8,0.852485330304751,494.786200426889
584,L03-3,1,distance_5_prime,84444,84444,8,0.852485330304751,495.6386857571938
491,L03-1,1,distance_5_prime,84444,84444,8,0.852485330304751,496.49117108749857
532,L03-2,1,distance_5_prime,84444,84444,8,0.852485330304751,497.34365641780334
975,L05-1,2,distance_5_prime,84801,84801,12,0.56023593935033,497.90389235715367
2228,L11-2,2,distance_5_prime,85279,85279,12,0.7071305376510519,498.6110228948047
3207,L04-3,2,distance_3_prime,86281,86281,12,0.3088307276092413,498.91985362241394
2033,L10-2,2,distance_5_prime,87745,87745,12,0.5005352657409009,499.42038888815483
2732,L02-3,2,distance_3_prime,88256,88256,12,0.657631421095183,500.07802030925
1371,L06-4,2,distance_5_prime,88275,88275,12,0.6593927834679343,500.73741309271793
1254,L06-2,2,distance_5_prime,88457,88457,12,0.5407747230493735,501.2781878157673
4395,L10-2,2,distance_3_prime,88505,88505,12,0.5048706330206671,501.783058448788
1681,L08-2,2,distance_5_prime,88567,88567,12,0.8964528334989363,502.6795112822869
310,L02-2,2,distance_5_prime,88632,88632,12,0.5687353415832214,503.24824662387016
4455,L10-3,2,distance_3_prime,89418,89418,12,0.7631904441161597,504.0114370679863
1532,L07-3,2,distance_5_prime,89519,89519,12,0.8649568740619544,504.87639394204825
912,L04-4,2,distance_5_prime,89523,89523,12,0.5662548229985873,505.44264876504684
3629,L06-2,2,distance_3_prime,89788,89788,12,0.548911684017739,505.9915604490646
1436,L07-1,2,distance_5_prime,90081,90081,12,0.8260800454852524,506.81764049454983
4326,L09-4,2,distance_3_prime,90551,90551,12,1.4228368954057515,508.2404773899556
4282,L09-3,2,distance_3_prime,90553,90553,12,0.9045259761664552,509.145003366122
4314,L09-4,1,distance_3_prime,90554,90554,8,1.0716417998763317,510.21664516599833
4265,L09-3,1,distance_3_prime,90554,90554,8,0.9831578547368364,511.19980302073515
4239,L09-2,2,distance_3_prime,90554,90554,12,1.3238001839545352,512.5236032046897
4185,L09-1,1,distance_3_prime,90554,90554,8,0.9831578547368364,513.5067610594266
4228,L09-2,1,distance_3_prime,90554,90554,8,1.0716417998763317,514.578402859303
4199,L09-1,2,distance_3_prime,90556,90556,12,1.2211938272326384,515.7995966865356
1781,L08-4,2,distance_5_prime,90628,90628,12,0.8530697729144605,516.65266645945
1735,L08-3,2,distance_5_prime,90628,90628,12,0.9202166816434907,517.5728831410935
1484,L07-2,2,distance_5_prime,90630,90630,12,0.7725316400847573,518.3454147811782
1582,L07-4,2,distance_5_prime,90632,90632,12,0.8195371611616862,519.1649519423398
1720,L08-3,1,distance_5_prime,90633,90633,8,0.586489920948137,519.7514418632879
1766,L08-4,1,distance_5_prime,90633,90633,8,0.586489920948137,520.337931784236
1470,L07-2,1,distance_5_prime,90633,90633,8,0.6147105477562502,520.9526423319923
1621,L08-1,1,distance_5_prime,90633,90633,8,0.586489920948137,521.5391322529404
1568,L07-4,1,distance_5_prime,90633,90633,8,0.6080588783855407,522.1471911313259
1421,L07-1,1,distance_5_prime,90633,90633,8,0.6147105477562502,522.7619016790821
1518,L07-3,1,distance_5_prime,90633,90633,8,0.6147105477562502,523.3766122268383
1666,L08-2,1,distance_5_prime,90633,90633,8,0.586489920948137,523.9631021477865
3573,L06-1,2,distance_3_prime,92296,92296,12,0.900530047833585,524.8636321956201
3558,L06-1,1,distance_3_prime,92300,92300,8,1.0085130851294855,525.8721452807496
3613,L06-2,1,distance_3_prime,92300,92300,8,1.0085130851294855,526.8806583658791
