,line,gen_id,prime_end,distance,initial_weight,factor,normalized_weight,cumulative_weight_rv
1634,L08-1,1,distance_5_prime,63683,63683,8,6.4710416840238876e-06,520.6111776087496
1533,L07-3,1,distance_5_prime,63683,63683,8,6.7824142172966825e-06,520.1990822611859
1436,L07-1,1,distance_5_prime,63683,63683,8,6.7824142172966825e-06,519.7671577765858
1733,L08-3,1,distance_5_prime,63683,63683,8,6.4710416840238876e-06,519.3352332919857
1781,L08-4,1,distance_5_prime,63683,63683,8,6.4710416840238876e-06,518.923137944422
1452,L07-1,2,distance_5_prime,63685,63685,12,9.170413799638686e-06,518.5110425968584
1796,L08-4,2,distance_5_prime,63686,63686,12,9.412872102600306e-06,517.9270247940284
1694,L08-2,2,distance_5_prime,63687,63687,12,1.0121747755924174e-05,517.3275566213022
1649,L08-1,2,distance_5_prime,63687,63687,12,1.2295863056874513e-05,516.6829328719706
1500,L07-2,2,distance_5_prime,63687,63687,12,8.52401677242367e-06,515.8998462414675
1748,L08-3,2,distance_5_prime,63688,63688,12,4.900401383710004e-06,515.3569771852821
1549,L07-3,2,distance_5_prime,63689,63689,12,9.662271406762302e-06,515.0448804219563
1597,L07-4,2,distance_5_prime,63690,63690,12,9.747918819332073e-06,514.429500018331
1147,L05-4,2,distance_5_prime,64215,64215,12,3.7404151860856554e-06,513.8086550687278
4427,L10-2,2,distance_3_prime,64229,64229,12,5.704430631271309e-06,513.5684643075533
1102,L05-3,2,distance_5_prime,64386,64386,12,8.46067232732649e-06,513.2020744325374
2770,L02-3,2,distance_3_prime,64402,64402,12,7.0366456779163085e-06,512.6573255840701
2630,L02-1,2,distance_3_prime,64402,64402,12,6.2998409290165425e-06,512.204151529121
1552,L07-3,2,distance_5_prime,64696,64696,12,9.662271406762302e-06,511.7984291736105
1637,L08-1,1,distance_5_prime,64700,64700,8,6.4710416840238876e-06,511.17331886267857
1439,L07-1,1,distance_5_prime,64700,64700,8,6.7824142172966825e-06,510.7546424657222
1682,L08-2,1,distance_5_prime,64700,64700,8,6.4710416840238876e-06,510.3158202658631
1736,L08-3,1,distance_5_prime,64700,64700,8,6.4710416840238876e-06,509.89714386890677
1586,L07-4,1,distance_5_prime,64700,64700,8,6.709022964985609e-06,509.4784674719504
1536,L07-3,1,distance_5_prime,64700,64700,8,6.7824142172966825e-06,509.0443936861158
1455,L07-1,2,distance_5_prime,64700,64700,12,9.170413799638686e-06,508.60557148625674
1784,L08-4,1,distance_5_prime,64700,64700,8,6.4710416840238876e-06,508.0122457134201
1488,L07-2,1,distance_5_prime,64700,64700,8,6.7824142172966825e-06,507.59356931646374
1799,L08-4,2,distance_5_prime,64700,64700,12,9.412872102600306e-06,507.15474711660465
1504,L07-2,2,distance_5_prime,64701,64701,12,8.52401677242367e-06,506.5457342915664
1652,L08-1,2,distance_5_prime,64702,64702,12,1.2295863056874513e-05,505.99422188237384
1751,L08-3,2,distance_5_prime,64703,64703,12,4.900401383710004e-06,505.19865495086793
1697,L08-2,2,distance_5_prime,64705,64705,12,1.0121747755924174e-05,504.88158428013776
1600,L07-4,2,distance_5_prime,64706,64706,12,9.747918819332073e-06,504.2266565915907
2191,L11-1,2,distance_5_prime,64774,64774,12,1.0670489072974586e-05,503.595907756467
4588,L11-1,2,distance_3_prime,64807,64807,12,1.0670489072974586e-05,502.90473749725413
1387,L06-4,2,distance_5_prime,65003,65003,12,7.469756822066657e-06,502.2132151119019
2943,L03-2,2,distance_3_prime,65046,65046,12,7.594782890473104e-06,501.7276585091971
3932,L07-3,2,distance_3_prime,65132,65132,12,9.662271406762302e-06,501.2336482613034
1286,L06-2,2,distance_5_prime,65478,65478,12,6.113419209891512e-06,500.60432520003815
3238,L04-3,2,distance_3_prime,65632,65632,12,3.5793596227354955e-06,500.2040307370129
3308,L04-4,2,distance_3_prime,65636,65636,12,6.325244048999557e-06,499.9691102062535
3158,L04-2,1,distance_3_prime,65637,65637,8,8.511951311638497e-06,499.55394648785335
3096,L04-1,1,distance_3_prime,65637,65637,8,8.511951311638497e-06,498.99524753961134
3219,L04-3,1,distance_3_prime,65637,65637,8,8.511951311638497e-06,498.43654859136933
3174,L04-2,2,distance_3_prime,65637,65637,12,8.78976636800994e-06,497.8778496431273
3289,L04-4,1,distance_3_prime,65637,65637,8,8.511951311638497e-06,497.30091574803026
2563,L01-4,2,distance_3_prime,65753,65753,12,9.992630435054149e-06,496.74221679978825
3376,L05-1,2,distance_3_prime,65759,65759,12,6.6064779819852355e-06,496.0851713707921
1165,L05-4,2,distance_5_prime,66283,66283,12,3.7404151860856554e-06,495.6507359851748
4438,L10-2,2,distance_3_prime,66514,66514,12,5.704430631271309e-06,495.4028100453955
1037,L05-2,2,distance_5_prime,67073,67073,12,4.967929942251954e-06,495.0233855463871
3526,L05-4,1,distance_3_prime,67379,67379,8,7.056770839305861e-06,494.6901715813704
3409,L05-2,1,distance_3_prime,67379,67379,8,7.051943736066902e-06,494.2146934189888
3359,L05-1,1,distance_3_prime,67379,67379,8,7.056770839305861e-06,493.7395405019964
3475,L05-3,1,distance_3_prime,67379,67379,8,7.051943736066902e-06,493.2640623396148
2826,L02-4,2,distance_3_prime,67520,67520,12,8.349626702106193e-06,492.78890942262234
1906,L09-3,1,distance_5_prime,67567,67567,8,1.0857144408163487e-05,492.22514262769613
1826,L09-1,1,distance_5_prime,67567,67567,8,1.0857144408163487e-05,491.49155795146976
1870,L09-2,1,distance_5_prime,67567,67567,8,1.1834284513951141e-05,490.7579732752434
1215,L06-1,2,distance_5_prime,67567,67567,12,9.756978068752546e-06,489.95836617348925
1957,L09-4,1,distance_5_prime,67567,67567,8,1.1834284513951141e-05,489.29911643631783
2339,L11-4,2,distance_5_prime,67568,67568,12,7.172370593997801e-06,488.4995093345637
2084,L10-3,1,distance_5_prime,67569,67569,8,7.982948422170244e-06,488.01488659826845
2031,L10-2,1,distance_5_prime,67569,67569,8,7.982948422170244e-06,487.47548675633084
2129,L10-4,1,distance_5_prime,67569,67569,8,7.982948422170244e-06,486.93608691439323
1992,L10-1,1,distance_5_prime,67569,67569,8,7.982948422170244e-06,486.3966870724556
1388,L06-4,2,distance_5_prime,67570,67570,12,7.469756822066657e-06,485.857287230518
2047,L10-2,2,distance_5_prime,67570,67570,12,5.704430631271309e-06,485.35255576205094
1692,L08-2,2,distance_5_prime,67570,67570,12,1.0121747755924174e-05,484.96710738429596
850,L04-3,2,distance_5_prime,67570,67570,12,3.5793596227354955e-06,484.28318088842815
1794,L08-4,2,distance_5_prime,67571,67571,12,9.412872102600306e-06,484.0413235587199
1920,L09-3,2,distance_5_prime,67571,67571,12,9.988912307338854e-06,483.4052863778751
537,L03-2,1,distance_5_prime,67572,67572,8,1.009527414978863e-05,482.7303255843559
496,L03-1,1,distance_5_prime,67572,67572,8,1.009527414978863e-05,482.0481677195064
435,L02-4,2,distance_5_prime,67572,67572,12,8.349626702106193e-06,481.3660098546569
645,L03-4,1,distance_5_prime,67572,67572,8,1.009527414978863e-05,480.8018088791422
589,L03-3,1,distance_5_prime,67572,67572,8,1.009527414978863e-05,480.1196510142927
1648,L08-1,2,distance_5_prime,67573,67573,12,1.2295863056874513e-05,479.4374931494432
1497,L07-2,2,distance_5_prime,67573,67573,12,8.52401677242367e-06,478.606624795101
2096,L10-3,2,distance_5_prime,67573,67573,12,8.534978118449848e-06,478.030631409738
2298,L11-3,2,distance_5_prime,67573,67573,12,1.3801130312572599e-05,477.45389733334
1969,L09-4,2,distance_5_prime,67573,67573,12,1.571309974937606e-05,476.5213135547286
1449,L07-1,2,distance_5_prime,67573,67573,12,9.170413799638686e-06,475.459532265364
2194,L11-1,2,distance_5_prime,67573,67573,12,1.0670489072974586e-05,474.83985989368097
2003,L10-1,2,distance_5_prime,67574,67574,12,1.005999951376669e-05,474.1188229355528
2286,L11-3,1,distance_5_prime,67574,67574,8,8.909697983512604e-06,473.43902852840955
1731,L08-3,1,distance_5_prime,67574,67574,8,6.4710416840238876e-06,472.83696459687167
2324,L11-4,1,distance_5_prime,67574,67574,8,8.909697983512604e-06,472.39969042611546
917,L04-4,2,distance_5_prime,67574,67574,12,6.325244048999557e-06,471.79762649457757
1746,L08-3,2,distance_5_prime,67574,67574,12,4.900401383710004e-06,471.3702044532105
1839,L09-1,2,distance_5_prime,67574,67574,12,1.3485509819698733e-05,471.03906473010767
2242,L11-2,2,distance_5_prime,67574,67574,12,8.291965638094397e-06,470.12779488955135
1581,L07-4,1,distance_5_prime,67574,67574,8,6.709022964985609e-06,469.5674736035228
1434,L07-1,1,distance_5_prime,67574,67574,8,6.7824142172966825e-06,469.11411808568687
1483,L07-2,1,distance_5_prime,67574,67574,8,6.7824142172966825e-06,468.65580322736724
2180,L11-1,1,distance_5_prime,67574,67574,8,8.909697983512604e-06,468.1974883690476
1632,L08-1,1,distance_5_prime,67574,67574,8,6.4710416840238876e-06,467.59542443750973
1531,L07-3,1,distance_5_prime,67574,67574,8,6.7824142172966825e-06,467.1581502667535
1779,L08-4,1,distance_5_prime,67574,67574,8,6.4710416840238876e-06,466.6998354084339
1545,L07-3,2,distance_5_prime,67574,67574,12,9.662271406762302e-06,466.2625612376777
2229,L11-2,1,distance_5_prime,67574,67574,8,8.909697983512604e-06,465.60964290963716
1677,L08-2,1,distance_5_prime,67574,67574,8,6.4710416840238876e-06,465.0075789780993
505,L03-1,2,distance_5_prime,67574,67574,12,9.821333573410376e-06,464.57030480734306
1880,L09-2,2,distance_5_prime,67574,67574,12,1.4618903460416273e-05,463.9066380124534
350,L02-3,1,distance_5_prime,67575,67575,8,9.06305050951337e-06,462.91878023001925
551,L03-2,2,distance_5_prime,67575,67575,12,7.594782890473104e-06,462.30634459183887
418,L02-4,1,distance_5_prime,67575,67575,8,9.06305050951337e-06,461.79312713801517
1200,L06-1,1,distance_5_prime,67575,67575,8,1.0926468961316203e-05,461.1806914998348
1595,L07-4,2,distance_5_prime,67575,67575,12,9.747918819332073e-06,460.44233535977384
1376,L06-4,1,distance_5_prime,67575,67575,8,1.0926468961316203e-05,459.7836197455575
299,L02-2,2,distance_5_prime,67575,67575,12,6.416817194503354e-06,459.04526360549653
281,L02-2,1,distance_5_prime,67575,67575,8,9.06305050951337e-06,458.611647183578
1320,L06-3,1,distance_5_prime,67575,67575,8,1.0926468961316203e-05,457.9992115453976
1255,L06-2,1,distance_5_prime,67575,67575,8,1.0926468961316203e-05,457.26085540533666
599,L03-3,2,distance_5_prime,67575,67575,12,8.342573892610218e-06,456.5224992652757
2139,L10-4,2,distance_5_prime,67575,67575,12,9.642031543906196e-06,455.9587498344826
211,L02-1,1,distance_5_prime,67575,67575,8,9.06305050951337e-06,455.30718955290314
833,L04-3,1,distance_5_prime,67576,67576,8,8.511951311638497e-06,454.69475391472275
657,L03-4,2,distance_5_prime,67576,67576,12,5.468557390003386e-06,454.1195502928875
772,L04-2,1,distance_5_prime,67576,67576,8,8.511951311638497e-06,453.7500070587006
903,L04-4,1,distance_5_prime,67576,67576,8,8.511951311638497e-06,453.1748034368653
710,L04-1,1,distance_5_prime,67576,67576,8,8.511951311638497e-06,452.59959981503005
1033,L05-2,2,distance_5_prime,67584,67584,12,4.967929942251954e-06,452.0243961931948
1150,L05-4,2,distance_5_prime,67716,67716,12,3.7404151860856554e-06,451.68864361597764
2399,L01-1,2,distance_3_prime,68099,68099,12,7.559159874971496e-06,451.43535766123665
2456,L01-2,2,distance_3_prime,68102,68102,12,1.1707259964585538e-05,450.92058643291097
2555,L01-4,2,distance_3_prime,68102,68102,12,9.992630435054149e-06,450.12329861480276
2502,L01-3,2,distance_3_prime,68104,68104,12,6.790137777553954e-06,449.4427804969147
3725,L06-3,2,distance_3_prime,68104,68104,12,7.982040409079571e-06,448.9803449537121
2491,L01-3,1,distance_3_prime,68106,68106,8,1.0538407225131994e-05,448.43673607369215
2545,L01-4,1,distance_3_prime,68106,68106,8,1.0538407225131994e-05,447.7190073112173
2444,L01-2,1,distance_3_prime,68106,68106,8,1.0538407225131994e-05,447.00127854874245
2387,L01-1,1,distance_3_prime,68106,68106,8,1.0538407225131994e-05,446.2835497862676
4479,L10-3,2,distance_3_prime,68327,68327,12,8.534978118449848e-06,445.56582102379275
2985,L03-3,2,distance_3_prime,68464,68464,12,8.342573892610218e-06,444.9826515738934
3032,L03-4,1,distance_3_prime,68637,68637,8,1.009527414978863e-05,444.4114855949097
2883,L03-1,1,distance_3_prime,68637,68637,8,1.009527414978863e-05,443.71857626309065
2896,L03-1,2,distance_3_prime,68637,68637,12,9.821333573410376e-06,443.0256669312716
2940,L03-2,2,distance_3_prime,68637,68637,12,7.594782890473104e-06,442.35156005879344
2976,L03-3,1,distance_3_prime,68637,68637,8,1.009527414978863e-05,441.83027694554005
2924,L03-2,1,distance_3_prime,68637,68637,8,1.009527414978863e-05,441.137367613721
2992,L03-3,2,distance_3_prime,68637,68637,12,8.342573892610218e-06,440.4444582819019
2248,L11-2,2,distance_5_prime,68934,68934,12,8.291965638094397e-06,439.87184903763483
2300,L11-3,2,distance_5_prime,68938,68938,12,1.3801130312572599e-05,439.30025067833844
2197,L11-1,2,distance_5_prime,68940,68940,12,1.0670489072974586e-05,438.34882835685033
315,L02-2,2,distance_5_prime,69037,69037,12,6.416817194503354e-06,437.6132048401595
2231,L11-2,1,distance_5_prime,69052,69052,8,8.909697983512604e-06,437.17020703150257
2288,L11-3,1,distance_5_prime,69052,69052,8,8.909697983512604e-06,436.55497456634504
2182,L11-1,1,distance_5_prime,69052,69052,8,8.909697983512604e-06,435.9397421011875
2326,L11-4,1,distance_5_prime,69052,69052,8,8.909697983512604e-06,435.32450963603
3718,L06-3,2,distance_3_prime,69059,69059,12,7.982040409079571e-06,434.70927717087244
982,L05-1,2,distance_5_prime,70277,70277,12,6.6064779819852355e-06,434.1580454422618
1138,L05-4,1,distance_5_prime,70286,70286,8,7.056770839305861e-06,433.69376198912187
971,L05-1,1,distance_5_prime,70286,70286,8,7.056770839305861e-06,433.1977697939104
3544,L05-4,2,distance_3_prime,70363,70363,12,3.7404151860856554e-06,432.701777598699
3237,L04-3,2,distance_3_prime,70556,70556,12,3.5793596227354955e-06,432.43859076496045
1099,L05-3,2,distance_5_prime,70667,70667,12,8.46067232732649e-06,432.18604546741875
1267,L06-2,2,distance_5_prime,70672,70672,12,6.113419209891512e-06,431.58815513606356
1087,L05-3,1,distance_5_prime,70674,70674,8,7.051943736066902e-06,431.1561075736621
1021,L05-2,1,distance_5_prime,70674,70674,8,7.051943736066902e-06,430.6577185020593
787,L04-2,2,distance_5_prime,70677,70677,12,8.78976636800994e-06,430.1593294304565
374,L02-3,2,distance_5_prime,70784,70784,12,7.0366456779163085e-06,429.5380951128647
228,L02-1,2,distance_5_prime,70914,70914,12,6.2998409290165425e-06,429.0400131851991
2561,L01-4,2,distance_3_prime,71300,71300,12,9.992630435054149e-06,428.5932662655588
2342,L11-4,2,distance_5_prime,72038,72038,12,7.172370593997801e-06,427.88079171553943
1404,L06-4,2,distance_5_prime,72575,72575,12,7.469756822066657e-06,427.364108482689
3542,L05-4,2,distance_3_prime,72857,72857,12,3.7404151860856554e-06,426.8219908813275
984,L05-1,2,distance_5_prime,72863,72863,12,6.6064779819852355e-06,426.54947545211485
1088,L05-3,1,distance_5_prime,72869,72869,8,7.051943736066902e-06,426.06810764691346
972,L05-1,1,distance_5_prime,72869,72869,8,7.056770839305861e-06,425.55423955881
1022,L05-2,1,distance_5_prime,72869,72869,8,7.051943736066902e-06,425.0400197245206
1139,L05-4,1,distance_5_prime,72869,72869,8,7.056770839305861e-06,424.5261516364172
3419,L05-2,2,distance_3_prime,73651,73651,12,4.967929942251954e-06,424.0119318021278
1112,L05-3,2,distance_5_prime,74019,74019,12,8.46067232732649e-06,423.646038793951
3244,L04-3,2,distance_3_prime,75240,75240,12,3.5793596227354955e-06,423.0197882889546
3291,L04-4,1,distance_3_prime,75248,75248,8,8.511951311638497e-06,422.75047727094
3177,L04-2,2,distance_3_prime,75248,75248,12,8.78976636800994e-06,422.10996995864184
3160,L04-2,1,distance_3_prime,75248,75248,8,8.511951311638497e-06,421.44855761898185
3221,L04-3,1,distance_3_prime,75248,75248,8,8.511951311638497e-06,420.8080503066837
3098,L04-1,1,distance_3_prime,75248,75248,8,8.511951311638497e-06,420.16754299438554
2146,L10-4,2,distance_5_prime,75400,75400,12,9.642031543906196e-06,419.5270356820874
2452,L01-2,2,distance_3_prime,75470,75470,12,1.1707259964585538e-05,418.80002650367686
3721,L06-3,2,distance_3_prime,75746,75746,12,7.982040409079571e-06,417.91647959414956
3423,L05-2,2,distance_3_prime,76066,76066,12,4.967929942251954e-06,417.31187196132345
247,L02-1,2,distance_5_prime,76277,76277,12,6.2998409290165425e-06,416.9339814023361
1335,L06-3,2,distance_5_prime,76800,76800,12,7.982040409079571e-06,416.4534484357935
2890,L03-1,2,distance_3_prime,76981,76981,12,9.821333573410376e-06,415.8404277323762
1210,L06-1,2,distance_5_prime,77216,77216,12,9.756978068752546e-06,415.0843716525615
4426,L10-2,2,distance_3_prime,77478,77478,12,5.704430631271309e-06,414.33097683400473
4300,L09-3,2,distance_3_prime,77982,77982,12,9.988912307338854e-06,413.88900895755506
4386,L10-1,2,distance_3_prime,78252,78252,12,1.005999951376669e-05,413.1100535980042
2933,L03-2,2,distance_3_prime,78350,78350,12,7.594782890473104e-06,412.3228385160529
4030,L08-1,2,distance_3_prime,78513,78513,12,1.2295863056874513e-05,411.72778727658437
3913,L07-3,1,distance_3_prime,78699,78699,8,6.7824142172966825e-06,410.7624021804
4161,L08-4,1,distance_3_prime,78699,78699,8,6.4710416840238876e-06,410.22863296391296
3865,L07-2,1,distance_3_prime,78699,78699,8,6.7824142172966825e-06,409.71936845442195
3963,L07-4,1,distance_3_prime,78699,78699,8,6.709022964985609e-06,409.1855992379349
4014,L08-1,1,distance_3_prime,78699,78699,8,6.4710416840238876e-06,408.6576058396135
4113,L08-3,1,distance_3_prime,78699,78699,8,6.4710416840238876e-06,408.1483413301225
4059,L08-2,1,distance_3_prime,78699,78699,8,6.4710416840238876e-06,407.6390768206315
3816,L07-1,1,distance_3_prime,78699,78699,8,6.7824142172966825e-06,407.1298123111405
4074,L08-2,2,distance_3_prime,78702,78702,12,1.0121747755924174e-05,406.59604309465345
3831,L07-1,2,distance_3_prime,78704,78704,12,9.170413799638686e-06,405.7994413027667
4128,L08-3,2,distance_3_prime,78704,78704,12,4.900401383710004e-06,405.0776930550799
3977,L07-4,2,distance_3_prime,78705,78705,12,9.747918819332073e-06,404.6920118645764
4176,L08-4,2,distance_3_prime,78705,78705,12,9.412872102600306e-06,403.92480191390086
3927,L07-3,2,distance_3_prime,78706,78706,12,9.662271406762302e-06,403.1839618150657
3879,L07-2,2,distance_3_prime,78706,78706,12,8.52401677242367e-06,402.42348308172507
557,L03-2,2,distance_5_prime,78747,78747,12,7.594782890473104e-06,401.7525918176347
513,L03-1,2,distance_5_prime,78748,78748,12,9.821333573410376e-06,401.15452544935863
649,L03-4,1,distance_5_prime,78748,78748,8,1.009527414978863e-05,400.3811150731197
609,L03-3,2,distance_5_prime,78748,78748,12,8.342573892610218e-06,399.5861324243721
593,L03-3,1,distance_5_prime,78748,78748,8,1.009527414978863e-05,398.92917141547684
500,L03-1,1,distance_5_prime,78748,78748,8,1.009527414978863e-05,398.13418876672927
541,L03-2,1,distance_5_prime,78748,78748,8,1.009527414978863e-05,397.3392061179817
667,L03-4,2,distance_5_prime,78749,78749,12,5.468557390003386e-06,396.5442234692341
3415,L05-2,2,distance_3_prime,78906,78906,12,4.967929942251954e-06,396.11358004332874
3052,L03-4,2,distance_3_prime,79186,79186,12,5.468557390003386e-06,395.7215805633054
3364,L05-1,2,distance_3_prime,80357,80357,12,6.6064779819852355e-06,395.2885473778206
2403,L01-1,2,distance_3_prime,80357,80357,12,7.559159874971496e-06,394.7576706266222
3481,L05-3,2,distance_3_prime,80369,80369,12,8.46067232732649e-06,394.1502392165491
3469,L05-3,1,distance_3_prime,80374,80374,8,7.051943736066902e-06,393.4702634422742
3403,L05-2,1,distance_3_prime,80374,80374,8,7.051943736066902e-06,392.9034705164315
3353,L05-1,1,distance_3_prime,80374,80374,8,7.056770839305861e-06,392.33667759058886
3520,L05-4,1,distance_3_prime,80374,80374,8,7.056770839305861e-06,391.7694966911505
1332,L06-3,2,distance_5_prime,80640,80640,12,7.982040409079571e-06,391.2023157917121
555,L03-2,2,distance_5_prime,80878,80878,12,7.594782890473104e-06,390.55864405312394
1163,L05-4,2,distance_5_prime,81351,81351,12,3.7404151860856554e-06,389.94439320250825
385,L02-3,2,distance_5_prime,82248,82248,12,7.0366456779163085e-06,389.640106686705
2684,L02-2,2,distance_3_prime,82459,82459,12,6.416817194503354e-06,389.06135665298774
1034,L05-2,2,distance_5_prime,82756,82756,12,4.967929942251954e-06,388.5322323239462
2932,L03-2,2,distance_3_prime,82933,82933,12,7.594782890473104e-06,388.12110631364516
604,L03-3,2,distance_5_prime,84200,84200,12,8.342573892610218e-06,387.49124818418954
553,L03-2,2,distance_5_prime,84436,84436,12,7.594782890473104e-06,386.78880346243176
509,L03-1,2,distance_5_prime,84436,84436,12,9.821333573410376e-06,386.14753037429176
660,L03-4,2,distance_5_prime,84440,84440,12,5.468557390003386e-06,385.31825625268726
498,L03-1,1,distance_5_prime,84444,84444,8,1.009527414978863e-05,384.8564912666754
591,L03-3,1,distance_5_prime,84444,84444,8,1.009527414978863e-05,384.0040059363706
647,L03-4,1,distance_5_prime,84444,84444,8,1.009527414978863e-05,383.15152060606584
539,L03-2,1,distance_5_prime,84444,84444,8,1.009527414978863e-05,382.29903527576107
985,L05-1,2,distance_5_prime,84801,84801,12,6.6064779819852355e-06,381.4465499454563
2243,L11-2,2,distance_5_prime,85279,85279,12,8.291965638094397e-06,380.886314006106
3232,L04-3,2,distance_3_prime,86281,86281,12,3.5793596227354955e-06,380.17918346845494
2629,L02-1,2,distance_3_prime,87302,87302,12,6.2998409290165425e-06,379.8703527408457
2048,L10-2,2,distance_5_prime,87745,87745,12,5.704430631271309e-06,379.3203640280607
2753,L02-3,2,distance_3_prime,88258,88258,12,7.0366456779163085e-06,378.8198287623198
1385,L06-4,2,distance_5_prime,88275,88275,12,7.469756822066657e-06,378.19878848807826
1268,L06-2,2,distance_5_prime,88457,88457,12,6.113419209891512e-06,377.53939570461034
4425,L10-2,2,distance_3_prime,88505,88505,12,5.704430631271309e-06,376.998620981561
1693,L08-2,2,distance_5_prime,88567,88567,12,1.0121747755924174e-05,376.4937503485403
316,L02-2,2,distance_5_prime,88632,88632,12,6.416817194503354e-06,375.59729751504136
4485,L10-3,2,distance_3_prime,89422,89422,12,8.534978118449848e-06,375.0285621734581
1546,L07-3,2,distance_5_prime,89519,89519,12,9.662271406762302e-06,374.2653473601501
922,L04-4,2,distance_5_prime,89523,89523,12,6.325244048999557e-06,373.40039048608816
3658,L06-2,2,distance_3_prime,89788,89788,12,6.113419209891512e-06,372.83413566308957
1450,L07-1,2,distance_5_prime,90081,90081,12,9.170413799638686e-06,372.2852239790718
4356,L09-4,2,distance_3_prime,90551,90551,12,1.571309974937606e-05,371.4591439335866
4311,L09-3,2,distance_3_prime,90553,90553,12,9.988912307338854e-06,370.03630703818084
4344,L09-4,1,distance_3_prime,90554,90554,8,1.1834284513951141e-05,369.1317810620144
4257,L09-2,1,distance_3_prime,90554,90554,8,1.1834284513951141e-05,368.0601392621381
4214,L09-1,1,distance_3_prime,90554,90554,8,1.0857144408163487e-05,366.98849746226176
4294,L09-3,1,distance_3_prime,90554,90554,8,1.0857144408163487e-05,366.00533960752495
4268,L09-2,2,distance_3_prime,90554,90554,12,1.4618903460416273e-05,365.02218175278813
4228,L09-1,2,distance_3_prime,90556,90556,12,1.3485509819698733e-05,363.6983815688336
1795,L08-4,2,distance_5_prime,90628,90628,12,9.412872102600306e-06,362.47718774160097
1747,L08-3,2,distance_5_prime,90630,90630,12,4.900401383710004e-06,361.6241179686865
1498,L07-2,2,distance_5_prime,90630,90630,12,8.52401677242367e-06,361.1799945912809
1596,L07-4,2,distance_5_prime,90631,90631,12,9.747918819332073e-06,360.4074629511961
1780,L08-4,1,distance_5_prime,90633,90633,8,6.4710416840238876e-06,359.52399932068124
1678,L08-2,1,distance_5_prime,90633,90633,8,6.4710416840238876e-06,358.93750939973313
1732,L08-3,1,distance_5_prime,90633,90633,8,6.4710416840238876e-06,358.351019478785
1435,L07-1,1,distance_5_prime,90633,90633,8,6.7824142172966825e-06,357.7645295578369
1633,L08-1,1,distance_5_prime,90633,90633,8,6.4710416840238876e-06,357.14981901008065
1582,L07-4,1,distance_5_prime,90633,90633,8,6.709022964985609e-06,356.56332908913254
1532,L07-3,1,distance_5_prime,90633,90633,8,6.7824142172966825e-06,355.955270210747
1484,L07-2,1,distance_5_prime,90633,90633,8,6.7824142172966825e-06,355.34055966299076
3602,L06-1,2,distance_3_prime,92296,92296,12,9.756978068752546e-06,354.7258491152345
3587,L06-1,1,distance_3_prime,92300,92300,8,1.0926468961316203e-05,353.8253190674009
3763,L06-4,1,distance_3_prime,92300,92300,8,1.0926468961316203e-05,352.81680598227143
3707,L06-3,1,distance_3_prime,92300,92300,8,1.0926468961316203e-05,351.80829289714194
3642,L06-2,1,distance_3_prime,92300,92300,8,1.0926468961316203e-05,350.79977981201245
3777,L06-4,2,distance_3_prime,93505,93505,12,7.469756822066657e-06,349.79126672688295
1264,L06-2,2,distance_5_prime,93942,93942,12,6.113419209891512e-06,349.0928071152356
1198,L06-1,1,distance_5_prime,93945,93945,8,1.0926468961316203e-05,348.51850028781996
1253,L06-2,1,distance_5_prime,93945,93945,8,1.0926468961316203e-05,347.49201316124913
1318,L06-3,1,distance_5_prime,93945,93945,8,1.0926468961316203e-05,346.4655260346783
1374,L06-4,1,distance_5_prime,93945,93945,8,1.0926468961316203e-05,345.4390389081075
3885,L07-2,2,distance_3_prime,94074,94074,12,8.52401677242367e-06,344.41255178153665
2688,L02-2,2,distance_3_prime,95108,95108,12,6.416817194503354e-06,343.61066342768765
3038,L03-4,2,distance_3_prime,95145,95145,12,5.468557390003386e-06,343.0003727779528
2044,L10-2,2,distance_5_prime,95711,95711,12,5.704430631271309e-06,342.48006688508093
1329,L06-3,2,distance_5_prime,97048,97048,12,7.982040409079571e-06,341.93409012493134
1272,L06-2,2,distance_5_prime,97330,97330,12,6.113419209891512e-06,341.159449067311
1394,L06-4,2,distance_5_prime,97432,97432,12,7.469756822066657e-06,340.56442997561226
3422,L05-2,2,distance_3_prime,97725,97725,12,4.967929942251954e-06,339.8366366289247
2510,L01-3,2,distance_3_prime,97746,97746,12,6.790137777553954e-06,339.3511456753181
2461,L01-2,2,distance_3_prime,97751,97751,12,1.1707259964585538e-05,338.6874368681133
2405,L01-1,2,distance_3_prime,97753,97753,12,7.559159874971496e-06,337.5430404993151
2494,L01-3,1,distance_3_prime,97754,97754,8,1.0538407225131994e-05,336.804109944057
2548,L01-4,1,distance_3_prime,97754,97754,8,1.0538407225131994e-05,335.7739384841715
2447,L01-2,1,distance_3_prime,97754,97754,8,1.0538407225131994e-05,334.74376702428594
2390,L01-1,1,distance_3_prime,97754,97754,8,1.0538407225131994e-05,333.7135955644004
2508,L01-3,2,distance_3_prime,98060,98060,12,6.790137777553954e-06,332.68342410451487
928,L04-4,2,distance_5_prime,98316,98316,12,6.325244048999557e-06,332.0175831940479
2408,L01-1,2,distance_3_prime,98723,98723,12,7.559159874971496e-06,331.3957105001265
2618,L02-1,2,distance_3_prime,99201,99201,12,6.2998409290165425e-06,330.6494475597897
2668,L02-2,1,distance_3_prime,99203,99203,8,9.06305050951337e-06,330.02449703979033
2805,L02-4,1,distance_3_prime,99203,99203,8,9.06305050951337e-06,329.1254152400951
