,start,end,IS_strand,max_alignment_length,length,cluster_id,line,gen_id,closest_gene_5_prime,position_5_prime,distance_5_prime,closest_gene_3_prime,position_3_prime,distance_3_prime
1781,1859845,1862937,reverse,3094,3093,6,L08-4,1,fabI,1796162,63683,tyrS,2020193,157256
1782,2122764,2125857,forward,3095,3094,7,L08-4,1,thrS,2106806,15958,nadE,2129798,3941
1783,2151335,2154427,reverse,3093,3093,8,L08-4,1,nadE,2130624,20711,gapA,2173210,18783
1784,2349740,2352832,forward,3094,3093,9,L08-4,1,pgsA,2285040,64700,metG,2400382,47550
1785,2435744,2438834,reverse,3093,3091,10,L08-4,1,metG,2402414,33330,folE,2452162,13328
1786,2989295,2992386,forward,3093,3092,11,L08-4,1,alaS,2967547,21748,ispF,3018936,26550
1787,3035349,3038441,reverse,3094,3093,12,L08-4,1,ftsB,3020453,14896,eno,3057372,18931
1788,3591491,3594583,forward,3094,3093,13,L08-4,1,rpsL,3566633,24858,trpS,3607820,13237
1789,3813721,3816812,reverse,3093,3092,14,L08-4,1,glyQ,3806025,7696,gpsA,3858199,41387
1790,33496,36589,forward,3094,3094,0,L08-4,2,trpT,21288,12208,rho,43776,7187
1791,69494,72586,reverse,3093,3093,1,L08-4,2,hemC,68123,1371,hemG,115068,42482
1792,852879,855971,forward,3093,3093,2,L08-4,2,proS,835096,17783,hemB,934676,78705
1793,1073780,1076872,reverse,3094,3093,3,L08-4,2,hemH,1035031,38749,lpxH,1085046,8174
1794,1282736,1285829,reverse,3094,3094,4,L08-4,2,fldA,1215165,67571,infA,1427654,141825
1795,1305793,1308886,reverse,3094,3094,5,L08-4,2,fldA,1215165,90628,infA,1427654,118768
1796,1857637,1860729,reverse,3093,3093,6,L08-4,2,fabI,1793951,63686,tyrS,2017995,157266
1797,2119940,2123032,forward,3094,3093,7,L08-4,2,thrS,2104613,15327,nadE,2126971,3939
1798,2148508,2151599,reverse,3093,3092,8,L08-4,2,nadE,2127797,20711,gapA,2170382,18783
1799,2346920,2350011,forward,3093,3092,9,L08-4,2,pgsA,2282220,64700,metG,2397563,47552
1800,2432928,2436021,reverse,3094,3094,10,L08-4,2,metG,2399595,33333,folE,2449349,13328
1801,2986480,2989571,forward,3093,3092,11,L08-4,2,alaS,2964735,21745,ispF,3016121,26550
1802,3028829,3031922,reverse,3094,3094,12,L08-4,2,ftsB,3017639,11190,eno,3050854,18932
1803,3584990,3588082,forward,3093,3093,13,L08-4,2,rpsL,3560133,24857,trpS,3601318,13236
1804,3628616,3631709,reverse,3094,3094,14,L08-4,2,yrfF,3617286,11330,asd,3665561,33852
1805,3810332,3813424,reverse,3093,3093,15,L08-4,2,glyQ,3802636,7696,gpsA,3854810,41386
1806,33488,36580,forward,3094,3093,0,L08-4,3,trpT,21283,12205,rho,43766,7186
1807,515217,518309,forward,3093,3093,1,L08-4,3,rpsR,503247,11970,ppa,529405,11096
1808,852784,855875,forward,3093,3092,2,L08-4,3,proS,835005,17779,hemB,934572,78697
1809,1073666,1076757,reverse,3093,3092,3,L08-4,3,hemH,1034918,38748,lpxH,1084929,8172
1810,1282608,1285699,reverse,3093,3092,4,L08-4,3,fldA,1215038,67570,infA,1427516,141817
1811,1305663,1308755,reverse,3094,3093,5,L08-4,3,fldA,1215038,90625,infA,1427516,118761
1812,1857465,1860557,reverse,3094,3093,6,L08-4,3,fabI,1793784,63681,tyrS,2017813,157256
1813,2119754,2122844,forward,3092,3091,7,L08-4,3,thrS,2104428,15326,nadE,2126783,3939
1814,2148319,2151411,reverse,3094,3093,8,L08-4,3,nadE,2127609,20710,gapA,2170194,18783
1815,2320369,2323461,reverse,3093,3093,9,L08-4,3,pgsA,2282029,38340,metG,2400468,77007
1816,2349827,2352919,forward,3093,3093,10,L08-4,3,pgsA,2282029,67798,metG,2400468,47549
1817,2435831,2438924,reverse,3094,3094,11,L08-4,3,metG,2402500,33331,folE,2452251,13327
1818,2989350,2992442,forward,3094,3093,12,L08-4,3,alaS,2967606,21744,ispF,3018992,26550
1819,3031698,3034790,reverse,3094,3093,13,L08-4,3,ftsB,3020509,11189,eno,3053722,18932
1820,3587795,3590887,forward,3093,3093,14,L08-4,3,rpsL,3562944,24851,trpS,3593759,2872
1821,3621055,3624147,reverse,3093,3093,15,L08-4,3,yrfF,3609727,11328,asd,3657998,33851
1822,3802751,3805842,reverse,3093,3092,16,L08-4,3,glyQ,3795057,7694,gpsA,3847224,41382
1823,390609,394697,forward,3093,4089,0,L09-1,1,ssb,348887,41722,groS,448895,54198
1824,767515,770608,forward,3094,3094,1,L09-1,1,can,762660,4855,folK,780346,9738
1825,1084771,1087863,reverse,3093,3093,2,L09-1,1,cysS,1084748,23,folD,1088712,849
1826,1282739,1285830,reverse,3093,3092,3,L09-1,1,fldA,1215172,67567,infA,1424548,138718
1827,1697666,1701755,reverse,3094,4090,4,L09-1,1,trmU,1660710,36956,pth,1703018,1263
1828,1752850,1756937,reverse,3093,4088,5,L09-1,1,kdsA,1714105,38745,topA,1779032,22095
1829,2260373,2264462,forward,3094,4090,6,L09-1,1,yeaZ,2215124,45249,aspS,2276245,11783
1830,2325239,2328332,reverse,3094,3094,7,L09-1,1,pgsA,2303542,21697,metG,2418886,90554
1831,3152730,3155822,reverse,3094,3093,8,L09-1,1,lgt,3125842,26888,prfB,3193333,37511
1832,3498519,3501611,reverse,3093,3093,9,L09-1,1,rplM,3497964,555,degS,3504614,3003
1833,3576243,3580332,forward,3094,4090,10,L09-1,1,rpsJ,3575679,564,fusA,3581983,1651
1834,3735697,3738788,reverse,3093,3092,11,L09-1,1,ftsY,3710915,24782,glyS,3794664,55876
1835,42335,46424,forward,3094,4090,0,L09-1,2,rho,41930,405,argX,60730,14306
1836,394735,398823,forward,3093,4089,1,L09-1,2,ssb,353011,41724,groS,453027,54204
1837,771655,774747,forward,3093,3093,2,L09-1,2,can,766799,4856,folK,784485,9738
1838,1088919,1092012,reverse,3094,3094,3,L09-1,2,cysS,1088896,23,folD,1092860,848
1839,1286892,1289985,reverse,3094,3094,4,L09-1,2,fldA,1219318,67574,infA,1428706,138721
1840,1701846,1705935,reverse,3094,4090,5,L09-1,2,trmU,1664890,36956,pth,1707198,1263
1841,1757027,1761114,reverse,3093,4088,6,L09-1,2,kdsA,1718287,38740,topA,1783213,22099
1842,2264578,2268666,forward,3093,4089,7,L09-1,2,yeaZ,2219325,45253,aspS,2280452,11786
1843,2312276,2315368,reverse,3093,3093,8,L09-1,2,pgsA,2307755,4521,metG,2426203,110835
1844,2332555,2335647,reverse,3094,3093,9,L09-1,2,pgsA,2307755,24800,metG,2426203,90556
1845,3160067,3163158,reverse,3094,3092,10,L09-1,2,lgt,3133179,26888,prfB,3200675,37517
1846,3505871,3508963,reverse,3093,3093,11,L09-1,2,rplM,3505316,555,degS,3511968,3005
1847,3583602,3587690,forward,3093,4089,12,L09-1,2,rpsJ,3583038,564,fusA,3589341,1651
1848,3743054,3746147,reverse,3094,3094,13,L09-1,2,ftsY,3718274,24780,glyS,3802023,55876
1849,3972127,3976214,forward,3093,4088,14,L09-1,2,yidC,3958077,14050,glmS,3981964,5750
1850,42329,46416,forward,3094,4088,0,L09-1,3,rho,41924,405,argX,60721,14305
1851,394487,398574,forward,3094,4088,1,L09-1,3,ssb,352970,41517,groS,452769,54195
1852,771375,774467,forward,3093,3093,2,L09-1,3,can,766519,4856,folK,784206,9739
1853,1088619,1091711,reverse,3093,3093,3,L09-1,3,cysS,1088596,23,folD,1092559,848
1854,1286587,1289678,reverse,3092,3092,4,L09-1,3,fldA,1219013,67574,infA,1428392,138714
1855,1691592,1695680,reverse,3094,4089,5,L09-1,3,trmU,1664545,27047,pth,1696943,1263
1856,1746773,1750859,reverse,3092,4087,6,L09-1,3,kdsA,1708032,38741,topA,1772954,22095
1857,2254292,2258380,forward,3093,4089,7,L09-1,3,yeaZ,2209040,45252,aspS,2270167,11787
1858,2301987,2305080,reverse,3094,3094,8,L09-1,3,pgsA,2297466,4521,metG,2415908,110828
1859,2322264,2325354,reverse,3093,3091,9,L09-1,3,pgsA,2297466,24798,metG,2415908,90554
1860,2470322,2474409,forward,3093,4088,10,L09-1,3,folE,2465255,5067,yejM,2510077,35668
1861,2966910,2970998,reverse,3094,4089,11,L09-1,3,uppS,2948721,18189,serV,2984212,13214
1862,3157547,3160639,reverse,3094,3093,12,L09-1,3,lgt,3130669,26878,prfB,3198152,37513
1863,3503331,3506424,reverse,3094,3094,13,L09-1,3,rplM,3502776,555,degS,3509428,3004
1864,3581058,3585145,forward,3093,4088,14,L09-1,3,rpsJ,3580494,564,fusA,3586448,1303
1865,3740153,3743245,reverse,3094,3093,15,L09-1,3,ftsY,3715374,24779,glyS,3799119,55874
1866,3956941,3961030,forward,3094,4090,16,L09-1,3,yidC,3955168,1773,glmS,3966156,5126
1867,390609,394697,forward,3093,4089,0,L09-2,1,ssb,348887,41722,groS,448895,54198
1868,767515,770608,forward,3094,3094,1,L09-2,1,can,762660,4855,folK,780346,9738
1869,1084771,1087863,reverse,3093,3093,2,L09-2,1,cysS,1084748,23,folD,1088712,849
1870,1282739,1285830,reverse,3093,3092,3,L09-2,1,fldA,1215172,67567,infA,1424548,138718
1871,1697666,1701755,reverse,3094,4090,4,L09-2,1,trmU,1660710,36956,pth,1703018,1263
1872,2256276,2260365,forward,3094,4090,5,L09-2,1,yeaZ,2211027,45249,aspS,2272148,11783
1873,2321142,2324235,reverse,3094,3094,6,L09-2,1,pgsA,2299445,21697,metG,2414789,90554
1874,3148633,3151725,reverse,3094,3093,7,L09-2,1,lgt,3121745,26888,prfB,3189236,37511
1875,3494422,3497514,reverse,3093,3093,8,L09-2,1,rplM,3493867,555,degS,3500517,3003
1876,3572146,3576235,forward,3094,4090,9,L09-2,1,rpsJ,3571582,564,fusA,3577886,1651
1877,3731600,3734691,reverse,3093,3092,10,L09-2,1,ftsY,3706818,24782,glyS,3790567,55876
1878,763453,766546,forward,3094,3094,0,L09-2,2,can,758597,4856,folK,776284,9738
1879,1080725,1083818,reverse,3094,3094,1,L09-2,2,cysS,1080702,23,folD,1084667,849
1880,1278707,1281800,reverse,3094,3094,2,L09-2,2,fldA,1211133,67574,infA,1423626,141826
1881,1409268,1412361,reverse,3094,3094,3,L09-2,2,fldA,1211133,198135,infA,1423626,11265
1882,1685089,1689178,reverse,3094,4090,4,L09-2,2,trmU,1659803,25286,pth,1690441,1263
1883,2243391,2247479,forward,3093,4089,5,L09-2,2,yeaZ,2198474,44917,aspS,2259266,11787
1884,2308265,2311358,reverse,3094,3094,6,L09-2,2,pgsA,2286567,21698,metG,2401912,90554
1885,3135783,3138876,reverse,3094,3094,7,L09-2,2,lgt,3108896,26887,prfB,3176392,37516
1886,3481600,3484693,reverse,3094,3094,8,L09-2,2,rplM,3481045,555,degS,3487697,3004
1887,3559327,3563415,forward,3094,4089,9,L09-2,2,rpsJ,3558763,564,fusA,3565066,1651
1888,3718777,3721869,reverse,3093,3093,10,L09-2,2,ftsY,3693997,24780,spoT,3742694,20825
1889,3890310,3893401,forward,3093,3092,11,L09-2,2,glyS,3832364,57946,gyrB,3910757,17356
1890,763447,766538,forward,3093,3092,0,L09-2,3,can,758591,4856,folK,776274,9736
1891,1067873,1070966,reverse,3094,3094,1,L09-2,3,hemH,1030991,36882,lpxH,1081007,10041
1892,1083807,1086899,reverse,3093,3093,2,L09-2,3,cysS,1083784,23,folD,1087748,849
1893,1281785,1284878,reverse,3094,3094,3,L09-2,3,fldA,1214211,67574,infA,1423604,138726
1894,1632697,1636785,forward,3093,4089,4,L09-2,3,holB,1622774,9923,trmU,1663176,26391
1895,1689164,1693252,reverse,3093,4089,5,L09-2,3,lolC,1679218,9946,pth,1694515,1263
1896,2227068,2231157,forward,3094,4090,6,L09-2,3,yeaZ,2202569,24499,aspS,2242944,11787
1897,2291942,2295035,reverse,3094,3094,7,L09-2,3,pgsA,2270245,21697,metG,2385594,90559
1898,3119464,3122557,reverse,3094,3094,8,L09-2,3,lgt,3092575,26889,prfB,3160071,37514
1899,3465283,3468376,reverse,3094,3094,9,L09-2,3,rplM,3464728,555,degS,3471380,3004
1900,3542809,3546898,forward,3094,4090,10,L09-2,3,rpsJ,3542448,361,fusA,3548271,1373
1901,3701985,3705077,reverse,3093,3093,11,L09-2,3,ftsY,3677204,24781,spoT,3725902,20825
1902,3873512,3876604,forward,3093,3093,12,L09-2,3,glyS,3815565,57947,gyrB,3893960,17356
1903,390609,394697,forward,3093,4089,0,L09-3,1,ssb,348887,41722,groS,448895,54198
1904,767515,770608,forward,3094,3094,1,L09-3,1,can,762660,4855,folK,780346,9738
1905,1084771,1087863,reverse,3093,3093,2,L09-3,1,cysS,1084748,23,folD,1088712,849
1906,1282739,1285830,reverse,3093,3092,3,L09-3,1,fldA,1215172,67567,infA,1424548,138718
1907,1697666,1701755,reverse,3094,4090,4,L09-3,1,trmU,1660710,36956,pth,1703018,1263
1908,1752850,1756937,reverse,3093,4088,5,L09-3,1,kdsA,1714105,38745,topA,1779032,22095
1909,2260373,2264462,forward,3094,4090,6,L09-3,1,yeaZ,2215124,45249,aspS,2276245,11783
1910,2325239,2328332,reverse,3094,3094,7,L09-3,1,pgsA,2303542,21697,metG,2418886,90554
1911,3152730,3155822,reverse,3094,3093,8,L09-3,1,lgt,3125842,26888,prfB,3193333,37511
1912,3498519,3501611,reverse,3093,3093,9,L09-3,1,rplM,3497964,555,degS,3504614,3003
1913,3576243,3580332,forward,3094,4090,10,L09-3,1,rpsJ,3575679,564,fusA,3581983,1651
1914,3735697,3738788,reverse,3093,3092,11,L09-3,1,ftsY,3710915,24782,glyS,3794664,55876
1915,157042,161131,forward,3094,4090,0,L09-3,2,yihA,124978,32064,ftsN,200728,39597
1916,375031,379120,reverse,3094,4090,1,L09-3,2,ssb,352996,22035,groS,457102,77982
1917,398819,402908,forward,3094,4090,2,L09-3,2,ssb,352996,45823,groS,457102,54194
1918,775726,778817,forward,3093,3092,3,L09-3,2,can,770870,4856,folK,788555,9738
1919,1092986,1096077,reverse,3094,3092,4,L09-3,2,cysS,1092963,23,folD,1096926,849
1920,1290954,1294046,reverse,3094,3093,5,L09-3,2,fldA,1223383,67571,infA,1432766,138720
1921,1643936,1648021,reverse,3093,4086,6,L09-3,2,holB,1631931,12005,lolC,1654687,6666
1922,1700190,1704278,reverse,3094,4089,7,L09-3,2,trmU,1673032,27158,pth,1705541,1263
1923,1755390,1759478,forward,3093,4089,8,L09-3,2,kdsA,1716636,38754,topA,1781559,22081
1924,1925549,1928642,forward,3094,3094,9,L09-3,2,fabI,1801544,124005,tyrS,2046898,118256
1925,2183815,2187904,reverse,3094,4090,10,L09-3,2,nadE,2154230,29585,gapA,2196119,8215
1926,2268432,2272519,forward,3093,4088,11,L09-3,2,yeaZ,2223180,45252,aspS,2284306,11787
1927,2333303,2336396,reverse,3094,3094,12,L09-3,2,pgsA,2311607,21696,metG,2426949,90553
1928,3160816,3163908,reverse,3093,3093,13,L09-3,2,lgt,3133928,26888,prfB,3201424,37516
1929,3506626,3509719,reverse,3094,3094,14,L09-3,2,rplM,3506071,555,degS,3512722,3003
1930,3584355,3588443,forward,3094,4089,15,L09-3,2,rpsJ,3583790,565,fusA,3589865,1422
1931,3743569,3746662,reverse,3094,3094,16,L09-3,2,ftsY,3718790,24779,glyS,3802538,55876
1932,157047,161136,forward,3094,4090,0,L09-3,3,yihA,124982,32065,ftsN,200590,39454
1933,394595,398686,forward,3094,4092,1,L09-3,3,ssb,352871,41724,groS,452886,54200
1934,771526,774619,forward,3094,3094,2,L09-3,3,can,766670,4856,folK,784357,9738
1935,1088802,1091895,reverse,3094,3094,3,L09-3,3,cysS,1088779,23,folD,1092744,849
1936,1286783,1289875,reverse,3093,3093,4,L09-3,3,fldA,1219208,67575,infA,1428602,138727
1937,1591587,1595676,reverse,3094,4090,5,L09-3,3,serT,1534087,57500,mviN,1614546,18870
1938,1643887,1647976,reverse,3094,4090,6,L09-3,3,holB,1631881,12006,lolC,1654642,6666
1939,1700150,1704239,reverse,3094,4090,7,L09-3,3,trmU,1672987,27163,pth,1705502,1263
1940,1755514,1759603,reverse,3094,4090,8,L09-3,3,kdsA,1716591,38923,topA,1780982,21379
1941,1896116,1900205,reverse,3094,4090,9,L09-3,3,fabI,1800971,95145,tyrS,2044170,143965
1942,1928391,1931484,forward,3094,3094,10,L09-3,3,fabI,1800971,127420,tyrS,2044170,112686
1943,2181094,2185183,reverse,3094,4090,11,L09-3,3,nadE,2151506,29588,gapA,2193399,8216
1944,2200346,2204435,forward,3094,4090,12,L09-3,3,gapA,2194393,5953,yeaZ,2223861,19426
1945,2269808,2273897,forward,3094,4090,13,L09-3,3,yeaZ,2224555,45253,aspS,2285684,11787
1946,2334688,2337781,reverse,3094,3094,14,L09-3,3,pgsA,2312986,21702,metG,2428337,90556
1947,2640977,2645066,forward,3094,4090,15,L09-3,3,nrdB,2578657,62320,folC,2665917,20851
1948,3073192,3077281,reverse,3094,4090,16,L09-3,3,ftsB,3046203,26989,eno,3083450,6169
1949,3169731,3172825,reverse,3095,3095,17,L09-3,3,lgt,3142843,26888,prfB,3210342,37517
1950,3326544,3330632,reverse,3093,4089,18,L09-3,3,parE,3324143,2401,ribB,3336659,6027
1951,3519655,3522748,reverse,3094,3094,19,L09-3,3,rplM,3519100,555,degS,3525752,3004
1952,3597385,3601473,forward,3093,4089,20,L09-3,3,rpsJ,3596821,564,fusA,3602895,1422
1953,3756608,3759700,reverse,3093,3093,21,L09-3,3,ftsY,3731828,24780,glyS,3815579,55879
1954,390609,394697,forward,3093,4089,0,L09-4,1,ssb,348887,41722,groS,448895,54198
1955,767515,770608,forward,3094,3094,1,L09-4,1,can,762660,4855,folK,780346,9738
1956,1084771,1087863,reverse,3093,3093,2,L09-4,1,cysS,1084748,23,folD,1088712,849
1957,1282739,1285830,reverse,3093,3092,3,L09-4,1,fldA,1215172,67567,infA,1424548,138718
1958,1697666,1701755,reverse,3094,4090,4,L09-4,1,trmU,1660710,36956,pth,1703018,1263
1959,2256276,2260365,forward,3094,4090,5,L09-4,1,yeaZ,2211027,45249,aspS,2272148,11783
1960,2321142,2324235,reverse,3094,3094,6,L09-4,1,pgsA,2299445,21697,metG,2414789,90554
1961,3148633,3151725,reverse,3094,3093,7,L09-4,1,lgt,3121745,26888,prfB,3189236,37511
1962,3494422,3497514,reverse,3093,3093,8,L09-4,1,rplM,3493867,555,degS,3500517,3003
1963,3572146,3576235,forward,3094,4090,9,L09-4,1,rpsJ,3571582,564,fusA,3577886,1651
1964,3731600,3734691,reverse,3093,3092,10,L09-4,1,ftsY,3706818,24782,glyS,3790567,55876
1965,152797,156885,reverse,3093,4089,0,L09-4,2,yihA,124979,27818,ftsN,192240,35355
1966,386240,390327,forward,3092,4088,1,L09-4,2,ssb,344518,41722,groS,444528,54201
1967,763154,766246,forward,3093,3093,2,L09-4,2,can,758298,4856,folK,775982,9736
1968,1080421,1083513,reverse,3093,3093,3,L09-4,2,cysS,1080398,23,folD,1084361,848
1969,1278391,1281482,reverse,3093,3092,4,L09-4,2,fldA,1210818,67573,infA,1420195,138713
1970,1693327,1697416,reverse,3094,4090,5,L09-4,2,trmU,1656375,36952,pth,1698679,1263
1971,2251671,2255760,forward,3094,4090,6,L09-4,2,yeaZ,2206707,44964,aspS,2267550,11790
1972,2316550,2319641,reverse,3093,3092,7,L09-4,2,pgsA,2294851,21699,metG,2410192,90551
1973,3144052,3147145,reverse,3094,3094,8,L09-4,2,lgt,3117167,26885,prfB,3184664,37519
1974,3489864,3492956,reverse,3094,3093,9,L09-4,2,rplM,3489310,554,degS,3495960,3004
1975,3567586,3571675,forward,3094,4090,10,L09-4,2,rpsJ,3567023,563,fusA,3573326,1651
1976,3727034,3730127,reverse,3094,3094,11,L09-4,2,ftsY,3702253,24781,glyS,3786004,55877
1977,3848755,3852841,forward,3093,4087,12,L09-4,2,gpsA,3839082,9673,kdtA,3867964,15123
1978,152802,156891,reverse,3094,4090,0,L09-4,3,yihA,124980,27822,ftsN,192377,35486
1979,386379,390468,forward,3094,4090,1,L09-4,3,ssb,344655,41724,groS,444670,54202
1980,763305,766398,forward,3094,3094,2,L09-4,3,can,758449,4856,folK,776136,9738
1981,1080571,1083663,reverse,3093,3093,3,L09-4,3,cysS,1080548,23,folD,1084511,848
1982,1278549,1281641,reverse,3093,3093,4,L09-4,3,fldA,1210974,67575,infA,1420365,138724
1983,1693502,1697591,reverse,3094,4090,5,L09-4,3,trmU,1656543,36959,pth,1698854,1263
1984,2065439,2068532,reverse,3094,3094,6,L09-4,3,ribC,2060310,5129,pheT,2115727,47195
1985,2254966,2259054,forward,3093,4089,7,L09-4,3,yeaZ,2209998,44968,aspS,2270841,11787
1986,2319840,2322932,reverse,3093,3093,8,L09-4,3,pgsA,2298142,21698,metG,2413488,90556
1987,3147354,3150446,reverse,3093,3093,9,L09-4,3,lgt,3120467,26887,prfB,3187965,37519
1988,3493175,3496267,reverse,3094,3093,10,L09-4,3,rplM,3492620,555,degS,3499271,3004
1989,3570903,3574992,forward,3094,4090,11,L09-4,3,rpsJ,3570339,564,fusA,3576643,1651
1990,3730356,3733449,reverse,3094,3094,12,L09-4,3,ftsY,3705576,24780,glyS,3789328,55879
1991,120542,123634,reverse,3094,3093,0,L10-1,1,hemG,109401,11141,polA,124316,682
1992,1275656,1278748,reverse,3094,3093,1,L10-1,1,fldA,1208087,67569,infA,1417468,138720
1993,1917251,1920344,forward,3094,3094,2,L10-1,1,fabI,1783757,133494,tyrS,2029655,109311
1994,2023477,2026569,reverse,3093,3093,3,L10-1,1,fabI,1783757,239720,tyrS,2029655,3086
1995,2087030,2090122,forward,3093,3093,4,L10-1,1,ribC,2056945,30085,pheT,2111863,21741
1996,2525470,2528561,reverse,3093,3092,5,L10-1,1,yejM,2494970,30500,gyrA,2544945,16384
1997,2764370,2767464,forward,3095,3095,6,L10-1,1,zipA,2721424,42946,dapE,2778109,10645
1998,3579150,3582243,forward,3094,3094,7,L10-1,1,rpsL,3566259,12891,trpS,3607441,25198
1999,3715780,3721974,forward,3094,6195,8,L10-1,1,ftsY,3695140,20640,glyS,3784232,62258
2000,3955996,3959087,reverse,3093,3092,9,L10-1,1,yidC,3940284,15712,glmS,3968500,9413
2001,120548,123640,reverse,3093,3093,0,L10-1,2,hemG,109407,11141,polA,124322,682
2002,850450,853543,forward,3094,3094,1,L10-1,2,proS,832003,18447,hemB,931795,78252
2003,1276755,1279848,reverse,3094,3094,2,L10-1,2,fldA,1209181,67574,infA,1418574,138726
2004,1918388,1921481,forward,3094,3094,3,L10-1,2,fabI,1784877,133511,tyrS,2030797,109316
2005,2024619,2027711,reverse,3093,3093,4,L10-1,2,fabI,1784877,239742,tyrS,2030797,3086
2006,2088173,2091266,forward,3094,3094,5,L10-1,2,ribC,2058090,30083,pheT,2113010,21744
2007,2490356,2493448,forward,3093,3093,6,L10-1,2,folE,2453659,36697,yejM,2497486,4038
2008,2529749,2532841,reverse,3093,3093,7,L10-1,2,yejM,2499245,30504,gyrA,2549225,16384
2009,2768650,2771741,forward,3093,3092,8,L10-1,2,zipA,2725703,42947,dapE,2782387,10646
2010,3583493,3586585,forward,3093,3093,9,L10-1,2,rpsL,3570598,12895,trpS,3611783,25198
2011,3720119,3728723,forward,3094,8605,10,L10-1,2,ftsY,3699481,20638,glyS,3790981,62258
2012,3897856,3900949,reverse,3094,3094,11,L10-1,2,spoT,3884822,13034,gyrB,3941122,40173
2013,3965851,3968943,reverse,3093,3093,12,L10-1,2,yidC,3950138,15713,glmS,3978357,9414
2014,120548,123640,reverse,3093,3093,0,L10-1,3,hemG,109407,11141,polA,124322,682
2015,850456,853549,forward,3094,3094,1,L10-1,3,proS,832009,18447,hemB,931802,78253
2016,1132563,1135655,forward,3093,3093,2,L10-1,3,argU,1090651,41912,mrdB,1163222,27567
2017,1275872,1278964,reverse,3093,3093,3,L10-1,3,fldA,1208298,67574,infA,1420545,141581
2018,1299299,1302391,reverse,3093,3093,4,L10-1,3,fldA,1208298,91001,infA,1420545,118154
2019,1739622,1742714,reverse,3093,3093,5,L10-1,3,kdsA,1706029,33593,topA,1769961,27247
2020,1923463,1926555,forward,3093,3093,6,L10-1,3,fabI,1789950,133513,tyrS,2035873,109318
2021,2029693,2032786,reverse,3094,3094,7,L10-1,3,fabI,1789950,239743,tyrS,2035873,3087
2022,2093248,2096339,forward,3093,3092,8,L10-1,3,ribC,2063165,30083,pheT,2118082,21743
2023,2495432,2498524,forward,3093,3093,9,L10-1,3,folE,2458735,36697,yejM,2502562,4038
2024,2534824,2537917,reverse,3094,3094,10,L10-1,3,yejM,2504321,30503,gyrA,2553346,15429
2025,2749400,2752493,forward,3094,3094,11,L10-1,3,zipA,2729827,19573,dapE,2763139,10646
2026,3564252,3567345,forward,3094,3094,12,L10-1,3,rpsL,3551358,12894,trpS,3592543,25198
2027,3700879,3709483,forward,3094,8605,13,L10-1,3,ftsY,3680241,20638,glyS,3771741,62258
2028,3906634,3909725,forward,3093,3092,14,L10-1,3,spoT,3865583,41051,gyrB,3921881,12156
2029,3934243,3937335,reverse,3094,3093,15,L10-1,3,yidC,3930897,3346,glmS,3946749,9414
2030,120542,123634,reverse,3094,3093,0,L10-2,1,hemG,109401,11141,polA,124316,682
2031,1275656,1278748,reverse,3094,3093,1,L10-2,1,fldA,1208087,67569,infA,1417468,138720
2032,1917251,1920344,forward,3094,3094,2,L10-2,1,fabI,1783757,133494,tyrS,2029655,109311
2033,2023477,2026569,reverse,3093,3093,3,L10-2,1,fabI,1783757,239720,tyrS,2029655,3086
2034,2087030,2090122,forward,3093,3093,4,L10-2,1,ribC,2056945,30085,pheT,2111863,21741
2035,2525470,2528561,reverse,3093,3092,5,L10-2,1,yejM,2494970,30500,gyrA,2544945,16384
2036,2764370,2767464,forward,3095,3095,6,L10-2,1,zipA,2721424,42946,dapE,2778109,10645
2037,3579150,3582243,forward,3094,3094,7,L10-2,1,rpsL,3566259,12891,trpS,3607441,25198
2038,3715780,3721974,forward,3094,6195,8,L10-2,1,ftsY,3695140,20640,glyS,3784232,62258
2039,3955996,3959087,reverse,3093,3092,9,L10-2,1,yidC,3940284,15712,glmS,3968500,9413
2040,120558,123651,reverse,3094,3094,0,L10-2,2,hemG,109413,11145,ftsN,230895,107244
2041,139299,142390,reverse,3093,3092,1,L10-2,2,hemG,109413,29886,ftsN,230895,88505
2042,147219,153417,forward,3095,6199,2,L10-2,2,hemG,109413,37806,ftsN,230895,77478
2043,163574,166666,forward,3093,3093,3,L10-2,2,hemG,109413,54161,ftsN,230895,64229
2044,205124,208217,forward,3094,3094,4,L10-2,2,hemG,109413,95711,ftsN,230895,22678
2045,242125,245911,reverse,3093,3787,5,L10-2,2,priA,235324,6801,murI,277738,31827
2046,699629,702722,reverse,3094,3094,6,L10-2,2,dapB,683302,16327,folA,707033,4311
2047,1313802,1316895,reverse,3094,3094,7,L10-2,2,fldA,1246232,67570,infA,1458726,141831
2048,1333977,1337070,reverse,3094,3094,8,L10-2,2,fldA,1246232,87745,infA,1458726,121656
2049,1949123,1952215,forward,3094,3093,9,L10-2,2,fabI,1825024,124099,tyrS,2058648,106433
2050,2052470,2055562,reverse,3093,3093,10,L10-2,2,fabI,1825024,227446,tyrS,2058648,3086
2051,2116022,2119114,forward,3094,3093,11,L10-2,2,ribC,2085940,30082,pheT,2140858,21744
2052,2547444,2551229,forward,3093,3786,12,L10-2,2,yejM,2523988,23456,gyrA,2577765,26536
2053,2558287,2561380,reverse,3094,3094,13,L10-2,2,yejM,2523988,34299,gyrA,2577765,16385
2054,2606142,2609234,forward,3094,3093,14,L10-2,2,nrdB,2589484,16658,folC,2675748,66514
