start,end,IS_strand,max_alignment_length,length,cluster_id,Line,Gen
33485,36575,forward,3093,3091,0,L07-4,3
708521,711612,forward,3093,3092,1,L07-4,3
853533,856627,forward,3095,3095,2,L07-4,3
1073693,1076793,reverse,1837,3101,3,L07-4,3
1282618,1285709,reverse,3094,3092,4,L07-4,3
1305670,1308759,reverse,3094,3090,5,L07-4,3
1488089,1491177,forward,3092,3089,6,L07-4,3
1618557,1621646,reverse,3092,3090,7,L07-4,3
1863541,1866632,reverse,3093,3092,8,L07-4,3
1964465,1967558,reverse,3096,3094,9,L07-4,3
2129475,2132565,forward,3094,3091,10,L07-4,3
2158035,2161126,reverse,3093,3092,11,L07-4,3
2356393,2359483,forward,3093,3091,12,L07-4,3
2440776,2443869,reverse,3094,3094,13,L07-4,3
2617679,2620769,forward,3092,3091,14,L07-4,3
2669367,2672456,reverse,3092,3090,15,L07-4,3
2983114,2986202,forward,3094,3089,16,L07-4,3
3016580,3019671,reverse,3092,3092,17,L07-4,3
3572608,3575700,forward,3094,3093,18,L07-4,3
3698344,3701433,forward,3093,3090,19,L07-4,3
3767078,3770169,reverse,3093,3092,20,L07-4,3
33500,36591,forward,3094,3092,0,L08-1,1
69488,72581,reverse,3094,3094,1,L08-1,1
855133,858225,forward,3094,3093,2,L08-1,1
1076026,1079117,reverse,3093,3092,3,L08-1,1
1284974,1288067,reverse,3094,3094,4,L08-1,1
1308033,1311124,reverse,3092,3092,5,L08-1,1
1859845,1862937,reverse,3094,3093,6,L08-1,1
2122764,2125857,forward,3095,3094,7,L08-1,1
2151335,2154427,reverse,3093,3093,8,L08-1,1
2349740,2352832,forward,3094,3093,9,L08-1,1
2435744,2438834,reverse,3093,3091,10,L08-1,1
2989295,2992386,forward,3093,3092,11,L08-1,1
3035349,3038441,reverse,3094,3093,12,L08-1,1
3591491,3594583,forward,3094,3093,13,L08-1,1
3813721,3816812,reverse,3093,3092,14,L08-1,1
33495,36588,forward,3094,3094,0,L08-1,2
69489,72582,reverse,3094,3094,1,L08-1,2
516717,519810,reverse,3094,3094,2,L08-1,2
856310,859402,forward,3093,3093,3,L08-1,2
1077013,1080106,reverse,3094,3094,4,L08-1,2
1285975,1289067,reverse,3094,3093,5,L08-1,2
1837821,1840914,reverse,3094,3094,6,L08-1,2
2100760,2103853,forward,3094,3094,7,L08-1,2
2128544,2131636,reverse,3093,3093,8,L08-1,2
2326959,2330052,forward,3094,3094,9,L08-1,2
2394645,2397737,reverse,3094,3093,10,L08-1,2
2948203,2951295,forward,3093,3093,11,L08-1,2
2964555,2967646,reverse,3093,3092,12,L08-1,2
3520713,3523805,forward,3093,3093,13,L08-1,2
3742953,3746045,reverse,3093,3093,14,L08-1,2
33484,36574,forward,3092,3091,0,L08-1,3
69468,72558,reverse,3093,3091,1,L08-1,3
516600,519690,reverse,3093,3091,2,L08-1,3
856015,859105,forward,3093,3091,3,L08-1,3
1073339,1076429,reverse,3092,3091,4,L08-1,3
1282261,1285351,reverse,3093,3091,5,L08-1,3
1833992,1837083,reverse,3093,3092,6,L08-1,3
2096880,2099970,forward,3092,3091,7,L08-1,3
2124657,2127747,reverse,3093,3091,8,L08-1,3
2323032,2326121,forward,3093,3090,9,L08-1,3
2366460,2369550,reverse,3093,3091,10,L08-1,3
2919922,2923012,forward,3092,3091,11,L08-1,3
2936267,2939358,reverse,3093,3092,12,L08-1,3
3492299,3495389,forward,3093,3091,13,L08-1,3
3714495,3717585,reverse,3092,3091,14,L08-1,3
33500,36591,forward,3094,3092,0,L08-2,1
69488,72581,reverse,3094,3094,1,L08-2,1
855133,858225,forward,3094,3093,2,L08-2,1
1076026,1079117,reverse,3093,3092,3,L08-2,1
1284974,1288067,reverse,3094,3094,4,L08-2,1
1308033,1311124,reverse,3092,3092,5,L08-2,1
1859845,1862937,reverse,3094,3093,6,L08-2,1
2122764,2125857,forward,3095,3094,7,L08-2,1
2151335,2154427,reverse,3093,3093,8,L08-2,1
2349740,2352832,forward,3094,3093,9,L08-2,1
2435744,2438834,reverse,3093,3091,10,L08-2,1
2989295,2992386,forward,3093,3092,11,L08-2,1
3035349,3038441,reverse,3094,3093,12,L08-2,1
3591491,3594583,forward,3094,3093,13,L08-2,1
3813721,3816812,reverse,3093,3092,14,L08-2,1
33496,36587,forward,3093,3092,0,L08-2,2
69492,72584,reverse,3093,3093,1,L08-2,2
855173,858266,forward,3094,3094,2,L08-2,2
1076073,1079166,reverse,3094,3094,3,L08-2,2
1285028,1288120,reverse,3093,3093,4,L08-2,2
1306025,1309122,reverse,3098,3098,5,L08-2,2
1857873,1860966,reverse,3095,3094,6,L08-2,2
2120801,2123893,forward,3094,3093,7,L08-2,2
2149372,2152465,reverse,3094,3094,8,L08-2,2
2347793,2350882,forward,3093,3090,9,L08-2,2
2387177,2390269,reverse,3094,3093,10,L08-2,2
2940740,2943831,forward,3093,3092,11,L08-2,2
2986795,2989888,reverse,3094,3094,12,L08-2,2
3542953,3546046,forward,3094,3094,13,L08-2,2
3765191,3768283,reverse,3093,3093,14,L08-2,2
33487,36578,forward,3093,3092,0,L08-2,3
69479,72570,reverse,3093,3092,1,L08-2,3
855055,858145,forward,3093,3091,2,L08-2,3
900639,903730,forward,3093,3092,3,L08-2,3
1079033,1082123,reverse,3092,3091,4,L08-2,3
1100450,1103541,reverse,3093,3092,5,L08-2,3
1227989,1231078,reverse,3093,3090,6,L08-2,3
1293705,1296795,reverse,3092,3091,7,L08-2,3
1314699,1317790,reverse,3094,3092,8,L08-2,3
1335695,1338786,reverse,3093,3092,9,L08-2,3
1887441,1890531,reverse,3092,3091,10,L08-2,3
2052458,2055550,forward,3093,3093,11,L08-2,3
2153435,2156523,forward,3093,3089,12,L08-2,3
2181184,2184275,reverse,3093,3092,13,L08-2,3
2379558,2382650,forward,3094,3093,14,L08-2,3
2418940,2422031,reverse,3093,3092,15,L08-2,3
2953496,2956588,forward,3093,3093,16,L08-2,3
2975525,2978616,forward,3092,3092,17,L08-2,3
2994029,2997120,reverse,3093,3092,18,L08-2,3
3080991,3084080,forward,3093,3090,19,L08-2,3
3107647,3110738,forward,3093,3092,20,L08-2,3
3495259,3498351,forward,3094,3093,21,L08-2,3
3559397,3562489,forward,3093,3093,22,L08-2,3
3781614,3784705,reverse,3093,3092,23,L08-2,3
33500,36591,forward,3094,3092,0,L08-3,1
69488,72581,reverse,3094,3094,1,L08-3,1
855133,858225,forward,3094,3093,2,L08-3,1
1076026,1079117,reverse,3093,3092,3,L08-3,1
1284974,1288067,reverse,3094,3094,4,L08-3,1
1308033,1311124,reverse,3092,3092,5,L08-3,1
1859845,1862937,reverse,3094,3093,6,L08-3,1
2122764,2125857,forward,3095,3094,7,L08-3,1
2151335,2154427,reverse,3093,3093,8,L08-3,1
2349740,2352832,forward,3094,3093,9,L08-3,1
2435744,2438834,reverse,3093,3091,10,L08-3,1
2989295,2992386,forward,3093,3092,11,L08-3,1
3035349,3038441,reverse,3094,3093,12,L08-3,1
3591491,3594583,forward,3094,3093,13,L08-3,1
3813721,3816812,reverse,3093,3092,14,L08-3,1
33496,36589,forward,3094,3094,0,L08-3,2
69495,72586,reverse,3093,3092,1,L08-3,2
855176,858268,forward,3093,3093,2,L08-3,2
1076075,1079167,reverse,3093,3093,3,L08-3,2
1285034,1288125,reverse,3093,3092,4,L08-3,2
1308089,1311181,reverse,3093,3093,5,L08-3,2
1859935,1863027,reverse,3094,3093,6,L08-3,2
2122872,2125964,forward,3093,3093,7,L08-3,2
2150466,2153558,reverse,3093,3093,8,L08-3,2
2348881,2351973,forward,3093,3093,9,L08-3,2
2407553,2410645,reverse,3093,3093,10,L08-3,2
2961113,2964205,forward,3094,3093,11,L08-3,2
2980996,2984088,reverse,3093,3093,12,L08-3,2
3537163,3540255,forward,3093,3093,13,L08-3,2
3759403,3762495,reverse,3093,3093,14,L08-3,2
33485,36576,forward,3093,3092,0,L08-3,3
69473,72562,reverse,3093,3090,1,L08-3,3
854942,858032,forward,3093,3091,2,L08-3,3
1075781,1078869,reverse,3092,3089,3,L08-3,3
1284678,1287770,reverse,3094,3093,4,L08-3,3
1307723,1310824,reverse,3106,3102,5,L08-3,3
1782146,1785233,forward,3093,3088,6,L08-3,3
1862504,1865587,reverse,3094,3084,7,L08-3,3
2125376,2128469,forward,3094,3094,8,L08-3,3
2152938,2156023,reverse,3096,3086,9,L08-3,3
2342110,2345198,forward,3092,3089,10,L08-3,3
2400740,2403830,reverse,3093,3091,11,L08-3,3
2954177,2957268,forward,3093,3092,12,L08-3,3
2974050,2977142,reverse,3094,3093,13,L08-3,3
3530048,3533138,forward,3093,3091,14,L08-3,3
3752225,3755314,reverse,3092,3090,15,L08-3,3
33500,36591,forward,3094,3092,0,L08-4,1
69488,72581,reverse,3094,3094,1,L08-4,1
855133,858225,forward,3094,3093,2,L08-4,1
1076026,1079117,reverse,3093,3092,3,L08-4,1
1284974,1288067,reverse,3094,3094,4,L08-4,1
1308033,1311124,reverse,3092,3092,5,L08-4,1
1859845,1862937,reverse,3094,3093,6,L08-4,1
2122764,2125857,forward,3095,3094,7,L08-4,1
2151335,2154427,reverse,3093,3093,8,L08-4,1
2349740,2352832,forward,3094,3093,9,L08-4,1
2435744,2438834,reverse,3093,3091,10,L08-4,1
2989295,2992386,forward,3093,3092,11,L08-4,1
3035349,3038441,reverse,3094,3093,12,L08-4,1
3591491,3594583,forward,3094,3093,13,L08-4,1
3813721,3816812,reverse,3093,3092,14,L08-4,1
33496,36589,forward,3094,3094,0,L08-4,2
69494,72586,reverse,3093,3093,1,L08-4,2
852879,855971,forward,3093,3093,2,L08-4,2
1073780,1076872,reverse,3094,3093,3,L08-4,2
1282736,1285829,reverse,3094,3094,4,L08-4,2
1305793,1308886,reverse,3094,3094,5,L08-4,2
1857637,1860729,reverse,3093,3093,6,L08-4,2
2119940,2123032,forward,3094,3093,7,L08-4,2
2148508,2151599,reverse,3093,3092,8,L08-4,2
2346920,2350011,forward,3093,3092,9,L08-4,2
2432928,2436021,reverse,3094,3094,10,L08-4,2
2986480,2989571,forward,3093,3092,11,L08-4,2
3028829,3031922,reverse,3094,3094,12,L08-4,2
3584990,3588082,forward,3093,3093,13,L08-4,2
3628616,3631709,reverse,3094,3094,14,L08-4,2
3810332,3813424,reverse,3093,3093,15,L08-4,2
33488,36580,forward,3094,3093,0,L08-4,3
515217,518309,forward,3093,3093,1,L08-4,3
852784,855875,forward,3093,3092,2,L08-4,3
1073666,1076757,reverse,3093,3092,3,L08-4,3
1282608,1285699,reverse,3093,3092,4,L08-4,3
1305663,1308755,reverse,3094,3093,5,L08-4,3
1857465,1860557,reverse,3094,3093,6,L08-4,3
2119754,2122844,forward,3092,3091,7,L08-4,3
2148319,2151411,reverse,3094,3093,8,L08-4,3
2320369,2323461,reverse,3093,3093,9,L08-4,3
2349827,2352919,forward,3093,3093,10,L08-4,3
2435831,2438924,reverse,3094,3094,11,L08-4,3
2989350,2992442,forward,3094,3093,12,L08-4,3
3031698,3034790,reverse,3094,3093,13,L08-4,3
3587795,3590887,forward,3093,3093,14,L08-4,3
3621055,3624147,reverse,3093,3093,15,L08-4,3
3802751,3805842,reverse,3093,3092,16,L08-4,3
390609,394697,forward,3093,4089,0,L09-1,1
767515,770608,forward,3094,3094,1,L09-1,1
1084771,1087863,reverse,3093,3093,2,L09-1,1
1282739,1285830,reverse,3093,3092,3,L09-1,1
1697666,1701755,reverse,3094,4090,4,L09-1,1
1752850,1756937,reverse,3093,4088,5,L09-1,1
2260373,2264462,forward,3094,4090,6,L09-1,1
2325239,2328332,reverse,3094,3094,7,L09-1,1
3152730,3155822,reverse,3094,3093,8,L09-1,1
3498519,3501611,reverse,3093,3093,9,L09-1,1
3576243,3580332,forward,3094,4090,10,L09-1,1
3735697,3738788,reverse,3093,3092,11,L09-1,1
42335,46424,forward,3094,4090,0,L09-1,2
394735,398823,forward,3093,4089,1,L09-1,2
771655,774747,forward,3093,3093,2,L09-1,2
1088919,1092012,reverse,3094,3094,3,L09-1,2
1286892,1289985,reverse,3094,3094,4,L09-1,2
1701846,1705935,reverse,3094,4090,5,L09-1,2
1757027,1761114,reverse,3093,4088,6,L09-1,2
2264578,2268666,forward,3093,4089,7,L09-1,2
2312276,2315368,reverse,3093,3093,8,L09-1,2
2332555,2335647,reverse,3094,3093,9,L09-1,2
3160067,3163158,reverse,3094,3092,10,L09-1,2
3505871,3508963,reverse,3093,3093,11,L09-1,2
3583602,3587690,forward,3093,4089,12,L09-1,2
3743054,3746147,reverse,3094,3094,13,L09-1,2
3972127,3976214,forward,3093,4088,14,L09-1,2
42329,46416,forward,3094,4088,0,L09-1,3
394487,398574,forward,3094,4088,1,L09-1,3
771375,774467,forward,3093,3093,2,L09-1,3
1088619,1091711,reverse,3093,3093,3,L09-1,3
1286587,1289678,reverse,3092,3092,4,L09-1,3
1691592,1695680,reverse,3094,4089,5,L09-1,3
1746773,1750859,reverse,3092,4087,6,L09-1,3
2254292,2258380,forward,3093,4089,7,L09-1,3
2301987,2305080,reverse,3094,3094,8,L09-1,3
2322264,2325354,reverse,3093,3091,9,L09-1,3
2470322,2474409,forward,3093,4088,10,L09-1,3
2966910,2970998,reverse,3094,4089,11,L09-1,3
3157547,3160639,reverse,3094,3093,12,L09-1,3
3503331,3506424,reverse,3094,3094,13,L09-1,3
3581058,3585145,forward,3093,4088,14,L09-1,3
3740153,3743245,reverse,3094,3093,15,L09-1,3
3956941,3961030,forward,3094,4090,16,L09-1,3
390609,394697,forward,3093,4089,0,L09-2,1
767515,770608,forward,3094,3094,1,L09-2,1
1084771,1087863,reverse,3093,3093,2,L09-2,1
1282739,1285830,reverse,3093,3092,3,L09-2,1
1697666,1701755,reverse,3094,4090,4,L09-2,1
2256276,2260365,forward,3094,4090,5,L09-2,1
2321142,2324235,reverse,3094,3094,6,L09-2,1
3148633,3151725,reverse,3094,3093,7,L09-2,1
3494422,3497514,reverse,3093,3093,8,L09-2,1
3572146,3576235,forward,3094,4090,9,L09-2,1
3731600,3734691,reverse,3093,3092,10,L09-2,1
763453,766546,forward,3094,3094,0,L09-2,2
1080725,1083818,reverse,3094,3094,1,L09-2,2
1278707,1281800,reverse,3094,3094,2,L09-2,2
1409268,1412361,reverse,3094,3094,3,L09-2,2
1685089,1689178,reverse,3094,4090,4,L09-2,2
2243391,2247479,forward,3093,4089,5,L09-2,2
2308265,2311358,reverse,3094,3094,6,L09-2,2
3135783,3138876,reverse,3094,3094,7,L09-2,2
3481600,3484693,reverse,3094,3094,8,L09-2,2
3559327,3563415,forward,3094,4089,9,L09-2,2
3718777,3721869,reverse,3093,3093,10,L09-2,2
3890310,3893401,forward,3093,3092,11,L09-2,2
763447,766538,forward,3093,3092,0,L09-2,3
1067873,1070966,reverse,3094,3094,1,L09-2,3
1083807,1086899,reverse,3093,3093,2,L09-2,3
1281785,1284878,reverse,3094,3094,3,L09-2,3
1632697,1636785,forward,3093,4089,4,L09-2,3
1689164,1693252,reverse,3093,4089,5,L09-2,3
2227068,2231157,forward,3094,4090,6,L09-2,3
2291942,2295035,reverse,3094,3094,7,L09-2,3
3119464,3122557,reverse,3094,3094,8,L09-2,3
3465283,3468376,reverse,3094,3094,9,L09-2,3
3542809,3546898,forward,3094,4090,10,L09-2,3
3701985,3705077,reverse,3093,3093,11,L09-2,3
3873512,3876604,forward,3093,3093,12,L09-2,3
390609,394697,forward,3093,4089,0,L09-3,1
767515,770608,forward,3094,3094,1,L09-3,1
1084771,1087863,reverse,3093,3093,2,L09-3,1
1282739,1285830,reverse,3093,3092,3,L09-3,1
1697666,1701755,reverse,3094,4090,4,L09-3,1
1752850,1756937,reverse,3093,4088,5,L09-3,1
2260373,2264462,forward,3094,4090,6,L09-3,1
2325239,2328332,reverse,3094,3094,7,L09-3,1
3152730,3155822,reverse,3094,3093,8,L09-3,1
3498519,3501611,reverse,3093,3093,9,L09-3,1
3576243,3580332,forward,3094,4090,10,L09-3,1
3735697,3738788,reverse,3093,3092,11,L09-3,1
157042,161131,forward,3094,4090,0,L09-3,2
375031,379120,reverse,3094,4090,1,L09-3,2
398819,402908,forward,3094,4090,2,L09-3,2
775726,778817,forward,3093,3092,3,L09-3,2
1092986,1096077,reverse,3094,3092,4,L09-3,2
1290954,1294046,reverse,3094,3093,5,L09-3,2
1643936,1648021,reverse,3093,4086,6,L09-3,2
1700190,1704278,reverse,3094,4089,7,L09-3,2
1755390,1759478,forward,3093,4089,8,L09-3,2
1925549,1928642,forward,3094,3094,9,L09-3,2
2183815,2187904,reverse,3094,4090,10,L09-3,2
2268432,2272519,forward,3093,4088,11,L09-3,2
2333303,2336396,reverse,3094,3094,12,L09-3,2
3160816,3163908,reverse,3093,3093,13,L09-3,2
3506626,3509719,reverse,3094,3094,14,L09-3,2
3584355,3588443,forward,3094,4089,15,L09-3,2
3743569,3746662,reverse,3094,3094,16,L09-3,2
157045,161133,forward,3093,4089,0,L09-3,3
394592,398683,forward,3094,4092,1,L09-3,3
771519,774612,forward,3094,3094,2,L09-3,3
1088796,1091889,reverse,3094,3094,3,L09-3,3
1286776,1289868,reverse,3093,3093,4,L09-3,3
1591576,1595665,reverse,3094,4090,5,L09-3,3
1643876,1647965,reverse,3094,4090,6,L09-3,3
1700139,1704228,reverse,3094,4090,7,L09-3,3
1755503,1759592,reverse,3094,4090,8,L09-3,3
1896103,1900196,reverse,3098,4094,9,L09-3,3
2184194,2188283,reverse,3094,4090,10,L09-3,3
2203446,2207535,forward,3094,4090,11,L09-3,3
2272908,2276997,forward,3094,4090,12,L09-3,3
2337784,2340877,reverse,3094,3094,13,L09-3,3
2644073,2648162,forward,3094,4090,14,L09-3,3
3076213,3080302,reverse,3094,4090,15,L09-3,3
3172753,3175845,reverse,3093,3093,16,L09-3,3
3329564,3333652,reverse,3093,4089,17,L09-3,3
3522671,3525764,reverse,3094,3094,18,L09-3,3
3600401,3604489,forward,3093,4089,19,L09-3,3
3759623,3762715,reverse,3093,3093,20,L09-3,3
390609,394697,forward,3093,4089,0,L09-4,1
767515,770608,forward,3094,3094,1,L09-4,1
1084771,1087863,reverse,3093,3093,2,L09-4,1
1282739,1285830,reverse,3093,3092,3,L09-4,1
1697666,1701755,reverse,3094,4090,4,L09-4,1
2256276,2260365,forward,3094,4090,5,L09-4,1
2321142,2324235,reverse,3094,3094,6,L09-4,1
3148633,3151725,reverse,3094,3093,7,L09-4,1
3494422,3497514,reverse,3093,3093,8,L09-4,1
3572146,3576235,forward,3094,4090,9,L09-4,1
3731600,3734691,reverse,3093,3092,10,L09-4,1
152797,156885,reverse,3093,4089,0,L09-4,2
386240,390327,forward,3092,4088,1,L09-4,2
763154,766246,forward,3093,3093,2,L09-4,2
1080421,1083513,reverse,3093,3093,3,L09-4,2
1278391,1281482,reverse,3093,3092,4,L09-4,2
1693327,1697416,reverse,3094,4090,5,L09-4,2
2251671,2255760,forward,3094,4090,6,L09-4,2
2316550,2319641,reverse,3093,3092,7,L09-4,2
3144052,3147145,reverse,3094,3094,8,L09-4,2
3489864,3492956,reverse,3094,3093,9,L09-4,2
3567586,3571675,forward,3094,4090,10,L09-4,2
3727034,3730127,reverse,3094,3094,11,L09-4,2
3848755,3852841,forward,3093,4087,12,L09-4,2
152802,156891,reverse,3094,4090,0,L09-4,3
386379,390468,forward,3094,4090,1,L09-4,3
763305,766398,forward,3094,3094,2,L09-4,3
1080571,1083663,reverse,3093,3093,3,L09-4,3
1278549,1281641,reverse,3093,3093,4,L09-4,3
1693502,1697591,reverse,3094,4090,5,L09-4,3
2065439,2068532,reverse,3094,3094,6,L09-4,3
2254966,2259054,forward,3093,4089,7,L09-4,3
2319840,2322932,reverse,3093,3093,8,L09-4,3
3147354,3150446,reverse,3093,3093,9,L09-4,3
3493175,3496267,reverse,3094,3093,10,L09-4,3
3570903,3574992,forward,3094,4090,11,L09-4,3
3730356,3733449,reverse,3094,3094,12,L09-4,3
120542,123634,reverse,3094,3093,0,L10-1,1
1275656,1278748,reverse,3094,3093,1,L10-1,1
1917251,1920344,forward,3094,3094,2,L10-1,1
2023477,2026569,reverse,3093,3093,3,L10-1,1
2087030,2090122,forward,3093,3093,4,L10-1,1
2525470,2528561,reverse,3093,3092,5,L10-1,1
2764370,2767464,forward,3095,3095,6,L10-1,1
3579150,3582243,forward,3094,3094,7,L10-1,1
3715780,3721974,forward,3094,6195,8,L10-1,1
3955996,3959087,reverse,3093,3092,9,L10-1,1
120548,123640,reverse,3093,3093,0,L10-1,2
850450,853543,forward,3094,3094,1,L10-1,2
1276755,1279848,reverse,3094,3094,2,L10-1,2
1918388,1921481,forward,3094,3094,3,L10-1,2
2024619,2027711,reverse,3093,3093,4,L10-1,2
2088173,2091266,forward,3094,3094,5,L10-1,2
2490356,2493448,forward,3093,3093,6,L10-1,2
2529749,2532841,reverse,3093,3093,7,L10-1,2
2768650,2771741,forward,3093,3092,8,L10-1,2
3583493,3586585,forward,3093,3093,9,L10-1,2
3720119,3728723,forward,3094,8605,10,L10-1,2
3897856,3900949,reverse,3094,3094,11,L10-1,2
3965851,3968943,reverse,3093,3093,12,L10-1,2
120548,123640,reverse,3093,3093,0,L10-1,3
850456,853549,forward,3094,3094,1,L10-1,3
1132563,1135655,forward,3093,3093,2,L10-1,3
1275872,1278964,reverse,3093,3093,3,L10-1,3
1299299,1302391,reverse,3093,3093,4,L10-1,3
1739622,1742714,reverse,3093,3093,5,L10-1,3
1923463,1926555,forward,3093,3093,6,L10-1,3
2029693,2032786,reverse,3094,3094,7,L10-1,3
2093248,2096339,forward,3093,3092,8,L10-1,3
2495432,2498524,forward,3093,3093,9,L10-1,3
2534824,2537917,reverse,3094,3094,10,L10-1,3
2749400,2752493,forward,3094,3094,11,L10-1,3
3564252,3567345,forward,3094,3094,12,L10-1,3
3700879,3709483,forward,3094,8605,13,L10-1,3
3906634,3909725,forward,3093,3092,14,L10-1,3
3934243,3937335,reverse,3094,3093,15,L10-1,3
120542,123634,reverse,3094,3093,0,L10-2,1
1275656,1278748,reverse,3094,3093,1,L10-2,1
1917251,1920344,forward,3094,3094,2,L10-2,1
2023477,2026569,reverse,3093,3093,3,L10-2,1
2087030,2090122,forward,3093,3093,4,L10-2,1
2525470,2528561,reverse,3093,3092,5,L10-2,1
2764370,2767464,forward,3095,3095,6,L10-2,1
3579150,3582243,forward,3094,3094,7,L10-2,1
3715780,3721974,forward,3094,6195,8,L10-2,1
3955996,3959087,reverse,3093,3092,9,L10-2,1
120558,123651,reverse,3094,3094,0,L10-2,2
139299,142390,reverse,3093,3092,1,L10-2,2
147219,153417,forward,3095,6199,2,L10-2,2
163574,166666,forward,3093,3093,3,L10-2,2
205124,208217,forward,3094,3094,4,L10-2,2
242125,245911,reverse,3093,3787,5,L10-2,2
699629,702722,reverse,3094,3094,6,L10-2,2
1313802,1316895,reverse,3094,3094,7,L10-2,2
1333977,1337070,reverse,3094,3094,8,L10-2,2
1949123,1952215,forward,3094,3093,9,L10-2,2
2052470,2055562,reverse,3093,3093,10,L10-2,2
2116022,2119114,forward,3094,3093,11,L10-2,2
2547444,2551229,forward,3093,3786,12,L10-2,2
2558287,2561380,reverse,3094,3094,13,L10-2,2
2606142,2609234,forward,3094,3093,14,L10-2,2
2800295,2803387,forward,3093,3093,15,L10-2,2
3101539,3105325,reverse,3093,3787,16,L10-2,2
3110153,3113246,forward,3094,3094,17,L10-2,2
3529644,3533430,forward,3093,3787,18,L10-2,2
3630256,3633349,forward,3094,3094,19,L10-2,2
3766881,3780299,forward,3094,13419,20,L10-2,2
4000164,4003257,reverse,3094,3094,21,L10-2,2
116652,122847,forward,3095,6196,0,L10-2,3
133003,136095,forward,3093,3093,1,L10-2,3
174552,177645,forward,3094,3094,2,L10-2,3
211554,215340,reverse,3093,3787,3,L10-2,3
669060,672152,reverse,3093,3093,4,L10-2,3
1283229,1286321,reverse,3093,3093,5,L10-2,3
1303404,1306496,reverse,3094,3093,6,L10-2,3
1918551,1921644,forward,3094,3094,7,L10-2,3
2021900,2024992,reverse,3093,3093,8,L10-2,3
2085455,2088547,forward,3093,3093,9,L10-2,3
2516875,2520663,forward,3094,3789,10,L10-2,3
2527721,2530813,reverse,3094,3093,11,L10-2,3
2575573,2578666,forward,3094,3094,12,L10-2,3
2719474,2722568,reverse,3095,3095,13,L10-2,3
2772832,2775924,forward,3093,3093,14,L10-2,3
3074075,3077862,reverse,3094,3788,15,L10-2,3
3082691,3085783,forward,3093,3093,16,L10-2,3
3502190,3505976,forward,3093,3787,17,L10-2,3
3602796,3605887,forward,3093,3092,18,L10-2,3
3739423,3752842,forward,3093,13420,19,L10-2,3
3972716,3975808,reverse,3093,3093,20,L10-2,3
120542,123634,reverse,3094,3093,0,L10-3,1
1275656,1278748,reverse,3094,3093,1,L10-3,1
1917251,1920344,forward,3094,3094,2,L10-3,1
2023477,2026569,reverse,3093,3093,3,L10-3,1
2087030,2090122,forward,3093,3093,4,L10-3,1
2525470,2528561,reverse,3093,3092,5,L10-3,1
2764370,2767464,forward,3095,3095,6,L10-3,1
3579150,3582243,forward,3094,3094,7,L10-3,1
3715780,3721974,forward,3094,6195,8,L10-3,1
3955996,3959087,reverse,3093,3092,9,L10-3,1
117973,121065,forward,3094,3093,0,L10-3,2
123252,126344,reverse,3093,3093,1,L10-3,2
382317,387727,reverse,3093,5411,2,L10-3,2
1283861,1286953,reverse,3093,3093,3,L10-3,2
1396845,1403038,forward,3093,6194,4,L10-3,2
1914327,1917419,forward,3093,3093,5,L10-3,2
2020554,2023647,reverse,3094,3094,6,L10-3,2
2082840,2085932,forward,3093,3093,7,L10-3,2
2303863,2310840,reverse,3093,6978,8,L10-3,2
2522593,2525686,reverse,3094,3094,9,L10-3,2
2761497,2764588,forward,3093,3092,10,L10-3,2
3576338,3579430,forward,3093,3093,11,L10-3,2
3712966,3722260,reverse,3093,9295,12,L10-3,2
3955024,3958117,reverse,3094,3094,13,L10-3,2
117977,122765,forward,3093,4789,0,L10-3,3
378741,384153,reverse,3094,5413,1,L10-3,3
450306,453399,reverse,3094,3094,2,L10-3,3
1019970,1024540,reverse,3093,4571,3,L10-3,3
1287017,1290110,reverse,3094,3094,4,L10-3,3
1394951,1401146,forward,3093,6196,5,L10-3,3
1911396,1914489,forward,3094,3094,6,L10-3,3
1954727,1957819,reverse,3093,3093,7,L10-3,3
1997021,2000114,reverse,3094,3094,8,L10-3,3
2059307,2062398,forward,3093,3092,9,L10-3,3
2187062,2190154,reverse,3093,3093,10,L10-3,3
2500884,2503977,reverse,3094,3094,11,L10-3,3
2739792,2742884,forward,3094,3093,12,L10-3,3
3449771,3452862,reverse,3093,3092,13,L10-3,3
3516212,3520783,forward,3094,4572,14,L10-3,3
3562331,3566900,reverse,3093,4570,15,L10-3,3
3630251,3633344,forward,3094,3094,16,L10-3,3
3677269,3681839,reverse,3093,4571,17,L10-3,3
3771459,3780755,reverse,3093,9297,18,L10-3,3
3793361,3796453,reverse,3093,3093,19,L10-3,3
4003680,4006773,reverse,3094,3094,20,L10-3,3
120542,123634,reverse,3094,3093,0,L10-4,1
1275656,1278748,reverse,3094,3093,1,L10-4,1
1917251,1920344,forward,3094,3094,2,L10-4,1
2023477,2026569,reverse,3093,3093,3,L10-4,1
2087030,2090122,forward,3093,3093,4,L10-4,1
2525470,2528561,reverse,3093,3092,5,L10-4,1
2764370,2767464,forward,3095,3095,6,L10-4,1
3579150,3582243,forward,3094,3094,7,L10-4,1
3715780,3721974,forward,3094,6195,8,L10-4,1
3955996,3959087,reverse,3093,3092,9,L10-4,1
118317,121409,reverse,3094,3093,0,L10-4,2
1273131,1276223,reverse,3094,3093,1,L10-4,2
1438960,1442052,reverse,3093,3093,2,L10-4,2
1726961,1730052,reverse,3094,3092,3,L10-4,2
